UF,COD,MUN,ARRECADACAO_TOTAL_IMPOSTOS
MG,3152501,Pouso Alegre,78408141.3908669
MG,3152600,Pouso Alto,750371.405045734
MG,3152709,Prados,706058.741833683
MG,3152808,Prata,11661505.0136571
MG,3152907,Pratápolis,2354617.94037231
MG,3153004,Pratinha,2770883.56806542
MG,3153103,Presidente Bernardes,449833.187529047
MG,3153202,Presidente Juscelino,947081.322886684
MG,3153301,Presidente Kubitschek,113670.783924338
MG,3153400,Presidente Olegário,2787020.64035982
MG,3153509,Alto Jequitibá,676600.598239837
MG,3153608,Prudente de Morais,1536064.97772897
MG,3153707,Quartel Geral,816653.035046191
MG,3153806,Queluzito,119951.452698387
MG,3153905,Raposos,1959725.04159847
MG,3154002,Raul Soares,2605667.18728299
MG,3154101,Recreio,499577.690115748
MG,3154150,Reduto,246320.992360663
MG,3154200,Resende Costa,1228958.5871878
MG,3154309,Resplendor,3614024.41651157
MG,3154408,Ressaquinha,308842.627365793
MG,3154457,Riachinho,490484.620688962
MG,3154507,Riacho dos Machados,30472.7015663025
MG,3154606,Ribeirão das Neves,49254880.1197541
MG,3154705,Ribeirão Vermelho,444610.168002779
MG,3154804,Rio Acima,3518480.36066558
MG,3154903,Rio Casca,1703665.83131
MG,3155009,Rio Doce,4011283.45813661
MG,3155108,Rio do Prado,254645.294698845
MG,3155207,Rio Espera,498141.153572581
MG,3155306,Rio Manso,856403.1859578
MG,3155405,Rio Novo,939262.784860845
MG,3155504,Rio Paranaíba,2981884.86481842
MG,3155603,Rio Pardo de Minas,1239051.4644671
MG,3155702,Rio Piracicaba,2926232.31349069
MG,3155801,Rio Pomba,2658523.57197967
MG,3155900,Rio Preto,578031.834381764
MG,3156007,Rio Vermelho,559144.562218625
MG,3156106,Ritápolis,370395.97546321
MG,3156205,Rochedo de Minas,84773.4731249727
MG,3156304,Rodeiro,1377031.8615905
MG,3156403,Romaria,387612.042624038
MG,3156452,Rosário da Limeira,294921.95035572
MG,3156502,Rubelita,383247.398703686
MG,3156601,Rubim,468138.137675663
MG,3156700,Sabará,30660798.0397923
MG,3156809,Sabinópolis,1668631.49615926
MG,3156908,Sacramento,9761787.13216481
MG,3157005,Salinas,4853186.72228339
MG,3157104,Salto da Divisa,425197.810032664
MG,3157203,Santa Bárbara,11873816.5067394
MG,3157252,Santa Bárbara do Leste,236229.130562508
MG,3157278,Santa Bárbara do Monte Verde,166779.678092192
MG,3157302,Santa Bárbara do Tugúrio,245865.36956642
MG,3157336,Santa Cruz de Minas,311191.51729505
MG,3157377,Santa Cruz de Salinas,125186.035716931
MG,3157401,Santa Cruz do Escalvado,1841538.58743287
MG,3157500,Santa Efigênia de Minas,238126.982748717
MG,3157609,Santa Fé de Minas,607937.712840615
MG,3157658,Santa Helena de Minas,135675.2754569
MG,3157708,Santa Juliana,4485959.00693847
MG,3157807,Santa Luzia,47799248.7564916
MG,3157906,Santa Margarida,835376.264266579
MG,3158003,Santa Maria de Itabira,797326.76793429
MG,3158102,Santa Maria do Salto,322045.061747746
MG,3158201,Santa Maria do Suaçuí,677960.802741299
MG,3158300,Santana da Vargem,992497.321740302
MG,3158409,Santana de Cataguases,240690.405889924
MG,3158508,Santana de Pirapama,565642.882449731
MG,3158607,Santana do Deserto,376744.743017758
MG,3158706,Santana do Garambéu,198608.344440731
MG,3158805,Santana do Jacaré,262601.627018649
MG,3158904,Santana do Manhuaçu,241818.236167404
MG,3158953,Santana do Paraíso,8002356.43115887
MG,3159001,Santana do Riacho,1573323.91407222
MG,3159100,Santana dos Montes,166433.74777553
MG,3159209,Santa Rita de Caldas,1185598.06575912
MG,3159308,Santa Rita de Jacutinga,634411.767667853
MG,3159357,Santa Rita de Minas,269855.937055498
MG,3159407,Santa Rita de Ibitipoca,181332.251061574
MG,3159506,Santa Rita do Itueto,248712.655586301
MG,3159605,Santa Rita do Sapucaí,13519280.2144697
MG,3159704,Santa Rosa da Serra,303062.939543445
MG,3159803,Santa Vitória,7358755.31824653
MG,3159902,Santo Antônio do Amparo,3492858.78002863
MG,3160009,Santo Antônio do Aventureiro,361746.394343948
MG,3160108,Santo Antônio do Grama,1919496.23322453
MG,3160207,Santo Antônio do Itambé,228795.398343329
MG,3160306,Santo Antônio do Jacinto,611160.5422483
MG,3160405,Santo Antônio do Monte,5860910.66054826
MG,3160454,Santo Antônio do Retiro,69149.7419314705
MG,3160504,Santo Antônio do Rio Abaixo,111264.247490125
MG,3160603,Santo Hipólito,726973.529789641
MG,3160702,Santos Dumont,8661318.17846243
MG,3160801,São Bento Abade,544373.209479811
MG,3160900,São Brás do Suaçuí,774718.098692388
MG,3160959,São Domingos das Dores,111518.158803948
MG,3161007,São Domingos do Prata,1864981.15411639
MG,3161056,São Félix de Minas,375320.094784066
MG,3161106,São Francisco,3193127.38449972
MG,3161205,São Francisco de Paula,653315.769626292
MG,3161304,São Francisco de Sales,2168562.29676132
MG,3161403,São Francisco do Glória,392563.200412344
MG,3161502,São Geraldo,818449.952852237
MG,3161601,São Geraldo da Piedade,158215.151211203
MG,3161650,São Geraldo do Baixio,108671.713889654
MG,3161700,São Gonçalo do Abaeté,2094763.26163129
MG,3161809,São Gonçalo do Pará,1209443.9015427
MG,3161908,São Gonçalo do Rio Abaixo,12560143.2140638
MG,3162005,São Gonçalo do Sapucaí,4347060.4097194
MG,3162104,São Gotardo,8792981.14947184
MG,3162203,São João Batista do Glória,1854031.42616245
MG,3162252,São João da Lagoa,218890.09786762
MG,3162302,São João da Mata,196293.679986837
MG,3162401,São João da Ponte,548919.12875009
MG,3162450,São João das Missões,288731.115761459
MG,3162500,São João del Rei,29714968.466654
MG,3162559,São João do Manhuaçu,319388.768240726
MG,3162575,São João do Manteninha,196516.412268708
MG,3162609,São João do Oriente,492100.523357906
MG,3162658,São João do Pacuí,82998.3710677337
MG,3162708,São João do Paraíso,1138346.02572265
MG,3162807,São João Evangelista,1311065.60857526
MG,3162906,São João Nepomuceno,4002970.43208392
MG,3162922,São Joaquim de Bicas,7121852.56468162
MG,3162948,São José da Barra,2080547.61299435
MG,3162955,São José da Lapa,5666746.78983795
MG,3163003,São José da Safira,146582.599380323
MG,3163102,São José da Varginha,277766.812063119
MG,3163201,São José do Alegre,267722.236810845
MG,3163300,São José do Divino,219757.041809326
MG,3163409,São José do Goiabal,487612.453671656
MG,3163508,São José do Jacuri,498982.36173476
MG,3163607,São José do Mantimento,62249.6501785443
MG,3163706,São Lourenço,12137430.4504919
MG,3163805,São Miguel do Anta,427708.048631486
MG,3163904,São Pedro da União,641216.783717143
MG,3164001,São Pedro dos Ferros,344936.75555783
MG,3164100,São Pedro do Suaçuí,376110.277583451
MG,3164209,São Romão,682194.124777764
MG,3164308,São Roque de Minas,1396626.48303866
MG,3164407,São Sebastião da Bela Vista,1882069.09627839
MG,3164431,São Sebastião da Vargem Alegre,236866.052640577
MG,3164472,São Sebastião do Anta,360524.247409338
MG,3164506,São Sebastião do Maranhão,185713.057201911
MG,3164605,São Sebastião do Oeste,1459365.19508727
MG,3164704,São Sebastião do Paraíso,24359569.6910374
MG,3164803,São Sebastião do Rio Preto,65014.9591757196
MG,3164902,São Sebastião do Rio Verde,362386.0346291
MG,3165008,São Tiago,1302702.33330192
MG,3165107,São Tomás de Aquino,1127553.58451373
MG,3165206,São Thomé das Letras,423984.556251042
MG,3165305,São Vicente de Minas,954213.652098456
MG,3165404,Sapucaí-Mirim,2282664.43450646
MG,3165503,Sardoá,422661.58947707
MG,3165537,Sarzedo,15370235.1670159
MG,3165552,Setubinha,376198.342364288
MG,3165560,Sem-Peixe,196720.113681862
MG,3165578,Senador Amaral,438293.27014412
MG,3165602,Senador Cortes,90530.6562441403
MG,3165701,Senador Firmino,606649.159594068
MG,3165800,Senador José Bento,88901.9373314259
MG,3165909,Senador Modestino Gonçalves,191678.383182034
MG,3166006,Senhora de Oliveira,250330.552957605
MG,3166105,Senhora do Porto,135800.846366806
MG,3166204,Senhora dos Remédios,293318.854391294
MG,3166303,Sericita,377298.313583501
MG,3166402,Seritinga,239045.870089195
MG,3166501,Serra Azul de Minas,86111.5079978382
MG,3166600,Serra da Saudade,172025.745963058
MG,3166709,Serra dos Aimorés,498545.089402682
MG,3166808,Serra do Salitre,20160011.1065326
MG,3166907,Serrania,917301.005080354
MG,3166956,Serranópolis de Minas,98089.4670187349
MG,3167004,Serranos,103656.314097695
MG,3167103,Serro,1656913.57723985
MG,3167202,Sete Lagoas,114936487.219504
MG,3167301,Silveirânia,103593.405554119
MG,3167400,Silvianópolis,643717.58552156
MG,3167509,Simão Pereira,1413421.96663317
MG,3167608,Simonésia,756734.430365743
MG,3167707,Sobrália,348362.117036753
MG,3167806,Soledade de Minas,691158.843543248
MG,3167905,Tabuleiro,327801.403761325
MG,3168002,Taiobeiras,3333468.08289345
MG,3168051,Taparuba,196305.417854661
MG,3168101,Tapira,7038668.96062283
MG,3168200,Tapiraí,376234.561191512
MG,3168309,Taquaraçu de Minas,870194.896863458
MG,3168408,Tarumirim,1422157.69953092
MG,3168507,Teixeiras,1137149.70688404
MG,3168606,Teófilo Otoni,27505009.9479917
MG,3168705,Timóteo,38948444.6647804
MG,3168804,Tiradentes,3684288.49000156
MG,3168903,Tiros,1492722.69393122
MG,3169000,Tocantins,2313995.91513584
MG,3169059,Tocos do Moji,191981.478658003
MG,3169109,Toledo,768057.681002594
MG,3169208,Tombos,1342978.05040804
MG,3169307,Três Corações,26231129.5388365
MG,3169356,Três Marias,11664844.2951592
MG,3169406,Três Pontas,14251685.5597001
MG,3169505,Tumiritinga,516199.864929521
MG,3169604,Tupaciguara,4383836.37707939
MG,3169703,Turmalina,3214990.57029345
MG,3169802,Turvolândia,396212.070315287
MG,3169901,Ubá,33898884.1489124
MG,3170008,Ubaí,368875.195015203
MG,3170057,Ubaporanga,532716.686139663
MG,3170107,Uberaba,171184107.02318
MG,3170206,Uberlândia,448348961.991491
MG,3170305,Umburatiba,460535.097055984
MG,3170404,Unaí,33498163.7423863
MG,3170438,União de Minas,786153.390748035
MG,3170479,Uruana de Minas,269222.307598087
MG,3170503,Urucânia,897370.546582599
MG,3170529,Urucuia,940339.112807118
MG,3170578,Vargem Alegre,400626.520679156
MG,3170602,Vargem Bonita,209059.337810331
MG,3170651,Vargem Grande do Rio Pardo,101887.079264804
MG,3170701,Varginha,95675290.44294
MG,3170750,Varjão de Minas,604074.549064711
MG,3170800,Várzea da Palma,4181420.28609599
MG,3170909,Varzelândia,626263.700884324
MG,3171006,Vazante,9358172.10178601
MG,3171030,Verdelândia,352961.990153308
MG,3171071,Veredinha,573308.667494822
MG,3171105,Veríssimo,1140883.07712645
MG,3171154,Vermelho Novo,143595.874465713
MG,3171204,Vespasiano,47128527.4247697
MG,3171303,Viçosa,33309636.510004
MG,3171402,Vieiras,206595.247187629
MG,3171501,Mathias Lobato,281683.440749936
MG,3171600,Virgem da Lapa,1000739.29488555
MG,3171709,Virgínia,985173.111042283
MG,3171808,Virginópolis,927178.323409173
MG,3171907,Virgolândia,294019.679979305
MG,3172004,Visconde do Rio Branco,8257732.68422439
MG,3172103,Volta Grande,742203.668016475
MG,3172202,Wenceslau Braz,189193.398265632
MS,5000203,Água Clara,9533532.49975133
MS,5000252,Alcinópolis,4617558.16162571
MS,5000609,Amambaí,11538156.8893862
MS,5000708,Anastácio,4290701.58271297
MS,5000807,Anaurilândia,3552468.70921555
MS,5000856,Angélica,3913985.68688159
MS,5000906,Antônio João,1511475.34817068
MS,5001003,Aparecida do Taboado,13289767.7291636
MS,5001102,Aquidauana,13310745.3846336
MS,5001243,Aral Moreira,1422351.040985
MS,5001508,Bandeirantes,3128984.85012855
MS,5001904,Bataguassu,7211591.26872742
MS,5002001,Batayporã,3069759.5352771
MS,5002100,Bela Vista,3305501.11180516
MS,5002159,Bodoquena,2971376.35828988
MS,5002209,Bonito,15408996.372646
MS,5002308,Brasilândia,11145047.011371
MS,5002407,Caarapó,11957133.359361
MS,5002605,Camapuã,5919578.89338909
MS,5002704,Campo Grande,926685476.974249
MS,5002803,Caracol,844011.987658404
MS,5002902,Cassilândia,7336505.39483859
MS,5002951,Chapadão do Sul,23758264.6035014
MS,5003108,Corguinho,1005628.85707559
MS,5003157,Coronel Sapucaia,1438587.89712285
MS,5003207,Corumbá,47852799.1798064
MS,5003256,Costa Rica,13049195.6729844
MS,5003306,Coxim,14386371.2094689
MS,5003454,Deodápolis,2090183.72890963
MS,5003488,Dois Irmãos do Buriti,2540434.53562066
MS,5003504,Douradina,1239947.01283706
MS,5003702,Dourados,169825413.16958
MS,5003751,Eldorado,4241708.59429292
MS,5003801,Fátima do Sul,4371655.31157369
MS,5003900,Figueirão,2360105.99705624
MS,5004007,Glória de Dourados,1807464.38114946
MS,5004106,Guia Lopes da Laguna,2560321.26688522
MS,5004304,Iguatemi,3581137.55727383
MS,5004403,Inocência,5785234.83506301
MS,5004502,Itaporã,5077105.8725227
MS,5004601,Itaquiraí,5125016.67261038
MS,5004700,Ivinhema,14893623.1367151
MS,5004809,Japorã,778435.877709262
MS,5004908,Jaraguari,3374442.85447907
MS,5005004,Jardim,9431589.87674554
MS,5005103,Jateí,2115685.82468525
MS,5005152,Juti,2653605.57973692
MS,5005202,Ladário,3658797.36962814
MS,5005251,Laguna Carapã,2541868.20009597
MS,5005400,Maracaju,26518358.4844658
MS,5005608,Miranda,7113717.92994404
MS,5005681,Mundo Novo,3780932.94274824
MS,5005707,Naviraí,27319726.603429
MS,5005806,Nioaque,2693533.49797271
MS,5006002,Nova Alvorada do Sul,14375818.8355228
MS,5006200,Nova Andradina,20258293.5970265
MS,5006259,Novo Horizonte do Sul,854366.951387541
MS,5006275,Paraíso das Águas,
MS,5006309,Paranaíba,16849031.8227437
MS,5006358,Paranhos,1470347.03891434
MS,5006408,Pedro Gomes,2237559.364352
MS,5006606,Ponta Porã,36760501.4284199
MS,5006903,Porto Murtinho,4566363.47675437
MS,5007109,Ribas do Rio Pardo,18631148.9672814
MS,5007208,Rio Brilhante,16946059.7461274
MS,5007307,Rio Negro,1364551.3983962
MS,5007406,Rio Verde de Mato Grosso,9787214.63623508
MS,5007505,Rochedo,1318464.98197307
MS,5007554,Santa Rita do Pardo,2841035.60013662
MS,5007695,São Gabriel do Oeste,16683270.0670464
MS,5007703,Sete Quedas,2176983.82885404
MS,5007802,Selvíria,2317700.74420386
MS,5007901,Sidrolândia,18491826.3400146
MS,5007935,Sonora,5010959.94089049
MS,5007950,Tacuru,517113.090193354
MS,5007976,Taquarussu,557528.254742031
MS,5008008,Terenos,9207233.00626833
MS,5008305,Três Lagoas,130116677.141474
MS,5008404,Vicentina,1150750.73812708
MT,5100102,Acorizal,1442158.0415942
MT,5100201,Água Boa,14712881.5264095
MT,5100250,Alta Floresta,21861206.9081939
MT,5100300,Alto Araguaia,3974715.93110174
MT,5100359,Alto Boa Vista,222585.259350077
MT,5100409,Alto Garças,1773997.26504876
MT,5100508,Alto Paraguai,1112477.84044928
MT,5100607,Alto Taquari,5051349.21921799
MT,5100805,Apiacás,1763575.6078009
MT,5101001,Araguaiana,1698192.89059276
MT,5101209,Araguainha,33265.2336638611
MT,5101258,Araputanga,2982851.50028712
MT,5101308,Arenápolis,1665459.15018251
MT,5101407,Aripuanã,12002368.8025912
MT,5101605,Barão de Melgaço,1688209.05444709
MT,5101704,Barra do Bugres,11388793.8923951
MT,5101803,Barra do Garças,20677006.267568
MT,5101852,Bom Jesus do Araguaia,1180330.09019486
MT,5101902,Brasnorte,6450070.61932777
MT,5102504,Cáceres,29207783.4688464
MT,5102603,Campinápolis,1943061.30385977
MT,5102637,Campo Novo do Parecis,11258866.3735203
MT,5102678,Campo Verde,35578464.6276556
MT,5102686,Campos de Júlio,6919342.35193141
MT,5102694,Canabrava do Norte,1075177.43691671
MT,5102702,Canarana,13929381.300666
MT,5102793,Carlinda,1553977.95215665
MT,5102850,Castanheira,1020427.17135146
MT,5103007,Chapada dos Guimarães,9141837.33398266
MT,5103056,Cláudia,6713385.68168
MT,5103106,Cocalinho,4022675.81277772
MT,5103205,Colíder,12929597.1769116
MT,5103254,Colniza,1830868.15685171
MT,5103304,Comodoro,10417726.3511506
MT,5103353,Confresa,8901911.28450569
MT,5103361,Conquista D'Oeste,2036166.05092575
MT,5103379,Cotriguaçu,1684478.44856999
MT,5103403,Cuiabá,622443574.323905
MT,5103437,Curvelândia,572122.722291794
MT,5103452,Denise,841530.654371142
MT,5103502,Diamantino,11600952.9846669
MT,5103601,Dom Aquino,1520676.93047575
MT,5103700,Feliz Natal,3730321.31329647
MT,5103809,Figueirópolis D'Oeste,772959.921320768
MT,5103858,Gaúcha do Norte,4365833.34964771
MT,5103908,General Carneiro,2484046.05793269
MT,5103957,Glória D'Oeste,761290.589925604
MT,5104104,Guarantã do Norte,9968157.58362657
MT,5104203,Guiratinga,4693201.56180671
MT,5104500,Indiavaí,771160.129737296
MT,5104526,Ipiranga do Norte,4766200.27984075
MT,5104542,Itanhangá,3629981.99824107
MT,5104559,Itaúba,3560131.94017172
MT,5104609,Itiquira,9138446.73820139
MT,5104807,Jaciara,9493027.3922431
MT,5104906,Jangada,1914829.45118416
MT,5105002,Jauru,2134941.39168397
MT,5105101,Juara,11562479.2473864
MT,5105150,Juína,11896345.2634882
MT,5105176,Juruena,1548414.72080599
MT,5105200,Juscimeira,3449960.70939362
MT,5105234,Lambari D'Oeste,1665803.94534854
MT,5105259,Lucas do Rio Verde,59938915.0947188
MT,5105309,Luciára,457088.933599828
MT,5105507,Vila Bela da Santíssima Trindade,4724803.61345307
MT,5105580,Marcelândia,2974428.68944037
MT,5105606,Matupá,8676806.5685866
MT,5105622,Mirassol d'Oeste,8135970.19613876
MT,5105903,Nobres,5926851.01024669
MT,5106000,Nortelândia,908144.175747019
MT,5106109,Nossa Senhora do Livramento,1534827.28059836
MT,5106158,Nova Bandeirantes,1776435.16172873
MT,5106174,Nova Nazaré,799896.262823515
MT,5106182,Nova Lacerda,2058855.20240721
MT,5106190,Nova Santa Helena,1267893.77687646
MT,5106208,Nova Brasilândia,1552550.03865533
MT,5106216,Nova Canaã do Norte,5146302.03937969
MT,5106224,Nova Mutum,36153595.3726129
MT,5106232,Nova Olímpia,5217279.86276308
MT,5106240,Nova Ubiratã,6540459.28942652
MT,5106257,Nova Xavantina,9656542.78678245
MT,5106265,Novo Mundo,347185.553922076
MT,5106273,Novo Horizonte do Norte,367475.323495518
MT,5106281,Novo São Joaquim,2474116.34488015
MT,5106299,Paranaíta,4566044.19512452
MT,5106307,Paranatinga,9360801.29528127
MT,5106315,Novo Santo Antônio,587854.203897941
MT,5106372,Pedra Preta,3768697.30282445
MT,5106422,Peixoto de Azevedo,4922019.22380466
MT,5106455,Planalto da Serra,898523.804918048
MT,5106505,Poconé,5648202.52463669
MT,5106653,Pontal do Araguaia,1287074.94193145
MT,5106703,Ponte Branca,279516.362973766
MT,5106752,Pontes e Lacerda,19389327.4460155
MT,5106778,Porto Alegre do Norte,5188992.31248571
MT,5106802,Porto dos Gaúchos,3768056.53764605
MT,5106828,Porto Esperidião,1934447.23380815
MT,5106851,Porto Estrela,325986.267129559
MT,5107008,Poxoréo,4773433.86995945
MT,5107040,Primavera do Leste,26898988.6019176
MT,5107065,Querência,12959019.6760918
MT,5107107,São José dos Quatro Marcos,3329425.61147602
MT,5107156,Reserva do Cabaçal,452479.900638269
MT,5107180,Ribeirão Cascalheira,2310920.4228095
MT,5107198,Ribeirãozinho,763264.480108474
MT,5107206,Rio Branco,1099916.60889417
MT,5107248,Santa Carmem,2904359.26009238
MT,5107263,Santo Afonso,914402.91423146
MT,5107297,São José do Povo,229757.941115318
MT,5107305,São José do Rio Claro,3142102.63714851
MT,5107354,São José do Xingu,3129927.26107247
MT,5107404,São Pedro da Cipa,774491.938734288
MT,5107578,Rondolândia,711816.61219766
MT,5107602,Rondonópolis,162511589.896494
MT,5107701,Rosário Oeste,4540632.4395597
MT,5107743,Santa Cruz do Xingu,835959.088894979
MT,5107750,Salto do Céu,1441922.77820672
MT,5107768,Santa Rita do Trivelato,2645143.30360053
MT,5107776,Santa Terezinha,833344.342926807
MT,5107792,Santo Antônio do Leste,8488556.02233246
MT,5107800,Santo Antônio do Leverger,7999048.47571122
MT,5107859,São Félix do Araguaia,2399301.22342726
MT,5107875,Sapezal,17939132.113979
MT,5107883,Serra Nova Dourada,383850.874867669
MT,5107909,Sinop,143847352.953423
MT,5107925,Sorriso,87979984.5713745
MT,5107941,Tabaporã,4304427.66173927
MT,5107958,Tangará da Serra,50066612.8649032
MT,5108006,Tapurah,8147024.84175746
MT,5108055,Terra Nova do Norte,1031027.3891613
MT,5108105,Tesouro,2138027.11746162
MT,5108204,Torixoréu,3131130.99941973
MT,5108303,União do Sul,806184.8434607
MT,5108352,Vale de São Domingos,301326.856579597
