UF,COD,MUN,POUPANCA
CE,2308708,Morada Nova,61564.9654912011
CE,2308807,Moraújo,
CE,2308906,Morrinhos,
CE,2309003,Mucambo,
CE,2309102,Mulungu,
CE,2309201,Nova Olinda,
CE,2309300,Nova Russas,34461.0003470456
CE,2309409,Novo Oriente,8030.691116773
CE,2309458,Ocara,
CE,2309508,Orós,
CE,2309607,Pacajus,74992.657928273
CE,2309706,Pacatuba,26553.7910179099
CE,2309805,Pacoti,
CE,2309904,Pacujá,
CE,2310001,Palhano,
CE,2310100,Palmácia,
CE,2310209,Paracuru,14640.22355301
CE,2310258,Paraipaba,5237.4040161092
CE,2310298,Cococi,
CE,2310308,Parambu,29581.8681356178
CE,2310407,Paramoti,
CE,2310506,Pedra Branca,19599.9747961353
CE,2310605,Penaforte,
CE,2310704,Pentecoste,28824.768021454
CE,2310803,Pereiro,
CE,2310852,Pindoretama,
CE,2310902,Piquet Carneiro,
CE,2310951,Pires Ferreira,
CE,2311009,Poranga,
CE,2311108,Porteiras,
CE,2311207,Potengi,
CE,2311231,Potiretama,
CE,2311264,Quiterianópolis,
CE,2311306,Quixadá,73679.1116123421
CE,2311355,Quixelô,
CE,2311405,Quixeramobim,49625.6682967495
CE,2311504,Quixeré,14582.3257547856
CE,2311603,Redenção,36422.3074587799
CE,2311702,Reriutaba,
CE,2311801,Russas,69560.4266638566
CE,2311900,Saboeiro,
CE,2311959,Salitre,
CE,2312007,Santana do Acaraú,16347.2685549892
CE,2312106,Santana do Cariri,4767.3601940859
CE,2312205,Santa Quitéria,47388.1544678108
CE,2312304,São Benedito,69150.4355038138
CE,2312403,São Gonçalo do Amarante,41550.893699188
CE,2312502,São João do Jaguaribe,
CE,2312601,São Luís do Curu,
CE,2312700,Senador Pompeu,52251.9208598983
CE,2312809,Senador Sá,
CE,2312908,Sobral,336272.533260824
CE,2313005,Solonópole,19257.4477167867
CE,2313104,Tabuleiro do Norte,38228.3961244911
CE,2313203,Tamboril,17385.1095697289
CE,2313252,Tarrafas,
CE,2313302,Tauá,83848.5301653651
CE,2313351,Tejuçuoca,
CE,2313401,Tianguá,119048.099673343
CE,2313500,Trairi,31120.5515540369
CE,2313559,Tururu,
CE,2313609,Ubajara,36476.0534799115
CE,2313708,Umari,
CE,2313757,Umirim,
CE,2313807,Uruburetama,7682.1326065862
CE,2313906,Uruoca,
CE,2313955,Varjota,20184.7216877447
CE,2314003,Várzea Alegre,59611.4675182118
CE,2314102,Viçosa do Ceará,36244.7755626382
CE,2399919,Entre Rios,
CE,2399929,Mecejana,
CE,2399939,Vertentes,
DF,5300108,Brasília,12742914.5826624
ES,3200102,Afonso Cláudio,62468.5530247375
ES,3200136,Águia Branca,5601.9102682343
ES,3200169,Água Doce do Norte,9302.5013314183
ES,3200201,Alegre,80980.2664945264
ES,3200300,Alfredo Chaves,33873.8312573136
ES,3200359,Alto Rio Novo,14679.649027799
ES,3200409,Anchieta,48298.6275020437
ES,3200508,Apiacá,7272.8738814526
ES,3200607,Aracruz,207326.458299538
ES,3200706,Atilio Vivacqua,10452.3571958623
ES,3200805,Baixo Guandu,129220.113251125
ES,3200904,Barra de São Francisco,92866.1431944727
ES,3201001,Boa Esperança,16282.9468563248
ES,3201100,Bom Jesus do Norte,9893.5102352261
ES,3201159,Brejetuba,6482.2147723459
ES,3201209,Cachoeiro de Itapemirim,415763.305422831
ES,3201308,Cariacica,525719.84195585
ES,3201407,Castelo,131505.160968077
ES,3201506,Colatina,372829.161581319
ES,3201605,Conceição da Barra,48326.7553652496
ES,3201704,Conceição do Castelo,21548.5968703027
ES,3201803,Divino de São Lourenço,
ES,3201902,Domingos Martins,88772.7228749962
ES,3202009,Dores do Rio Preto,7068.0143750613
ES,3202108,Ecoporanga,27754.7007457818
ES,3202207,Fundão,13268.2032042218
ES,3202256,Governador Lindenberg,
ES,3202306,Guaçuí,67401.732719455
ES,3202405,Guarapari,211525.607829587
ES,3202454,Ibatiba,27188.8475245717
ES,3202504,Ibiraçu,15068.4306405164
ES,3202553,Ibitirama,6617.6360365674
ES,3202603,Iconha,46060.285855394
ES,3202652,Irupi,5723.0726786593
ES,3202702,Itaguaçu,36085.2206994198
ES,3202801,Itapemirim,34597.7880355331
ES,3202900,Itarana,26778.494959968
ES,3203007,Iúna,45669.2294941146
ES,3203056,Jaguaré,21573.7149248227
ES,3203106,Jerônimo Monteiro,16568.7312319294
ES,3203130,João Neiva,65264.0304295563
ES,3203163,Laranja da Terra,14904.8740749806
ES,3203205,Linhares,296089.47094279
ES,3203304,Mantenópolis,20409.8452266234
ES,3203320,Marataízes,56162.0464993688
ES,3203346,Marechal Floriano,57796.6736404616
ES,3203353,Marilândia,3208.8305898569
ES,3203403,Mimoso do Sul,52064.8231188226
ES,3203502,Montanha,38983.1532345099
ES,3203601,Mucurici,3295.5042417893
ES,3203700,Muniz Freire,21775.8057047472
ES,3203809,Muqui,37804.0537906005
ES,3203908,Nova Venécia,101921.349298488
ES,3204005,Pancas,26602.9591020913
ES,3204054,Pedro Canário,19592.3472347424
ES,3204104,Pinheiros,30392.6088247883
ES,3204203,Piúma,16719.5095647755
ES,3204252,Ponto Belo,6549.0702407589
ES,3204302,Presidente Kennedy,42751.0429898602
ES,3204351,Rio Bananal,11076.8178983449
ES,3204401,Rio Novo do Sul,10198.3860474062
ES,3204500,Santa Leopoldina,29818.0390156088
ES,3204559,Santa Maria de Jetibá,44735.493557103
ES,3204609,Santa Teresa,98579.920425315
ES,3204658,São Domingos do Norte,
ES,3204708,São Gabriel da Palha,49873.6062642242
ES,3204807,São José do Calçado,21986.6016967107
ES,3204906,São Mateus,208135.801499401
ES,3204955,São Roque do Canaã,28322.1794124444
ES,3205002,Serra,607210.499635095
ES,3205010,Sooretama,9019.3216063599
ES,3205036,Vargem Alta,33499.952113537
ES,3205069,Venda Nova do Imigrante,89021.0695008969
ES,3205101,Viana,82361.7034885449
ES,3205150,Vila Pavão,
ES,3205176,Vila Valério,12346.8692191223
ES,3205200,Vila Velha,994036.351006869
ES,3205309,Vitória,1960226.9811355
ES,3299919,Riacho,
ES,3299929,Ponte do Itabapoana,
GO,5200050,Abadia de Goiás,
GO,5200100,Abadiânia,16604.060059135
GO,5200134,Acreúna,23859.5611445875
GO,5200159,Adelândia,
GO,5200175,Água Fria de Goiás,
GO,5200209,Água Limpa,
GO,5200258,Águas Lindas de Goiás,72366.4666201345
GO,5200308,Alexânia,33040.3115799459
GO,5200506,Aloândia,
GO,5200555,Alto Horizonte,
GO,5200605,Alto Paraíso de Goiás,6823.5933202509
GO,5200803,Alvorada do Norte,30868.0172731088
GO,5200829,Amaralina,
GO,5200852,Americano do Brasil,
GO,5200902,Amorinópolis,
GO,5201108,Anápolis,797010.148024588
GO,5201207,Anhanguera,
GO,5201306,Anicuns,51091.4796921342
GO,5201405,Aparecida de Goiânia,426582.742456323
GO,5201454,Aparecida do Rio Doce,
GO,5201504,Aporé,
GO,5201603,Araçu,
GO,5201702,Aragarças,12847.9741442746
GO,5201801,Aragoiânia,
GO,5202155,Araguapaz,3647.0187437601
GO,5202353,Arenópolis,
GO,5202502,Aruanã,4792.0844663966
GO,5202601,Aurilândia,3984.6423595321
GO,5202809,Avelinópolis,
GO,5203104,Baliza,
GO,5203203,Barro Alto,9595.1847713288
GO,5203302,Bela Vista de Goiás,39788.4282266162
GO,5203401,Bom Jardim de Goiás,5562.5482361346
GO,5203500,Bom Jesus de Goiás,43921.4464099822
GO,5203559,Bonfinópolis,
GO,5203575,Bonópolis,
GO,5203609,Brazabrantes,
GO,5203807,Britânia,7648.5994262548
GO,5203906,Buriti Alegre,19289.9119971879
GO,5203939,Buriti de Goiás,
GO,5203962,Buritinópolis,
GO,5204003,Cabeceiras,8581.479543265
GO,5204102,Cachoeira Alta,5652.6552313958
GO,5204201,Cachoeira de Goiás,
GO,5204250,Cachoeira Dourada,2496.7305939576
GO,5204300,Caçu,17798.0501585189
GO,5204409,Caiapônia,30561.4425094637
GO,5204508,Caldas Novas,151914.30920019
GO,5204557,Caldazinha,
GO,5204607,Campestre de Goiás,
GO,5204656,Campinaçu,
GO,5204706,Campinorte,37236.9811571491
GO,5204805,Campo Alegre de Goiás,4395.9330008654
GO,5204854,Campo Limpo de Goiás,
GO,5204904,Campos Belos,37899.5122860853
GO,5204953,Campos Verdes,3068.9670247794
GO,5205000,Carmo do Rio Verde,6039.761082045
GO,5205059,Castelândia,4993.8960984884
GO,5205109,Catalão,267600.125732094
GO,5205208,Caturaí,
GO,5205307,Cavalcante,7252.9253122683
GO,5205406,Ceres,87725.3177654657
GO,5205455,Cezarina,5053.0833146802
GO,5205471,Chapadão do Céu,15020.7838682701
GO,5205497,Cidade Ocidental,21270.1189048226
GO,5205513,Cocalzinho de Goiás,7318.6878162828
GO,5205521,Colinas do Sul,
GO,5205703,Córrego do Ouro,
GO,5205802,Corumbá de Goiás,21540.254375432
GO,5205901,Corumbaíba,12384.0313212798
GO,5206206,Cristalina,57145.0262142531
GO,5206305,Cristianópolis,
GO,5206404,Crixás,25282.9823226835
GO,5206503,Cromínia,
GO,5206602,Cumari,
GO,5206701,Damianópolis,
GO,5206800,Damolândia,
GO,5206909,Davinópolis,
GO,5207105,Diorama,
GO,5207253,Doverlândia,8208.0484361353
GO,5207352,Edealina,
GO,5207402,Edéia,17413.0790449796
GO,5207501,Estrela do Norte,
GO,5207535,Faina,
GO,5207600,Fazenda Nova,8199.7864478496
GO,5207808,Firminópolis,21975.6641770812
GO,5207907,Flores de Goiás,
GO,5208004,Formosa,191995.728891911
GO,5208103,Formoso,4071.9959420792
GO,5208152,Gameleira de Goiás,
GO,5208301,Divinópolis de Goiás,
GO,5208400,Goianápolis,11805.8334653458
GO,5208509,Goiandira,17743.9440454337
GO,5208608,Goianésia,147794.884378687
GO,5208707,Goiânia,4607473.79599974
GO,5208806,Goianira,25677.2799490807
GO,5208905,Goiás,68522.859984056
GO,5209101,Goiatuba,88758.0190473032
GO,5209150,Gouvelândia,
GO,5209200,Guapó,16747.0922583895
GO,5209291,Guaraíta,
GO,5209408,Guarani de Goiás,
GO,5209457,Guarinos,
GO,5209606,Heitoraí,
GO,5209705,Hidrolândia,32757.9583599911
GO,5209804,Hidrolina,
GO,5209903,Iaciara,
GO,5209937,Inaciolândia,10211.6320058535
GO,5209952,Indiara,16469.112646172
GO,5210000,Inhumas,121627.425648153
GO,5210109,Ipameri,54580.0199107145
GO,5210158,Ipiranga de Goiás,
GO,5210208,Iporá,92672.6443048179
GO,5210307,Israelândia,
GO,5210406,Itaberaí,89397.7908771526
GO,5210562,Itaguari,
GO,5210604,Itaguaru,10940.2170376389
GO,5210802,Itajá,
GO,5210901,Itapaci,38851.4234597322
GO,5211008,Itapirapuã,6957.9820000126
GO,5211206,Itapuranga,80903.0073001453
GO,5211305,Itarumã,9887.3667952262
GO,5211404,Itauçu,16942.6790688248
GO,5211503,Itumbiara,252802.657942362
GO,5211602,Ivolândia,
GO,5211701,Jandaia,4948.9861125963
GO,5211800,Jaraguá,76645.65675957
GO,5211909,Jataí,210810.936435862
GO,5212006,Jaupaci,
GO,5212055,Jesúpolis,
GO,5212105,Joviânia,16300.5672975809
GO,5212204,Jussara,77645.1455748087
GO,5212253,Lagoa Santa,
GO,5212303,Leopoldo de Bulhões,4695.6345148161
GO,5212501,Luziânia,158145.819903809
GO,5212600,Mairipotaba,
GO,5212709,Mambaí,
GO,5212808,Mara Rosa,22427.0064069162
GO,5212907,Marzagão,
GO,5212956,Matrinchã,4769.9215285891
GO,5213004,Maurilândia,9785.5907204979
GO,5213053,Mimoso de Goiás,
GO,5213087,Minaçu,55904.1064637794
GO,5213103,Mineiros,84332.8284658271
GO,5213400,Moiporá,
GO,5213509,Monte Alegre de Goiás,
GO,5213707,Montes Claros de Goiás,
GO,5213756,Montividiu,17483.9904701477
GO,5213772,Montividiu do Norte,
GO,5213806,Morrinhos,104986.984050706
GO,5213855,Morro Agudo de Goiás,
GO,5213905,Mossâmedes,5774.2726790403
GO,5214002,Mozarlândia,26733.072619668
GO,5214051,Mundo Novo,4762.5328617364
GO,5214101,Mutunópolis,
GO,5214408,Nazário,7233.1425691477
GO,5214507,Nerópolis,50319.9938387953
GO,5214606,Niquelândia,76635.3309149722
GO,5214705,Nova América,
GO,5214804,Nova Aurora,
GO,5214838,Nova Crixás,15932.7895903685
GO,5214861,Nova Glória,8219.8321499788
GO,5214879,Nova Iguaçu de Goiás,
GO,5214903,Nova Roma,
GO,5215009,Nova Veneza,10472.7371753335
GO,5215207,Novo Brasil,
GO,5215231,Novo Gama,43637.467307039
GO,5215256,Novo Planalto,
GO,5215306,Orizona,31446.8657447595
GO,5215405,Ouro Verde de Goiás,
GO,5215504,Ouvidor,9416.3695827207
GO,5215603,Padre Bernardo,22934.7041213227
GO,5215652,Palestina de Goiás,
GO,5215702,Palmeiras de Goiás,55443.2268288367
GO,5215801,Palmelo,
GO,5215900,Palminópolis,
GO,5216007,Panamá,
GO,5216304,Paranaiguara,5288.5908904166
GO,5216403,Paraúna,19087.5534453611
GO,5216452,Perolândia,
GO,5216809,Petrolina de Goiás,13135.0807530307
GO,5216908,Pilar de Goiás,
GO,5217104,Piracanjuba,68423.0488825518
GO,5217203,Piranhas,32472.8084112792
GO,5217302,Pirenópolis,47615.4936879202
GO,5217401,Pires do Rio,91096.3739369911
GO,5217609,Planaltina,55167.3749531564
GO,5217708,Pontalina,50390.9503301497
GO,5218003,Porangatu,103869.463831142
GO,5218052,Porteirão,
GO,5218102,Portelândia,
GO,5218300,Posse,60370.2468947301
GO,5218391,Professor Jamil,
GO,5218508,Quirinópolis,83091.6111910176
GO,5218607,Rialma,29697.1662538755
GO,5218706,Rianápolis,
GO,5218789,Rio Quente,
GO,5218805,Rio Verde,318529.91057347
GO,5218904,Rubiataba,48694.0679719193
GO,5219001,Sanclerlândia,21742.3084023504
GO,5219100,Santa Bárbara de Goiás,4573.5379654837
GO,5219209,Santa Cruz de Goiás,
GO,5219258,Santa Fé de Goiás,
GO,5219308,Santa Helena de Goiás,88531.5872764182
GO,5219357,Santa Isabel,
GO,5219407,Santa Rita do Araguaia,5570.9712375902
GO,5219456,Santa Rita do Novo Destino,
GO,5219506,Santa Rosa de Goiás,
GO,5219605,Santa Tereza de Goiás,
GO,5219704,Santa Terezinha de Goiás,18885.3086528391
GO,5219712,Santo Antônio da Barra,
GO,5219738,Santo Antônio de Goiás,
GO,5219753,Santo Antônio do Descoberto,32112.1008448658
GO,5219803,São Domingos,12488.342478364
GO,5219902,São Francisco de Goiás,
GO,5220009,São João d'Aliança,8756.0676986247
GO,5220058,São João da Paraúna,
GO,5220108,São Luís de Montes Belos,103088.980929393
GO,5220157,São Luíz do Norte,
GO,5220207,São Miguel do Araguaia,46176.5841804633
GO,5220264,São Miguel do Passa Quatro,
GO,5220280,São Patrício,
GO,5220405,São Simão,27968.0886997536
GO,5220454,Senador Canedo,60095.6153063626
GO,5220504,Serranópolis,11862.4274069219
GO,5220603,Silvânia,59506.9109035504
GO,5220686,Simolândia,
GO,5220702,Sítio d'Abadia,
GO,5221007,Taquaral de Goiás,
GO,5221080,Teresina de Goiás,
GO,5221197,Terezópolis de Goiás,
GO,5221304,Três Ranchos,
GO,5221403,Trindade,135383.609891564
GO,5221452,Trombas,
GO,5221502,Turvânia,
GO,5221551,Turvelândia,
GO,5221577,Uirapuru,
GO,5221601,Uruaçu,89631.0928349815
GO,5221700,Uruana,28403.3414260549
GO,5221809,Urutaí,
GO,5221858,Valparaíso de Goiás,117827.81761092
GO,5221908,Varjão,
GO,5222005,Vianópolis,28001.4193010152
GO,5222054,Vicentinópolis,12040.228825109
GO,5222203,Vila Boa,
GO,5222302,Vila Propício,
MA,2100055,Açailândia,115718.544646385
MA,2100105,Afonso Cunha,
MA,2100154,Água Doce do Maranhão,
MA,2100204,Alcântara,3194.2300206099
MA,2100303,Aldeias Altas,
MA,2100402,Altamira do Maranhão,
MA,2100436,Alto Alegre do Maranhão,
MA,2100477,Alto Alegre do Pindaré,5024.8600686725
MA,2100501,Alto Parnaíba,3498.2351365718
MA,2100550,Amapá do Maranhão,
MA,2100600,Amarante do Maranhão,10663.179439973
MA,2100709,Anajatuba,10159.3849823316
MA,2100808,Anapurus,
MA,2100832,Apicum-Açu,3305.6257571741
MA,2100873,Araguanã,
MA,2100907,Araioses,13230.6796975034
MA,2100956,Arame,6944.8117352567
MA,2101004,Arari,15420.0505886121
MA,2101103,Axixá,
MA,2101202,Bacabal,132232.046610861
MA,2101251,Bacabeira,
MA,2101301,Bacuri,
MA,2101350,Bacurituba,
MA,2101400,Balsas,155034.477100422
MA,2101509,Barão de Grajaú,
MA,2101608,Barra do Corda,98430.2039918266
MA,2101707,Barreirinhas,43733.8866311144
MA,2101731,Belágua,
MA,2101772,Bela Vista do Maranhão,
MA,2101806,Benedito Leite,
MA,2101905,Bequimão,5566.5302493416
MA,2101939,Bernardo do Mearim,
MA,2101970,Boa Vista do Gurupi,
MA,2102002,Bom Jardim,13358.784925813
MA,2102036,Bom Jesus das Selvas,
MA,2102077,Bom Lugar,
MA,2102101,Brejo,19501.7453865049
MA,2102150,Brejo de Areia,
MA,2102200,Buriti,13335.6563465213
MA,2102309,Buriti Bravo,10089.9406146608
MA,2102325,Buriticupu,36219.9331556646
MA,2102358,Buritirana,
MA,2102374,Cachoeira Grande,
MA,2102408,Cajapió,
MA,2102507,Cajari,
MA,2102556,Campestre do Maranhão,3848.6085452074
MA,2102606,Cândido Mendes,7185.9385831189
MA,2102705,Cantanhede,8789.1038383009
MA,2102754,Capinzal do Norte,
MA,2102804,Carolina,23680.2756050073
MA,2102903,Carutapera,11043.4921099771
MA,2103000,Caxias,183976.406705055
MA,2103109,Cedral,
MA,2103125,Central do Maranhão,
MA,2103158,Centro do Guilherme,
MA,2103174,Centro Novo do Maranhão,
MA,2103208,Chapadinha,85265.3716802805
MA,2103257,Cidelândia,
MA,2103307,Codó,80267.9245413363
MA,2103406,Coelho Neto,35504.2322402297
MA,2103505,Colinas,57381.7146990814
MA,2103554,Conceição do Lago-Açu,
MA,2103604,Coroatá,39836.2018842411
MA,2103703,Cururupu,38875.2862240762
MA,2103752,Davinópolis,
MA,2103802,Dom Pedro,21832.3029509141
MA,2103901,Duque Bacelar,4453.3324458272
MA,2104008,Esperantinópolis,12422.7099224786
MA,2104057,Estreito,36528.2698759282
MA,2104073,Feira Nova do Maranhão,
MA,2104081,Fernando Falcão,
MA,2104099,Formosa da Serra Negra,6128.7738003003
MA,2104107,Fortaleza dos Nogueiras,10664.0851390543
MA,2104206,Fortuna,3580.5745589879
MA,2104305,Godofredo Viana,
MA,2104404,Gonçalves Dias,
MA,2104503,Governador Archer,
MA,2104552,Governador Edison Lobão,
MA,2104602,Governador Eugênio Barros,
MA,2104628,Governador Luiz Rocha,
MA,2104651,Governador Newton Bello,
MA,2104677,Governador Nunes Freire,9485.9189589807
MA,2104701,Graça Aranha,
MA,2104800,Grajaú,48347.3348610402
MA,2104909,Guimarães,
MA,2105005,Humberto de Campos,
MA,2105104,Icatu,4089.5420022513
MA,2105153,Igarapé do Meio,
MA,2105203,Igarapé Grande,
MA,2105302,Imperatriz,411424.809932541
MA,2105351,Itaipava do Grajaú,
MA,2105401,Itapecuru Mirim,43303.9355259568
MA,2105427,Itinga do Maranhão,6421.7867046592
MA,2105450,Jatobá,
MA,2105476,Jenipapo dos Vieiras,
MA,2105500,João Lisboa,12173.7223066484
MA,2105609,Joselândia,
MA,2105658,Junco do Maranhão,
MA,2105708,Lago da Pedra,51562.1837556617
MA,2105807,Lago do Junco,
MA,2105906,Lago Verde,3861.7376815992
MA,2105922,Lagoa do Mato,
MA,2105948,Lago dos Rodrigues,
MA,2105963,Lagoa Grande do Maranhão,
MA,2105989,Lajeado Novo,
MA,2106003,Lima Campos,
MA,2106102,Loreto,5953.6938547148
MA,2106201,Luís Domingues,
MA,2106300,Magalhães de Almeida,
MA,2106326,Maracaçumé,14913.0809337569
MA,2106359,Marajá do Sena,
MA,2106375,Maranhãozinho,
MA,2106409,Mata Roma,5667.4128759907
MA,2106508,Matinha,2713.7409067186
MA,2106607,Matões,
MA,2106631,Matões do Norte,
MA,2106672,Milagres do Maranhão,
MA,2106706,Mirador,
MA,2106755,Miranda do Norte,
MA,2106805,Mirinzal,
MA,2106904,Monção,
MA,2107001,Montes Altos,
MA,2107100,Morros,
MA,2107209,Nina Rodrigues,
MA,2107258,Nova Colinas,
MA,2107308,Nova Iorque,
MA,2107357,Nova Olinda do Maranhão,
MA,2107407,Olho d'Água das Cunhãs,
MA,2107456,Olinda Nova do Maranhão,
MA,2107506,Paço do Lumiar,53104.1543804563
MA,2107605,Palmeirândia,
MA,2107704,Paraibano,
MA,2107803,Parnarama,6206.8691255724
MA,2107902,Passagem Franca,
MA,2108009,Pastos Bons,
MA,2108058,Paulino Neves,
MA,2108108,Paulo Ramos,12058.9015399353
MA,2108207,Pedreiras,103807.99749103
MA,2108256,Pedro do Rosário,
MA,2108306,Penalva,6705.7513689214
MA,2108405,Peri Mirim,
MA,2108454,Peritoró,
MA,2108504,Pindaré-Mirim,12717.9778862891
MA,2108603,Pinheiro,137882.09412896
MA,2108702,Pio XII,
MA,2108801,Pirapemas,
MA,2108900,Poção de Pedras,20050.2533764696
MA,2109007,Porto Franco,18640.6027622307
MA,2109056,Porto Rico do Maranhão,
MA,2109106,Presidente Dutra,146841.141242695
MA,2109205,Presidente Juscelino,
MA,2109239,Presidente Médici,
MA,2109270,Presidente Sarney,2648.5082585435
MA,2109304,Presidente Vargas,
MA,2109403,Primeira Cruz,
MA,2109452,Raposa,
MA,2109502,Riachão,12165.7832197743
MA,2109551,Ribamar Fiquene,
MA,2109601,Rosário,61247.8579285304
MA,2109700,Sambaíba,
MA,2109759,Santa Filomena do Maranhão,
MA,2109809,Santa Helena,30312.0860509642
MA,2109908,Santa Inês,168697.471908946
MA,2110005,Santa Luzia,33384.4820437145
MA,2110039,Santa Luzia do Paruá,32416.8235195201
MA,2110104,Santa Quitéria do Maranhão,8284.0059615469
MA,2110203,Santa Rita,22468.9148973023
MA,2110237,Santana do Maranhão,
MA,2110278,Santo Amaro do Maranhão,
MA,2110302,Santo Antônio dos Lopes,
MA,2110401,São Benedito do Rio Preto,4274.5719491927
MA,2110500,São Bento,43409.6358591681
MA,2110609,São Bernardo,19585.4906114079
MA,2110658,São Domingos do Azeitão,
MA,2110708,São Domingos do Maranhão,58535.7577810169
MA,2110807,São Félix de Balsas,
MA,2110856,São Francisco do Brejão,
MA,2110906,São Francisco do Maranhão,
MA,2111003,São João Batista,
MA,2111029,São João do Carú,
MA,2111052,São João do Paraíso,5272.9818011781
MA,2111078,São João do Soter,
MA,2111102,São João dos Patos,78839.3920701644
MA,2111201,São José de Ribamar,35964.2368035964
MA,2111250,São José dos Basílios,
MA,2111300,São Luís,2135367.51186405
MA,2111409,São Luís Gonzaga do Maranhão,
MA,2111508,São Mateus do Maranhão,26736.4591466675
MA,2111532,São Pedro da Água Branca,
MA,2111573,São Pedro dos Crentes,
MA,2111607,São Raimundo das Mangabeiras,21643.1439787409
MA,2111631,São Raimundo do Doca Bezerra,
MA,2111672,São Roberto,
MA,2111706,São Vicente Ferrer,11409.8697026677
MA,2111722,Satubinha,
MA,2111748,Senador Alexandre Costa,
MA,2111763,Senador La Rocque,7090.7321082481
MA,2111789,Serrano do Maranhão,
MA,2111805,Sítio Novo,4122.874353656
MA,2111904,Sucupira do Norte,
MA,2111953,Sucupira do Riachão,
MA,2112001,Tasso Fragoso,5834.9182020136
MA,2112100,Timbiras,
MA,2112209,Timon,102376.4482106
MA,2112233,Trizidela do Vale,
MA,2112274,Tufilândia,
MA,2112308,Tuntum,22731.8669053437
MA,2112407,Turiaçu,5405.813728606
MA,2112456,Turilândia,
MA,2112506,Tutóia,24194.343402952
MA,2112605,Urbano Santos,9053.4117697495
MA,2112704,Vargem Grande,27103.2033943485
MA,2112803,Viana,66179.4183032963
MA,2112852,Vila Nova dos Martírios,4813.2200701738
MA,2112902,Vitória do Mearim,20021.1883116056
MA,2113009,Vitorino Freire,36137.63617422
MA,2114007,Zé Doca,57284.4561813646
MG,3100104,Abadia dos Dourados,
