UF,COD,MUN,DESP_SAUDE_SANEAMENTO
CE,2305001,Guaraciaba do Norte,28933358.73
CE,2305100,Guaramiranga,9936378.35
CE,2305209,Hidrolândia,21374836.08
CE,2305233,Horizonte,90378183.85
CE,2305266,Ibaretama,13942725.34
CE,2305308,Ibiapina,33672721.24
CE,2305332,Ibicuitinga,17800385.84
CE,2305357,Icapuí,31167056.51
CE,2305407,Icó,73150293.52
CE,2305506,Iguatu,139695014.71
CE,2305605,Independência,23218986.96
CE,2305654,Ipaporanga,13002767.55
CE,2305704,Ipaumirim,14187199.71
CE,2305803,Ipu,53035841.22
CE,2305902,Ipueiras,38587742.07
CE,2306009,Iracema,20314016.95
CE,2306108,Irauçuba,27175323.86
CE,2306207,Itaiçaba,11057845.28
CE,2306256,Itaitinga,44544409.37
CE,2306306,Itapagé,42579022.4
CE,2306405,Itapipoca,134534746.65
CE,2306504,Itapiúna,18906416.77
CE,2306553,Itarema,40718140.14
CE,2306603,Itatira,25821527.56
CE,2306702,Jaguaretama,23930335.48
CE,2306801,Jaguaribara,18933689.91
CE,2306900,Jaguaribe,59709060.36
CE,2307007,Jaguaruana,28734553.63
CE,2307106,Jardim,26540151.49
CE,2307205,Jati,12445486.98
CE,2307254,Jijoca de Jericoacoara,44931069.66
CE,2307304,Juazeiro do Norte,206528290.74
CE,2307403,Jucás,27954710.75
CE,2307502,Lavras da Mangabeira,30356955.54
CE,2307601,Limoeiro do Norte,76131604.85
CE,2307635,Madalena,20837671.65
CE,2307650,Maracanaú,312394193.34
CE,2307700,Maranguape,102190956.98
CE,2307809,Marco,32418853.5
CE,2307908,Martinópole,13809532.75
CE,2308005,Massapê,26854628.35
CE,2308104,Mauriti,43042382.88
CE,2308203,Meruoca,18653498.11
CE,2308302,Milagres,32717577.82
CE,2308351,Milhã,17009755.74
CE,2308377,Miraíma,14086652.54
CE,2308401,Missão Velha,31998376.63
CE,2308500,Mombaça,36554108.55
CE,2308609,Monsenhor Tabosa,18541507.03
CE,2308708,Morada Nova,64807127.48
CE,2308807,Moraújo,10041365.86
CE,2308906,Morrinhos,19003707.01
CE,2309003,Mucambo,18674065.56
CE,2309102,Mulungu,15941236.69
CE,2309201,Nova Olinda,15712709.01
CE,2309300,Nova Russas,39171036.4
CE,2309409,Novo Oriente,36541225.46
CE,2309458,Ocara,28623870.05
CE,2309508,Orós,24806080.79
CE,2309607,Pacajus,51651937.17
CE,2309706,Pacatuba,63205002.69
CE,2309805,Pacoti,12112975.9
CE,2309904,Pacujá,9181737.93
CE,2310001,Palhano,12362865.88
CE,2310100,Palmácia,12792756.71
CE,2310209,Paracuru,43004161.29
CE,2310258,Paraipaba,31338219.21
CE,2310298,Cococi,
CE,2310308,Parambu,19480597.55
CE,2310407,Paramoti,13557546.11
CE,2310506,Pedra Branca,56685810.5
CE,2310605,Penaforte,11617475.42
CE,2310704,Pentecoste,44127762.71
CE,2310803,Pereiro,18283783.5
CE,2310852,Pindoretama,24434327.34
CE,2310902,Piquet Carneiro,18990708.88
CE,2310951,Pires Ferreira,12461909.04
CE,2311009,Poranga,13731433.04
CE,2311108,Porteiras,15756983.96
CE,2311207,Potengi,10753999.23
CE,2311231,Potiretama,9693485.03
CE,2311264,Quiterianópolis,20743413.99
CE,2311306,Quixadá,94885311
CE,2311355,Quixelô,18763193.12
CE,2311405,Quixeramobim,95491789.34
CE,2311504,Quixeré,31690407.78
CE,2311603,Redenção,32737508.06
CE,2311702,Reriutaba,23203546.18
CE,2311801,Russas,71953470.94
CE,2311900,Saboeiro,17911514.75
CE,2311959,Salitre,17987356.24
CE,2312007,Santana do Acaraú,25234876.8
CE,2312106,Santana do Cariri,10102771.01
CE,2312205,Santa Quitéria,46050370.6
CE,2312304,São Benedito,47023058.31
CE,2312403,São Gonçalo do Amarante,127220548.2
CE,2312502,São João do Jaguaribe,10603833.43
CE,2312601,São Luís do Curu,13534948.11
CE,2312700,Senador Pompeu,35631959.44
CE,2312809,Senador Sá,9152468.36
CE,2312908,Sobral,418796643.8
CE,2313005,Solonópole,23632964.83
CE,2313104,Tabuleiro do Norte,32051811.96
CE,2313203,Tamboril,32378075.12
CE,2313252,Tarrafas,10191013.41
CE,2313302,Tauá,80695546.23
CE,2313351,Tejuçuoca,23164018.79
CE,2313401,Tianguá,97218965.98
CE,2313500,Trairi,55336713.91
CE,2313559,Tururu,16315649.42
CE,2313609,Ubajara,38513625.08
CE,2313708,Umari,9312330.62
CE,2313757,Umirim,20487290.43
CE,2313807,Uruburetama,22148210.91
CE,2313906,Uruoca,14503017.72
CE,2313955,Varjota,27875915.84
CE,2314003,Várzea Alegre,40786508.68
CE,2314102,Viçosa do Ceará,33668788.84
CE,2399919,Entre Rios,
CE,2399929,Mecejana,
CE,2399939,Vertentes,
DF,5300108,Brasília,
ES,3200102,Afonso Cláudio,35638786.33
ES,3200136,Águia Branca,13021651.81
ES,3200169,Água Doce do Norte,12439755.37
ES,3200201,Alegre,29582213.06
ES,3200300,Alfredo Chaves,22935387.99
ES,3200359,Alto Rio Novo,8971525.96
ES,3200409,Anchieta,64279770.12
ES,3200508,Apiacá,10316226.45
ES,3200607,Aracruz,138519807.81
ES,3200706,Atilio Vivacqua,16149578.26
ES,3200805,Baixo Guandu,36970157.18
ES,3200904,Barra de São Francisco,41267371.89
ES,3201001,Boa Esperança,13661191.48
ES,3201100,Bom Jesus do Norte,14418294.04
ES,3201159,Brejetuba,16634888.2
ES,3201209,Cachoeiro de Itapemirim,116752437.21
ES,3201308,Cariacica,159203933.87
ES,3201407,Castelo,40894989.14
ES,3201506,Colatina,232418715.91
ES,3201605,Conceição da Barra,29484651.01
ES,3201704,Conceição do Castelo,12161384.91
ES,3201803,Divino de São Lourenço,7684858.19
ES,3201902,Domingos Martins,37898561.81
ES,3202009,Dores do Rio Preto,8986068.18
ES,3202108,Ecoporanga,25707191.13
ES,3202207,Fundão,20399520.34
ES,3202256,Governador Lindenberg,18779365.7
ES,3202306,Guaçuí,27356599.53
ES,3202405,Guarapari,72535813.5
ES,3202454,Ibatiba,18997347.33
ES,3202504,Ibiraçu,16000941.41
ES,3202553,Ibitirama,10900929.86
ES,3202603,Iconha,19760058.22
ES,3202652,Irupi,13829660.99
ES,3202702,Itaguaçu,17921071.27
ES,3202801,Itapemirim,98722236.64
ES,3202900,Itarana,17349736.06
ES,3203007,Iúna,27511058.48
ES,3203056,Jaguaré,50094534.29
ES,3203106,Jerônimo Monteiro,13205243.64
ES,3203130,João Neiva,20079607.42
ES,3203163,Laranja da Terra,17818137.63
ES,3203205,Linhares,290206701.71
ES,3203304,Mantenópolis,9844915.01
ES,3203320,Marataízes,78412920.02
ES,3203346,Marechal Floriano,17011797.41
ES,3203353,Marilândia,19010985.73
ES,3203403,Mimoso do Sul,31947560.96
ES,3203502,Montanha,28543961.34
ES,3203601,Mucurici,14130456.12
ES,3203700,Muniz Freire,21291971.54
ES,3203809,Muqui,17168565.74
ES,3203908,Nova Venécia,52488672.42
ES,3204005,Pancas,21695990.79
ES,3204054,Pedro Canário,25932756.97
ES,3204104,Pinheiros,27233117.68
ES,3204203,Piúma,26621325.84
ES,3204252,Ponto Belo,11962676.29
ES,3204302,Presidente Kennedy,74461881.3
ES,3204351,Rio Bananal,25451088.1
ES,3204401,Rio Novo do Sul,14275041.45
ES,3204500,Santa Leopoldina,12079702.71
ES,3204559,Santa Maria de Jetibá,47653454.96
ES,3204609,Santa Teresa,37378928.42
ES,3204658,São Domingos do Norte,13438476.91
ES,3204708,São Gabriel da Palha,43145846.04
ES,3204807,São José do Calçado,14554494.32
ES,3204906,São Mateus,93426371.59
ES,3204955,São Roque do Canaã,14302357.06
ES,3205002,Serra,381700408.87
ES,3205010,Sooretama,30858113.02
ES,3205036,Vargem Alta,22115256.25
ES,3205069,Venda Nova do Imigrante,38340122.17
ES,3205101,Viana,65453399.95
ES,3205150,Vila Pavão,9311033.61
ES,3205176,Vila Valério,19029964.67
ES,3205200,Vila Velha,268350182.15
ES,3205309,Vitória,354101177.44
ES,3299919,Riacho,
ES,3299929,Ponte do Itabapoana,
GO,5200050,Abadia de Goiás,16291535.5
GO,5200100,Abadiânia,21944859.28
GO,5200134,Acreúna,28791934.16
GO,5200159,Adelândia,5635978.38
GO,5200175,Água Fria de Goiás,9348227.17
GO,5200209,Água Limpa,5253491.36
GO,5200258,Águas Lindas de Goiás,164925884.56
GO,5200308,Alexânia,36989725.65
GO,5200506,Aloândia,7170802.14
GO,5200555,Alto Horizonte,27897022.29
GO,5200605,Alto Paraíso de Goiás,12805577.98
GO,5200803,Alvorada do Norte,13360737.96
GO,5200829,Amaralina,5496160.71
GO,5200852,Americano do Brasil,8731465.16
GO,5200902,Amorinópolis,6969755.38
GO,5201108,Anápolis,465195364.48
GO,5201207,Anhanguera,4183316.87
GO,5201306,Anicuns,22948781.74
GO,5201405,Aparecida de Goiânia,662923631.14
GO,5201454,Aparecida do Rio Doce,6990752.35
GO,5201504,Aporé,10270421.73
GO,5201603,Araçu,6617314.56
GO,5201702,Aragarças,18993255.99
GO,5201801,Aragoiânia,12074868.39
GO,5202155,Araguapaz,7506768.26
GO,5202353,Arenópolis,8078513.97
GO,5202502,Aruanã,12072280.67
GO,5202601,Aurilândia,5857960.55
GO,5202809,Avelinópolis,6341233.2
GO,5203104,Baliza,6203104.25
GO,5203203,Barro Alto,22835743.15
GO,5203302,Bela Vista de Goiás,39547028.44
GO,5203401,Bom Jardim de Goiás,10919246.66
GO,5203500,Bom Jesus de Goiás,27983012.65
GO,5203559,Bonfinópolis,9562442.01
GO,5203575,Bonópolis,6439801.75
GO,5203609,Brazabrantes,7693616.29
GO,5203807,Britânia,9421151.27
GO,5203906,Buriti Alegre,12580982.72
GO,5203939,Buriti de Goiás,5664736.91
GO,5203962,Buritinópolis,5910236.12
GO,5204003,Cabeceiras,9988302.87
GO,5204102,Cachoeira Alta,17904994
GO,5204201,Cachoeira de Goiás,5606633.16
GO,5204250,Cachoeira Dourada,15365325.8
GO,5204300,Caçu,26165941.98
GO,5204409,Caiapônia,21917817.23
GO,5204508,Caldas Novas,139079242.64
GO,5204557,Caldazinha,8075546.93
GO,5204607,Campestre de Goiás,6092469.38
GO,5204656,Campinaçu,9381181.87
GO,5204706,Campinorte,11588826.27
GO,5204805,Campo Alegre de Goiás,12185305.88
GO,5204854,Campo Limpo de Goiás,7596975
GO,5204904,Campos Belos,23131979.99
GO,5204953,Campos Verdes,8730673.87
GO,5205000,Carmo do Rio Verde,8833455.38
GO,5205059,Castelândia,6234461.48
GO,5205109,Catalão,221900897.38
GO,5205208,Caturaí,8405929.68
GO,5205307,Cavalcante,12829245.08
GO,5205406,Ceres,56659289.16
GO,5205455,Cezarina,8423216.99
GO,5205471,Chapadão do Céu,51059426.67
GO,5205497,Cidade Ocidental,44984100.98
GO,5205513,Cocalzinho de Goiás,21861299.85
GO,5205521,Colinas do Sul,7282434.08
GO,5205703,Córrego do Ouro,4728157.54
GO,5205802,Corumbá de Goiás,15955330.49
GO,5205901,Corumbaíba,14461929.56
GO,5206206,Cristalina,69147761.36
GO,5206305,Cristianópolis,5358639.86
GO,5206404,Crixás,28149356.87
GO,5206503,Cromínia,8547531.35
GO,5206602,Cumari,8857183.18
GO,5206701,Damianópolis,5857823.34
GO,5206800,Damolândia,6772180.67
GO,5206909,Davinópolis,6170607.99
GO,5207105,Diorama,9184199.93
GO,5207253,Doverlândia,13999843.91
GO,5207352,Edealina,9570436.93
GO,5207402,Edéia,26934774.26
GO,5207501,Estrela do Norte,7962496.07
GO,5207535,Faina,10338737.68
GO,5207600,Fazenda Nova,8338873.66
GO,5207808,Firminópolis,15275930.51
GO,5207907,Flores de Goiás,12502813.42
GO,5208004,Formosa,81773139
GO,5208103,Formoso,7610724.09
GO,5208152,Gameleira de Goiás,6974180.22
GO,5208301,Divinópolis de Goiás,7368100.13
GO,5208400,Goianápolis,14965285.67
GO,5208509,Goiandira,8166299.21
GO,5208608,Goianésia,71276333.07
GO,5208707,Goiânia,2144378533.31
GO,5208806,Goianira,35561049.59
GO,5208905,Goiás,40394632.99
GO,5209101,Goiatuba,47869197.08
GO,5209150,Gouvelândia,9883412.73
GO,5209200,Guapó,14624438.75
GO,5209291,Guaraíta,4770501.46
GO,5209408,Guarani de Goiás,8241820.34
GO,5209457,Guarinos,5547172.31
GO,5209606,Heitoraí,
GO,5209705,Hidrolândia,25806745.15
GO,5209804,Hidrolina,6874487.43
GO,5209903,Iaciara,12687315.91
GO,5209937,Inaciolândia,9455923.59
GO,5209952,Indiara,18171542.53
GO,5210000,Inhumas,57587710.91
GO,5210109,Ipameri,41556308.02
GO,5210158,Ipiranga de Goiás,4882027.02
GO,5210208,Iporá,49537064.09
GO,5210307,Israelândia,5460136.65
GO,5210406,Itaberaí,37352917.5
GO,5210562,Itaguari,6718107.37
GO,5210604,Itaguaru,7849615.67
GO,5210802,Itajá,8608818.62
GO,5210901,Itapaci,23030422.48
GO,5211008,Itapirapuã,11196552.55
GO,5211206,Itapuranga,24759014.38
GO,5211305,Itarumã,12081736.17
GO,5211404,Itauçu,11719801.35
GO,5211503,Itumbiara,110981689.64
GO,5211602,Ivolândia,6779513.08
GO,5211701,Jandaia,11065689.01
GO,5211800,Jaraguá,34077399.39
GO,5211909,Jataí,92640457.11
GO,5212006,Jaupaci,6406752.02
GO,5212055,Jesúpolis,3697501.04
GO,5212105,Joviânia,11832882.26
GO,5212204,Jussara,22656234.1
GO,5212253,Lagoa Santa,4809621.87
GO,5212303,Leopoldo de Bulhões,8836350.08
GO,5212501,Luziânia,121493070.52
GO,5212600,Mairipotaba,4988058.44
GO,5212709,Mambaí,9740525.67
GO,5212808,Mara Rosa,13944213.64
GO,5212907,Marzagão,7782204.58
GO,5212956,Matrinchã,8266487.53
GO,5213004,Maurilândia,13679114.94
GO,5213053,Mimoso de Goiás,3837115.02
GO,5213087,Minaçu,34496626.3
GO,5213103,Mineiros,116064655.97
GO,5213400,Moiporá,4388662.23
GO,5213509,Monte Alegre de Goiás,7912135.03
GO,5213707,Montes Claros de Goiás,13825388.72
GO,5213756,Montividiu,18112859.39
GO,5213772,Montividiu do Norte,6877854.35
GO,5213806,Morrinhos,57747341.55
GO,5213855,Morro Agudo de Goiás,5887742.3
GO,5213905,Mossâmedes,6702817.56
GO,5214002,Mozarlândia,25808021.18
GO,5214051,Mundo Novo,9611085.15
GO,5214101,Mutunópolis,6146299
GO,5214408,Nazário,11275158.31
GO,5214507,Nerópolis,67971053.41
GO,5214606,Niquelândia,32720029.44
GO,5214705,Nova América,6615917.03
GO,5214804,Nova Aurora,6180286.73
GO,5214838,Nova Crixás,17107064.16
GO,5214861,Nova Glória,7453095.57
GO,5214879,Nova Iguaçu de Goiás,4296711.86
GO,5214903,Nova Roma,5685886.23
GO,5215009,Nova Veneza,9647218.45
GO,5215207,Novo Brasil,7729265.49
GO,5215231,Novo Gama,59189590.72
GO,5215256,Novo Planalto,5850276.03
GO,5215306,Orizona,17714806.02
GO,5215405,Ouro Verde de Goiás,6780490.43
GO,5215504,Ouvidor,23220573.08
GO,5215603,Padre Bernardo,31712345.98
GO,5215652,Palestina de Goiás,7304317.49
GO,5215702,Palmeiras de Goiás,37433075.13
GO,5215801,Palmelo,7215686.16
GO,5215900,Palminópolis,6337746.92
GO,5216007,Panamá,7013839.76
GO,5216304,Paranaiguara,13025882.13
GO,5216403,Paraúna,20063032.78
GO,5216452,Perolândia,9353708.46
GO,5216809,Petrolina de Goiás,10266755.7
GO,5216908,Pilar de Goiás,6571026.1
GO,5217104,Piracanjuba,29087801.94
GO,5217203,Piranhas,14945560.32
GO,5217302,Pirenópolis,22237941.44
GO,5217401,Pires do Rio,42675078.54
GO,5217609,Planaltina,74129415.26
GO,5217708,Pontalina,23960427.94
GO,5218003,Porangatu,61260568.25
GO,5218052,Porteirão,9783137.24
GO,5218102,Portelândia,8580348.3
GO,5218300,Posse,34751105.12
GO,5218391,Professor Jamil,5745612.41
GO,5218508,Quirinópolis,79035647.15
GO,5218607,Rialma,16976656.1
GO,5218706,Rianápolis,6685558.41
GO,5218789,Rio Quente,14302769.36
GO,5218805,Rio Verde,361951881.45
GO,5218904,Rubiataba,22331890.81
GO,5219001,Sanclerlândia,9034219.19
GO,5219100,Santa Bárbara de Goiás,8430290.26
GO,5219209,Santa Cruz de Goiás,6791924.29
GO,5219258,Santa Fé de Goiás,8427370.26
GO,5219308,Santa Helena de Goiás,58771386.32
GO,5219357,Santa Isabel,6249156.59
GO,5219407,Santa Rita do Araguaia,8133186.5
GO,5219456,Santa Rita do Novo Destino,6958038.4
GO,5219506,Santa Rosa de Goiás,6392334.83
GO,5219605,Santa Tereza de Goiás,8254150.65
GO,5219704,Santa Terezinha de Goiás,10079746.34
GO,5219712,Santo Antônio da Barra,8430060.48
GO,5219738,Santo Antônio de Goiás,9951295.94
GO,5219753,Santo Antônio do Descoberto,34437149.08
GO,5219803,São Domingos,10692018.44
GO,5219902,São Francisco de Goiás,8049087.69
GO,5220009,São João d'Aliança,14726873.57
GO,5220058,São João da Paraúna,6685607.92
GO,5220108,São Luís de Montes Belos,31973476.77
GO,5220157,São Luíz do Norte,8378617.03
GO,5220207,São Miguel do Araguaia,31309119.5
GO,5220264,São Miguel do Passa Quatro,7171269.33
GO,5220280,São Patrício,5379919.8
GO,5220405,São Simão,43470344.65
GO,5220454,Senador Canedo,222422285.98
GO,5220504,Serranópolis,12742511.97
GO,5220603,Silvânia,22593047.37
GO,5220686,Simolândia,
GO,5220702,Sítio d'Abadia,5096065.61
GO,5221007,Taquaral de Goiás,5822546.6
GO,5221080,Teresina de Goiás,6965743.41
GO,5221197,Terezópolis de Goiás,12395393.11
GO,5221304,Três Ranchos,6376256.29
GO,5221403,Trindade,79391885.27
GO,5221452,Trombas,7076940.07
GO,5221502,Turvânia,8738160.04
GO,5221551,Turvelândia,10125692.28
GO,5221577,Uirapuru,5815539.25
GO,5221601,Uruaçu,39610477.57
GO,5221700,Uruana,14527907.4
GO,5221809,Urutaí,5171710.09
GO,5221858,Valparaíso de Goiás,113286558.17
GO,5221908,Varjão,5571632.8
GO,5222005,Vianópolis,14805032.45
GO,5222054,Vicentinópolis,13312186.86
GO,5222203,Vila Boa,7589441.14
GO,5222302,Vila Propício,7387514.92
MA,2100055,Açailândia,134896034.22
MA,2100105,Afonso Cunha,12058143.8
MA,2100154,Água Doce do Maranhão,9519352.49
MA,2100204,Alcântara,11769749.49
MA,2100303,Aldeias Altas,19647758.89
MA,2100402,Altamira do Maranhão,8139019.22
MA,2100436,Alto Alegre do Maranhão,16647788.54
MA,2100477,Alto Alegre do Pindaré,38251373.99
MA,2100501,Alto Parnaíba,15904579.4
MA,2100550,Amapá do Maranhão,6617715.6
MA,2100600,Amarante do Maranhão,39094301.96
MA,2100709,Anajatuba,24520754.42
MA,2100808,Anapurus,13864314.16
MA,2100832,Apicum-Açu,16267822.04
MA,2100873,Araguanã,14928670.72
MA,2100907,Araioses,17625027.33
MA,2100956,Arame,25085090.52
MA,2101004,Arari,24511717.38
MA,2101103,Axixá,12077976.44
MA,2101202,Bacabal,124986079.49
MA,2101251,Bacabeira,15582212.03
MA,2101301,Bacuri,14689126.11
MA,2101350,Bacurituba,7665645.97
MA,2101400,Balsas,130500255.54
MA,2101509,Barão de Grajaú,17308121.09
MA,2101608,Barra do Corda,79021417.89
MA,2101707,Barreirinhas,35973995.39
MA,2101731,Belágua,12519509.7
MA,2101772,Bela Vista do Maranhão,14602449.18
MA,2101806,Benedito Leite,6689465.25
MA,2101905,Bequimão,18451454.63
MA,2101939,Bernardo do Mearim,9509155.82
MA,2101970,Boa Vista do Gurupi,7308774.61
MA,2102002,Bom Jardim,27173654.7
MA,2102036,Bom Jesus das Selvas,33088821.24
MA,2102077,Bom Lugar,18871009.29
MA,2102101,Brejo,27719512.47
MA,2102150,Brejo de Areia,6587733.41
MA,2102200,Buriti,25860691.66
MA,2102309,Buriti Bravo,17994960.34
MA,2102325,Buriticupu,57587980.29
MA,2102358,Buritirana,12518218.39
MA,2102374,Cachoeira Grande,4555747.18
MA,2102408,Cajapió,10142526.8
MA,2102507,Cajari,14913491.19
MA,2102556,Campestre do Maranhão,16222771.96
MA,2102606,Cândido Mendes,16593941.95
MA,2102705,Cantanhede,19166916.2
MA,2102754,Capinzal do Norte,16612058.5
MA,2102804,Carolina,22456306.37
MA,2102903,Carutapera,14100108.09
MA,2103000,Caxias,195018193.27
MA,2103109,Cedral,10882952.71
MA,2103125,Central do Maranhão,7162738.19
MA,2103158,Centro do Guilherme,12565013.35
MA,2103174,Centro Novo do Maranhão,16571770.57
MA,2103208,Chapadinha,63500464.65
MA,2103257,Cidelândia,16980234.07
MA,2103307,Codó,96101364.38
MA,2103406,Coelho Neto,46781496.68
MA,2103505,Colinas,48920100.43
MA,2103554,Conceição do Lago-Açu,12315960.62
MA,2103604,Coroatá,41386408.57
MA,2103703,Cururupu,25095430.97
MA,2103752,Davinópolis,14415590.72
MA,2103802,Dom Pedro,20210967.12
MA,2103901,Duque Bacelar,13754935.69
MA,2104008,Esperantinópolis,19266145.69
MA,2104057,Estreito,31028617.66
MA,2104073,Feira Nova do Maranhão,10685857.75
MA,2104081,Fernando Falcão,13197499.93
MA,2104099,Formosa da Serra Negra,18441273.55
MA,2104107,Fortaleza dos Nogueiras,14581616.15
MA,2104206,Fortuna,20325123.38
MA,2104305,Godofredo Viana,15415296.45
MA,2104404,Gonçalves Dias,21311734.67
MA,2104503,Governador Archer,14520240.58
MA,2104552,Governador Edison Lobão,17472608.34
MA,2104602,Governador Eugênio Barros,16791684.3
MA,2104628,Governador Luiz Rocha,8292202.68
MA,2104651,Governador Newton Bello,9467568.27
MA,2104677,Governador Nunes Freire,30648687.01
MA,2104701,Graça Aranha,7494079.09
MA,2104800,Grajaú,57375365.29
MA,2104909,Guimarães,13296615.02
MA,2105005,Humberto de Campos,19189331.63
MA,2105104,Icatu,23695223.26
MA,2105153,Igarapé do Meio,15655827.49
MA,2105203,Igarapé Grande,16767411.25
MA,2105302,Imperatriz,289313616.25
MA,2105351,Itaipava do Grajaú,17063421.22
MA,2105401,Itapecuru Mirim,43536377.26
MA,2105427,Itinga do Maranhão,25040872.89
MA,2105450,Jatobá,11940817.88
MA,2105476,Jenipapo dos Vieiras,23144257.39
MA,2105500,João Lisboa,20060949.76
MA,2105609,Joselândia,14530004.24
MA,2105658,Junco do Maranhão,8543083.78
MA,2105708,Lago da Pedra,50302353.03
MA,2105807,Lago do Junco,9634397.67
MA,2105906,Lago Verde,11092337.05
MA,2105922,Lagoa do Mato,8669619.83
MA,2105948,Lago dos Rodrigues,10953060.56
MA,2105963,Lagoa Grande do Maranhão,11019536.56
MA,2105989,Lajeado Novo,6319723.99
MA,2106003,Lima Campos,18406665.23
MA,2106102,Loreto,15193839.6
MA,2106201,Luís Domingues,6255754.91
MA,2106300,Magalhães de Almeida,17748242.76
MA,2106326,Maracaçumé,14667502.94
MA,2106359,Marajá do Sena,7894610.6
MA,2106375,Maranhãozinho,15687972.46
MA,2106409,Mata Roma,20999188.38
MA,2106508,Matinha,22703682.6
MA,2106607,Matões,29107807.03
MA,2106631,Matões do Norte,11982665.41
MA,2106672,Milagres do Maranhão,7377999.3
MA,2106706,Mirador,30108381.11
MA,2106755,Miranda do Norte,29319830.18
MA,2106805,Mirinzal,10645148.52
MA,2106904,Monção,49675875.43
MA,2107001,Montes Altos,10655620.27
MA,2107100,Morros,16283635.14
MA,2107209,Nina Rodrigues,17138246.6
MA,2107258,Nova Colinas,7656805.91
MA,2107308,Nova Iorque,3634195.81
MA,2107357,Nova Olinda do Maranhão,16472708.83
MA,2107407,Olho d'Água das Cunhãs,20041057.02
MA,2107456,Olinda Nova do Maranhão,15813407.54
MA,2107506,Paço do Lumiar,74967673.89
MA,2107605,Palmeirândia,20074815.33
MA,2107704,Paraibano,19108156.51
MA,2107803,Parnarama,32324684.13
MA,2107902,Passagem Franca,19329624.83
MA,2108009,Pastos Bons,26977386.17
MA,2108058,Paulino Neves,16260905.15
MA,2108108,Paulo Ramos,20519953.04
MA,2108207,Pedreiras,46970385.25
MA,2108256,Pedro do Rosário,27714840.44
MA,2108306,Penalva,23943303.7
MA,2108405,Peri Mirim,13695204.59
MA,2108454,Peritoró,
MA,2108504,Pindaré-Mirim,24562287.72
MA,2108603,Pinheiro,68457124.94
MA,2108702,Pio XII,20392737.82
MA,2108801,Pirapemas,15818397.5
