UF,COD,MUN,DESP_LEGISLATIVO
CE,2305407,Icó,4465480.56
CE,2305506,Iguatu,6246230.27
CE,2305605,Independência,2916198.83
CE,2305654,Ipaporanga,1682121.9
CE,2305704,Ipaumirim,1569982.61
CE,2305803,Ipu,3138624
CE,2305902,Ipueiras,2981446.11
CE,2306009,Iracema,2289818.8
CE,2306108,Irauçuba,2344595.98
CE,2306207,Itaiçaba,1350249.99
CE,2306256,Itaitinga,5742728.83
CE,2306306,Itapagé,4106202.8
CE,2306405,Itapipoca,6876906.07
CE,2306504,Itapiúna,2002237.47
CE,2306553,Itarema,3610900.57
CE,2306603,Itatira,1658739.85
CE,2306702,Jaguaretama,2275976.36
CE,2306801,Jaguaribara,1660326.12
CE,2306900,Jaguaribe,3451099.48
CE,2307007,Jaguaruana,3132593.95
CE,2307106,Jardim,2395368.97
CE,2307205,Jati,1369623.05
CE,2307254,Jijoca de Jericoacoara,3111392.83
CE,2307304,Juazeiro do Norte,17702160.45
CE,2307403,Jucás,2543086.47
CE,2307502,Lavras da Mangabeira,2686901.23
CE,2307601,Limoeiro do Norte,5380266.96
CE,2307635,Madalena,2056351.76
CE,2307650,Maracanaú,29169013.61
CE,2307700,Maranguape,7258875.91
CE,2307809,Marco,2617951.41
CE,2307908,Martinópole,1627342.84
CE,2308005,Massapê,3129970.48
CE,2308104,Mauriti,3702000
CE,2308203,Meruoca,2158285.65
CE,2308302,Milagres,2535763.96
CE,2308351,Milhã,1845214.28
CE,2308377,Miraíma,1245314.48
CE,2308401,Missão Velha,3059510.02
CE,2308500,Mombaça,3750302.1
CE,2308609,Monsenhor Tabosa,2027176.02
CE,2308708,Morada Nova,6096539.51
CE,2308807,Moraújo,1080828.87
CE,2308906,Morrinhos,2139252.12
CE,2309003,Mucambo,
CE,2309102,Mulungu,1707295.97
CE,2309201,Nova Olinda,1978776.08
CE,2309300,Nova Russas,3247899.96
CE,2309409,Novo Oriente,1943728.95
CE,2309458,Ocara,2576834.53
CE,2309508,Orós,2432190.13
CE,2309607,Pacajus,5409143.28
CE,2309706,Pacatuba,7416878.79
CE,2309805,Pacoti,1677331.56
CE,2309904,Pacujá,1210836.68
CE,2310001,Palhano,1216683.77
CE,2310100,Palmácia,1676077.06
CE,2310209,Paracuru,3635578.3
CE,2310258,Paraipaba,3343958.09
CE,2310298,Cococi,
CE,2310308,Parambu,1139989.93
CE,2310407,Paramoti,1558193.93
CE,2310506,Pedra Branca,3290163.35
CE,2310605,Penaforte,1496396.55
CE,2310704,Pentecoste,3937586.6
CE,2310803,Pereiro,2243499.54
CE,2310852,Pindoretama,2399186.9
CE,2310902,Piquet Carneiro,2309183.41
CE,2310951,Pires Ferreira,1536000
CE,2311009,Poranga,1447935.2
CE,2311108,Porteiras,2016458.9
CE,2311207,Potengi,1424942.82
CE,2311231,Potiretama,1483456.04
CE,2311264,Quiterianópolis,2400000
CE,2311306,Quixadá,6606064.91
CE,2311355,Quixelô,1949727.56
CE,2311405,Quixeramobim,5635342.72
CE,2311504,Quixeré,3379444.55
CE,2311603,Redenção,2825116.14
CE,2311702,Reriutaba,2216600
CE,2311801,Russas,6682531.16
CE,2311900,Saboeiro,1999569.61
CE,2311959,Salitre,2079493.44
CE,2312007,Santana do Acaraú,2765739.8
CE,2312106,Santana do Cariri,2788959.28
CE,2312205,Santa Quitéria,3642924.42
CE,2312304,São Benedito,3431772.72
CE,2312403,São Gonçalo do Amarante,15043022.16
CE,2312502,São João do Jaguaribe,1227606.52
CE,2312601,São Luís do Curu,1515824.26
CE,2312700,Senador Pompeu,3036611.56
CE,2312809,Senador Sá,1343197.76
CE,2312908,Sobral,22036982.49
CE,2313005,Solonópole,2499654.42
CE,2313104,Tabuleiro do Norte,3319631.44
CE,2313203,Tamboril,2854887.1
CE,2313252,Tarrafas,1310124.35
CE,2313302,Tauá,4173575.88
CE,2313351,Tejuçuoca,2182752.51
CE,2313401,Tianguá,6721298.85
CE,2313500,Trairi,5113287.17
CE,2313559,Tururu,1646189.19
CE,2313609,Ubajara,3577949.79
CE,2313708,Umari,1285267.56
CE,2313757,Umirim,2168078.41
CE,2313807,Uruburetama,2404028.08
CE,2313906,Uruoca,1281000
CE,2313955,Varjota,2218980
CE,2314003,Várzea Alegre,3672897.76
CE,2314102,Viçosa do Ceará,3917614.22
CE,2399919,Entre Rios,
CE,2399929,Mecejana,
CE,2399939,Vertentes,
DF,5300108,Brasília,
ES,3200102,Afonso Cláudio,3993965.06
ES,3200136,Águia Branca,1608349.62
ES,3200169,Água Doce do Norte,1465742.03
ES,3200201,Alegre,2441736.65
ES,3200300,Alfredo Chaves,2099339.46
ES,3200359,Alto Rio Novo,1449217.36
ES,3200409,Anchieta,11476212.15
ES,3200508,Apiacá,1283500.34
ES,3200607,Aracruz,12896751.22
ES,3200706,Atilio Vivacqua,1831005.73
ES,3200805,Baixo Guandu,3961531.87
ES,3200904,Barra de São Francisco,4893953.37
ES,3201001,Boa Esperança,1332857.31
ES,3201100,Bom Jesus do Norte,1478295.04
ES,3201159,Brejetuba,1925406.39
ES,3201209,Cachoeiro de Itapemirim,19574401.28
ES,3201308,Cariacica,23696011.33
ES,3201407,Castelo,4278552.71
ES,3201506,Colatina,7135828.31
ES,3201605,Conceição da Barra,4120610.68
ES,3201704,Conceição do Castelo,1333776.44
ES,3201803,Divino de São Lourenço,1161629.78
ES,3201902,Domingos Martins,3683215.29
ES,3202009,Dores do Rio Preto,1135823.99
ES,3202108,Ecoporanga,2817740.96
ES,3202207,Fundão,2731011.48
ES,3202256,Governador Lindenberg,1223015.96
ES,3202306,Guaçuí,2526035.14
ES,3202405,Guarapari,13326480.82
ES,3202454,Ibatiba,2495647.5
ES,3202504,Ibiraçu,1503128.76
ES,3202553,Ibitirama,1465519.43
ES,3202603,Iconha,2158078.27
ES,3202652,Irupi,1989730.41
ES,3202702,Itaguaçu,2220660.71
ES,3202801,Itapemirim,10505580.24
ES,3202900,Itarana,1507337.36
ES,3203007,Iúna,3216969.43
ES,3203056,Jaguaré,3911493.66
ES,3203106,Jerônimo Monteiro,1411570.45
ES,3203130,João Neiva,2204392
ES,3203163,Laranja da Terra,2005769.34
ES,3203205,Linhares,15978551.43
ES,3203304,Mantenópolis,2080523.33
ES,3203320,Marataízes,5800505.11
ES,3203346,Marechal Floriano,3191566.51
ES,3203353,Marilândia,1696247.8
ES,3203403,Mimoso do Sul,2559688.78
ES,3203502,Montanha,2189379.02
ES,3203601,Mucurici,1200434.04
ES,3203700,Muniz Freire,3155190.52
ES,3203809,Muqui,1889191.58
ES,3203908,Nova Venécia,5423611.59
ES,3204005,Pancas,2483586.37
ES,3204054,Pedro Canário,2929294.69
ES,3204104,Pinheiros,3521563.15
ES,3204203,Piúma,2796884.37
ES,3204252,Ponto Belo,1198841.41
ES,3204302,Presidente Kennedy,2285341.36
ES,3204351,Rio Bananal,3410720.47
ES,3204401,Rio Novo do Sul,1481803.83
ES,3204500,Santa Leopoldina,1996725.87
ES,3204559,Santa Maria de Jetibá,4136485.59
ES,3204609,Santa Teresa,2734301.97
ES,3204658,São Domingos do Norte,1647221.54
ES,3204708,São Gabriel da Palha,2935020.78
ES,3204807,São José do Calçado,1630412.89
ES,3204906,São Mateus,10925170.31
ES,3204955,São Roque do Canaã,1467535.31
ES,3205002,Serra,37334685.66
ES,3205010,Sooretama,2830266.28
ES,3205036,Vargem Alta,2121442.67
ES,3205069,Venda Nova do Imigrante,2377545.97
ES,3205101,Viana,12742635.54
ES,3205150,Vila Pavão,1436687.35
ES,3205176,Vila Valério,2308173.99
ES,3205200,Vila Velha,38388130.58
ES,3205309,Vitória,30121142.04
ES,3299919,Riacho,
ES,3299929,Ponte do Itabapoana,
GO,5200050,Abadia de Goiás,1551804.85
GO,5200100,Abadiânia,2385098.44
GO,5200134,Acreúna,3158489.82
GO,5200159,Adelândia,984091.97
GO,5200175,Água Fria de Goiás,1428881.23
GO,5200209,Água Limpa,1085159.63
GO,5200258,Águas Lindas de Goiás,11031087.26
GO,5200308,Alexânia,5635152.56
GO,5200506,Aloândia,950673.1
GO,5200555,Alto Horizonte,4518792.84
GO,5200605,Alto Paraíso de Goiás,1562023.53
GO,5200803,Alvorada do Norte,1258186.97
GO,5200829,Amaralina,1102908.06
GO,5200852,Americano do Brasil,892457.45
GO,5200902,Amorinópolis,1128579.53
GO,5201108,Anápolis,42265420.29
GO,5201207,Anhanguera,971364.24
GO,5201306,Anicuns,2637231.2
GO,5201405,Aparecida de Goiânia,32611088.75
GO,5201454,Aparecida do Rio Doce,1194086.84
GO,5201504,Aporé,2086335.73
GO,5201603,Araçu,1029993.34
GO,5201702,Aragarças,2228424.28
GO,5201801,Aragoiânia,1868292.4
GO,5202155,Araguapaz,1431504.95
GO,5202353,Arenópolis,1212952.55
GO,5202502,Aruanã,1767603.94
GO,5202601,Aurilândia,
GO,5202809,Avelinópolis,966954.81
GO,5203104,Baliza,1163257.62
GO,5203203,Barro Alto,4697285.07
GO,5203302,Bela Vista de Goiás,3714960.19
GO,5203401,Bom Jardim de Goiás,1441931.54
GO,5203500,Bom Jesus de Goiás,3563626.63
GO,5203559,Bonfinópolis,1321174.11
GO,5203575,Bonópolis,1272344.24
GO,5203609,Brazabrantes,1081012.13
GO,5203807,Britânia,1258664.8
GO,5203906,Buriti Alegre,1390415.39
GO,5203939,Buriti de Goiás,1036503.32
GO,5203962,Buritinópolis,1034162.11
GO,5204003,Cabeceiras,1408227.94
GO,5204102,Cachoeira Alta,2581684.63
GO,5204201,Cachoeira de Goiás,832051.16
GO,5204250,Cachoeira Dourada,2406804.95
GO,5204300,Caçu,3374376.1
GO,5204409,Caiapônia,3797044.88
GO,5204508,Caldas Novas,12628884.83
GO,5204557,Caldazinha,1241431.84
GO,5204607,Campestre de Goiás,1119296.08
GO,5204656,Campinaçu,1204475.15
GO,5204706,Campinorte,1538197.47
GO,5204805,Campo Alegre de Goiás,1984118.05
GO,5204854,Campo Limpo de Goiás,1415076.26
GO,5204904,Campos Belos,2051134.49
GO,5204953,Campos Verdes,1212869.19
GO,5205000,Carmo do Rio Verde,1475749.8
GO,5205059,Castelândia,1268993.62
GO,5205109,Catalão,17648193.81
GO,5205208,Caturaí,1127699.86
GO,5205307,Cavalcante,2120845.63
GO,5205406,Ceres,3183662.31
GO,5205455,Cezarina,1924107.97
GO,5205471,Chapadão do Céu,2001309
GO,5205497,Cidade Ocidental,6326353.68
GO,5205513,Cocalzinho de Goiás,2588985.79
GO,5205521,Colinas do Sul,1235487.19
GO,5205703,Córrego do Ouro,1136701.24
GO,5205802,Corumbá de Goiás,1638622.19
GO,5205901,Corumbaíba,1939514.26
GO,5206206,Cristalina,7721894.66
GO,5206305,Cristianópolis,1100122.78
GO,5206404,Crixás,4693558.5
GO,5206503,Cromínia,1065406.31
GO,5206602,Cumari,1002458.29
GO,5206701,Damianópolis,1163791.32
GO,5206800,Damolândia,1130168.41
GO,5206909,Davinópolis,1516947.46
GO,5207105,Diorama,968796.92
GO,5207253,Doverlândia,1711880.22
GO,5207352,Edealina,1200474.13
GO,5207402,Edéia,2942245.26
GO,5207501,Estrela do Norte,1087765.95
GO,5207535,Faina,1079148.64
GO,5207600,Fazenda Nova,1333895.67
GO,5207808,Firminópolis,1785878.75
GO,5207907,Flores de Goiás,
GO,5208004,Formosa,9673334.66
GO,5208103,Formoso,1082340.83
GO,5208152,Gameleira de Goiás,1109781.75
GO,5208301,Divinópolis de Goiás,1031141.8
GO,5208400,Goianápolis,2145644.82
GO,5208509,Goiandira,1104146.35
GO,5208608,Goianésia,7914222.91
GO,5208707,Goiânia,171318850.97
GO,5208806,Goianira,5333242.73
GO,5208905,Goiás,3260129.64
GO,5209101,Goiatuba,8496088.39
GO,5209150,Gouvelândia,1416565.87
GO,5209200,Guapó,1530620.43
GO,5209291,Guaraíta,1034242.6
GO,5209408,Guarani de Goiás,1216221.08
GO,5209457,Guarinos,1118507.68
GO,5209606,Heitoraí,
GO,5209705,Hidrolândia,3473591.9
GO,5209804,Hidrolina,1119466.54
GO,5209903,Iaciara,1744449.9
GO,5209937,Inaciolândia,1455034.01
GO,5209952,Indiara,1738295.98
GO,5210000,Inhumas,6318340.42
GO,5210109,Ipameri,4594024.6
GO,5210158,Ipiranga de Goiás,1134850.06
GO,5210208,Iporá,3656406.57
GO,5210307,Israelândia,1055203.26
GO,5210406,Itaberaí,4503032.45
GO,5210562,Itaguari,1082042.03
GO,5210604,Itaguaru,1152840.47
GO,5210802,Itajá,1594190.48
GO,5210901,Itapaci,1952154.06
GO,5211008,Itapirapuã,1295062.54
GO,5211206,Itapuranga,3083118.16
GO,5211305,Itarumã,1377131.04
GO,5211404,Itauçu,1082631.12
GO,5211503,Itumbiara,10652917.33
GO,5211602,Ivolândia,1257430.44
GO,5211701,Jandaia,1588167.53
GO,5211800,Jaraguá,4108730.97
GO,5211909,Jataí,14933438.25
GO,5212006,Jaupaci,1030093.2
GO,5212055,Jesúpolis,1091932.75
GO,5212105,Joviânia,1567715.86
GO,5212204,Jussara,3082730.19
GO,5212253,Lagoa Santa,1239143.36
GO,5212303,Leopoldo de Bulhões,1225363.33
GO,5212501,Luziânia,14946228.77
GO,5212600,Mairipotaba,1154528.44
GO,5212709,Mambaí,1340938.93
GO,5212808,Mara Rosa,1677652.45
GO,5212907,Marzagão,906231.58
GO,5212956,Matrinchã,1336528.09
GO,5213004,Maurilândia,1732470.4
GO,5213053,Mimoso de Goiás,1198540.05
GO,5213087,Minaçu,6036911.34
GO,5213103,Mineiros,10184148.22
GO,5213400,Moiporá,1080976.65
GO,5213509,Monte Alegre de Goiás,1174282.66
GO,5213707,Montes Claros de Goiás,1805311.22
GO,5213756,Montividiu,3498139.41
GO,5213772,Montividiu do Norte,999111.46
GO,5213806,Morrinhos,7655799.73
GO,5213855,Morro Agudo de Goiás,938282.83
GO,5213905,Mossâmedes,1398100.02
GO,5214002,Mozarlândia,3136952.74
GO,5214051,Mundo Novo,1387800
GO,5214101,Mutunópolis,1166787.57
GO,5214408,Nazário,1597688.25
GO,5214507,Nerópolis,5041072.96
GO,5214606,Niquelândia,5089142.39
GO,5214705,Nova América,986523.04
GO,5214804,Nova Aurora,933208.37
GO,5214838,Nova Crixás,3060971.3
GO,5214861,Nova Glória,1048359.65
GO,5214879,Nova Iguaçu de Goiás,882479.75
GO,5214903,Nova Roma,1297859.22
GO,5215009,Nova Veneza,1308151.81
GO,5215207,Novo Brasil,1188907.34
GO,5215231,Novo Gama,4773621.5
GO,5215256,Novo Planalto,999675.14
GO,5215306,Orizona,1839946.89
GO,5215405,Ouro Verde de Goiás,1268399.44
GO,5215504,Ouvidor,3132595.67
GO,5215603,Padre Bernardo,3717987.52
GO,5215652,Palestina de Goiás,1164660.37
GO,5215702,Palmeiras de Goiás,5501064.8
GO,5215801,Palmelo,923618.38
GO,5215900,Palminópolis,856765.08
GO,5216007,Panamá,1198558.11
GO,5216304,Paranaiguara,1544321.51
GO,5216403,Paraúna,2273335.26
GO,5216452,Perolândia,1656384.81
GO,5216809,Petrolina de Goiás,1786488.03
GO,5216908,Pilar de Goiás,1574979.73
GO,5217104,Piracanjuba,2985858.11
GO,5217203,Piranhas,1898133.4
GO,5217302,Pirenópolis,2576886.68
GO,5217401,Pires do Rio,4052388.32
GO,5217609,Planaltina,3633116.92
GO,5217708,Pontalina,2764725.35
GO,5218003,Porangatu,4870893.09
GO,5218052,Porteirão,1563425.9
GO,5218102,Portelândia,1496740.69
GO,5218300,Posse,4198945.16
GO,5218391,Professor Jamil,973452.84
GO,5218508,Quirinópolis,9456558.84
GO,5218607,Rialma,1713278.67
GO,5218706,Rianápolis,917058.41
GO,5218789,Rio Quente,1932383.56
GO,5218805,Rio Verde,38423260.6
GO,5218904,Rubiataba,2286049.92
GO,5219001,Sanclerlândia,1453442.79
GO,5219100,Santa Bárbara de Goiás,1225896.03
GO,5219209,Santa Cruz de Goiás,1220351.81
GO,5219258,Santa Fé de Goiás,1442739.95
GO,5219308,Santa Helena de Goiás,5399444.67
GO,5219357,Santa Isabel,1141818.99
GO,5219407,Santa Rita do Araguaia,1399807.07
GO,5219456,Santa Rita do Novo Destino,1199915.04
GO,5219506,Santa Rosa de Goiás,1116872.75
GO,5219605,Santa Tereza de Goiás,1001101.57
GO,5219704,Santa Terezinha de Goiás,1162862.47
GO,5219712,Santo Antônio da Barra,1523887.51
GO,5219738,Santo Antônio de Goiás,1602408.28
GO,5219753,Santo Antônio do Descoberto,4945516.92
GO,5219803,São Domingos,1506154.28
GO,5219902,São Francisco de Goiás,1239828.96
GO,5220009,São João d'Aliança,1971793.33
GO,5220058,São João da Paraúna,828875.04
GO,5220108,São Luís de Montes Belos,3862439.41
GO,5220157,São Luíz do Norte,1283850.04
GO,5220207,São Miguel do Araguaia,2868448.99
GO,5220264,São Miguel do Passa Quatro,1357340.95
GO,5220280,São Patrício,1118391.71
GO,5220405,São Simão,
GO,5220454,Senador Canedo,24022229.96
GO,5220504,Serranópolis,2420983.78
GO,5220603,Silvânia,3841142.84
GO,5220686,Simolândia,
GO,5220702,Sítio d'Abadia,1198275.07
GO,5221007,Taquaral de Goiás,1151259.27
GO,5221080,Teresina de Goiás,1156002.25
GO,5221197,Terezópolis de Goiás,1354383.75
GO,5221304,Três Ranchos,1127398.76
GO,5221403,Trindade,10572674.34
GO,5221452,Trombas,1253354.88
GO,5221502,Turvânia,1408623.65
GO,5221551,Turvelândia,2123588.13
GO,5221577,Uirapuru,1057959.79
GO,5221601,Uruaçu,5051176.9
GO,5221700,Uruana,2138924.24
GO,5221809,Urutaí,1214066.9
GO,5221858,Valparaíso de Goiás,12225032.81
GO,5221908,Varjão,1165396.71
GO,5222005,Vianópolis,1759546.92
GO,5222054,Vicentinópolis,1405979.1
GO,5222203,Vila Boa,1189743
GO,5222302,Vila Propício,1500803.27
MA,2100055,Açailândia,10979924.79
MA,2100105,Afonso Cunha,677514.25
MA,2100154,Água Doce do Maranhão,1087644.35
MA,2100204,Alcântara,1853389.05
MA,2100303,Aldeias Altas,1992767.86
MA,2100402,Altamira do Maranhão,
MA,2100436,Alto Alegre do Maranhão,
MA,2100477,Alto Alegre do Pindaré,2607493.04
MA,2100501,Alto Parnaíba,2460215.29
MA,2100550,Amapá do Maranhão,840000
MA,2100600,Amarante do Maranhão,2869046.8
MA,2100709,Anajatuba,2166825.24
MA,2100808,Anapurus,2000000
MA,2100832,Apicum-Açu,1620894.73
MA,2100873,Araguanã,943547.52
MA,2100907,Araioses,
MA,2100956,Arame,
MA,2101004,Arari,
MA,2101103,Axixá,
MA,2101202,Bacabal,6065899.38
MA,2101251,Bacabeira,
MA,2101301,Bacuri,
MA,2101350,Bacurituba,
MA,2101400,Balsas,14647388.64
MA,2101509,Barão de Grajaú,1800415.13
MA,2101608,Barra do Corda,
MA,2101707,Barreirinhas,4223050.59
MA,2101731,Belágua,835319.27
MA,2101772,Bela Vista do Maranhão,979557.07
MA,2101806,Benedito Leite,701759.85
MA,2101905,Bequimão,
MA,2101939,Bernardo do Mearim,887049.34
MA,2101970,Boa Vista do Gurupi,913017.17
MA,2102002,Bom Jardim,3230354.41
MA,2102036,Bom Jesus das Selvas,2568338.61
MA,2102077,Bom Lugar,1208028.95
MA,2102101,Brejo,
MA,2102150,Brejo de Areia,888127.19
MA,2102200,Buriti,2083565.96
MA,2102309,Buriti Bravo,2004119.57
MA,2102325,Buriticupu,4531459.8
MA,2102358,Buritirana,1225657.16
MA,2102374,Cachoeira Grande,
MA,2102408,Cajapió,
MA,2102507,Cajari,
MA,2102556,Campestre do Maranhão,1627751.83
MA,2102606,Cândido Mendes,1529090.68
MA,2102705,Cantanhede,1406238.3
MA,2102754,Capinzal do Norte,1485675.06
MA,2102804,Carolina,2060013.66
MA,2102903,Carutapera,1016278.22
MA,2103000,Caxias,11427966.43
MA,2103109,Cedral,1079620.32
MA,2103125,Central do Maranhão,
MA,2103158,Centro do Guilherme,960799.98
MA,2103174,Centro Novo do Maranhão,
MA,2103208,Chapadinha,
MA,2103257,Cidelândia,
MA,2103307,Codó,6039771.24
MA,2103406,Coelho Neto,2963224.66
MA,2103505,Colinas,2894075.11
MA,2103554,Conceição do Lago-Açu,1444072.79
MA,2103604,Coroatá,
MA,2103703,Cururupu,2026083.03
MA,2103752,Davinópolis,
MA,2103802,Dom Pedro,
MA,2103901,Duque Bacelar,1151999.49
MA,2104008,Esperantinópolis,1469662.16
MA,2104057,Estreito,
MA,2104073,Feira Nova do Maranhão,
MA,2104081,Fernando Falcão,
MA,2104099,Formosa da Serra Negra,1466810.67
MA,2104107,Fortaleza dos Nogueiras,
MA,2104206,Fortuna,
MA,2104305,Godofredo Viana,2702813.67
MA,2104404,Gonçalves Dias,
MA,2104503,Governador Archer,
MA,2104552,Governador Edison Lobão,1770825.9
MA,2104602,Governador Eugênio Barros,1580282.16
MA,2104628,Governador Luiz Rocha,
MA,2104651,Governador Newton Bello,
MA,2104677,Governador Nunes Freire,2110229.87
MA,2104701,Graça Aranha,785133.61
MA,2104800,Grajaú,5414235.23
MA,2104909,Guimarães,1033210.46
MA,2105005,Humberto de Campos,2113746.54
MA,2105104,Icatu,1904999.68
MA,2105153,Igarapé do Meio,1247966.69
MA,2105203,Igarapé Grande,
MA,2105302,Imperatriz,29395319.3
MA,2105351,Itaipava do Grajaú,
MA,2105401,Itapecuru Mirim,4314231.3
MA,2105427,Itinga do Maranhão,2600295.14
MA,2105450,Jatobá,
MA,2105476,Jenipapo dos Vieiras,
MA,2105500,João Lisboa,1890033.77
MA,2105609,Joselândia,1800000
MA,2105658,Junco do Maranhão,
MA,2105708,Lago da Pedra,2573805.09
MA,2105807,Lago do Junco,874755.53
MA,2105906,Lago Verde,1442728.02
MA,2105922,Lagoa do Mato,
MA,2105948,Lago dos Rodrigues,843882.77
MA,2105963,Lagoa Grande do Maranhão,1250150.32
MA,2105989,Lajeado Novo,
MA,2106003,Lima Campos,1497128.9
MA,2106102,Loreto,1803664.35
MA,2106201,Luís Domingues,
MA,2106300,Magalhães de Almeida,1650955.95
MA,2106326,Maracaçumé,1397417.12
MA,2106359,Marajá do Sena,983528.15
MA,2106375,Maranhãozinho,1088941.67
MA,2106409,Mata Roma,1828486.52
MA,2106508,Matinha,1603162.46
MA,2106607,Matões,2485017.95
MA,2106631,Matões do Norte,1213591.74
MA,2106672,Milagres do Maranhão,718067.7
MA,2106706,Mirador,2051353.87
MA,2106755,Miranda do Norte,
MA,2106805,Mirinzal,1281883.68
MA,2106904,Monção,2894075.11
MA,2107001,Montes Altos,1076018.8
MA,2107100,Morros,1640546.24
MA,2107209,Nina Rodrigues,1434207.47
MA,2107258,Nova Colinas,
MA,2107308,Nova Iorque,957500.83
MA,2107357,Nova Olinda do Maranhão,1883717.74
MA,2107407,Olho d'Água das Cunhãs,696250.46
MA,2107456,Olinda Nova do Maranhão,
MA,2107506,Paço do Lumiar,10563895.94
MA,2107605,Palmeirândia,
MA,2107704,Paraibano,1426212
MA,2107803,Parnarama,
MA,2107902,Passagem Franca,1436700.21
MA,2108009,Pastos Bons,
MA,2108058,Paulino Neves,
MA,2108108,Paulo Ramos,1827060.76
MA,2108207,Pedreiras,3273557.42
MA,2108256,Pedro do Rosário,1637731.56
MA,2108306,Penalva,2689086.64
MA,2108405,Peri Mirim,637350.63
MA,2108454,Peritoró,
MA,2108504,Pindaré-Mirim,2512870.16
MA,2108603,Pinheiro,
MA,2108702,Pio XII,1763198.63
MA,2108801,Pirapemas,1180592.78
MA,2108900,Poção de Pedras,
MA,2109007,Porto Franco,
MA,2109056,Porto Rico do Maranhão,557313.39
MA,2109106,Presidente Dutra,
MA,2109205,Presidente Juscelino,695352.62
MA,2109239,Presidente Médici,850041.37
MA,2109270,Presidente Sarney,1728447.68
MA,2109304,Presidente Vargas,
MA,2109403,Primeira Cruz,1015554.61
MA,2109452,Raposa,1787706.45
MA,2109502,Riachão,3041739.95
MA,2109551,Ribamar Fiquene,1100535.08
MA,2109601,Rosário,3025722.01
MA,2109700,Sambaíba,1417489.29
MA,2109759,Santa Filomena do Maranhão,786486.5
MA,2109809,Santa Helena,2404497.2
MA,2109908,Santa Inês,5982375.37
MA,2110005,Santa Luzia,
MA,2110039,Santa Luzia do Paruá,2207576.52
MA,2110104,Santa Quitéria do Maranhão,1092109.92
MA,2110203,Santa Rita,
MA,2110237,Santana do Maranhão,1046057.08
MA,2110278,Santo Amaro do Maranhão,1504633.92
MA,2110302,Santo Antônio dos Lopes,3149040
MA,2110401,São Benedito do Rio Preto,1722143.52
MA,2110500,São Bento,2807137.74
MA,2110609,São Bernardo,
MA,2110658,São Domingos do Azeitão,
MA,2110708,São Domingos do Maranhão,2621381.4
MA,2110807,São Félix de Balsas,940059.62
MA,2110856,São Francisco do Brejão,1199890.13
MA,2110906,São Francisco do Maranhão,742903.59
MA,2111003,São João Batista,
MA,2111029,São João do Carú,1488734.32
MA,2111052,São João do Paraíso,1177037.67
MA,2111078,São João do Soter,
MA,2111102,São João dos Patos,2245417.41
MA,2111201,São José de Ribamar,12949746.76
MA,2111250,São José dos Basílios,904727.26
MA,2111300,São Luís,
MA,2111409,São Luís Gonzaga do Maranhão,
MA,2111508,São Mateus do Maranhão,2990046.64
MA,2111532,São Pedro da Água Branca,1561683
MA,2111573,São Pedro dos Crentes,
MA,2111607,São Raimundo das Mangabeiras,2419872.52
MA,2111631,São Raimundo do Doca Bezerra,816110.65
MA,2111672,São Roberto,822031.55
MA,2111706,São Vicente Ferrer,
