UF,COD,MUN,VALOR_TOTAL_BF
RN,2409506,Pedra Grande,335641
RN,2409605,Pedra Preta,212328
RN,2409704,Pedro Avelino,553.22
RN,2409803,Pedro Velho,1257637
RN,2409902,Pendências,846565
RN,2410009,Pilões,261646
RN,2410108,Poço Branco,1040157
RN,2410207,Portalegre,527.39
RN,2410256,Porto do Mangue,428433
RN,2410306,Presidente Juscelino,585539
RN,2410405,Pureza,650343
RN,2410504,Rafael Fernandes,377611
RN,2410603,Rafael Godeiro,212635
RN,2410702,Riacho da Cruz,189469
RN,2410801,Riacho de Santana,302005
RN,2410900,Riachuelo,552526
RN,2411007,Rodolfo Fernandes,251676
RN,2411056,Tibau,208702
RN,2411106,Ruy Barbosa,205961
RN,2411205,Santa Cruz,1956.07
RN,2411403,Santana do Matos,785313
RN,2411429,Santana do Seridó,155081
RN,2411502,Santo Antônio,1741318
RN,2411601,São Bento do Norte,194018
RN,2411700,São Bento do Trairí,407527
RN,2411809,São Fernando,191925
RN,2411908,São Francisco do Oeste,305771
RN,2412005,São Gonçalo do Amarante,6886869
RN,2412104,São João do Sabugi,327256
RN,2412203,São José de Mipibu,2551285
RN,2412302,São José do Campestre,847722
RN,2412401,São José do Seridó,144914
RN,2412500,São Miguel,1777403
RN,2412559,São Miguel de Touros,801785
RN,2412609,São Paulo do Potengi,1333994
RN,2412708,São Pedro,414816
RN,2412807,São Rafael,817404
RN,2412906,São Tomé,834641
RN,2413003,São Vicente,390147
RN,2413102,Senador Elói de Souza,720595
RN,2413201,Senador Georgino Avelino,235344
RN,2413300,Serra de São Bento,562428
RN,2413359,Serra do Mel,1137496
RN,2413409,Serra Negra do Norte,370845
RN,2413508,Serrinha,669733
RN,2413557,Serrinha dos Pintos,367648
RN,2413607,Severiano Melo,486.93
RN,2413706,Sítio Novo,363.87
RN,2413805,Taboleiro Grande,145756
RN,2413904,Taipu,799929
RN,2414001,Tangará,1093278
RN,2414100,Tenente Ananias,618833
RN,2414159,Tenente Laurentino Cruz,554893
RN,2414209,Tibau do Sul,803126
RN,2414308,Timbaúba dos Batistas,139108
RN,2414407,Touros,2746791
RN,2414456,Triunfo Potiguar,448919
RN,2414506,Umarizal,846192
RN,2414605,Upanema,937089
RN,2414704,Várzea,413207
RN,2414753,Venha-Ver,320715
RN,2414803,Vera Cruz,618.31
RN,2414902,Viçosa,180624
RN,2415008,Vila Flor,254485
RO,1100015,Alta Floresta D'Oeste,669.71
RO,1100023,Ariquemes,2106576
RO,1100031,Cabixi,116212
RO,1100049,Cacoal,2094732
RO,1100056,Cerejeiras,372353
RO,1100064,Colorado do Oeste,159974
RO,1100072,Corumbiara,144698
RO,1100080,Costa Marques,717233
RO,1100098,Espigão D'Oeste,735928
RO,1100106,Guajará-Mirim,1659081
RO,1100114,Jaru,1068391
RO,1100122,Ji-Paraná,1948765
RO,1100130,Machadinho D'Oeste,904.17
RO,1100148,Nova Brasilândia D'Oeste,715668
RO,1100155,Ouro Preto do Oeste,795461
RO,1100189,Pimenta Bueno,483314
RO,1100205,Porto Velho,18296738
RO,1100254,Presidente Médici,910753
RO,1100262,Rio Crespo,69751
RO,1100288,Rolim de Moura,690635
RO,1100296,Santa Luzia D'Oeste,219507
RO,1100304,Vilhena,1326507
RO,1100320,São Miguel do Guaporé,426.61
RO,1100338,Nova Mamoré,880.97
RO,1100346,Alvorada D'Oeste,502113
RO,1100379,Alto Alegre dos Parecis,285378
RO,1100403,Alto Paraíso,492726
RO,1100452,Buritis,806566
RO,1100502,Novo Horizonte do Oeste,229665
RO,1100601,Cacaulândia,122436
RO,1100700,Campo Novo de Rondônia,234239
RO,1100809,Candeias do Jamari,1249209
RO,1100908,Castanheiras,94534
RO,1100924,Chupinguaia,238729
RO,1100940,Cujubim,473216
RO,1101005,Governador Jorge Teixeira,363.48
RO,1101104,Itapuã do Oeste,279584
RO,1101203,Ministro Andreazza,209249
RO,1101302,Mirante da Serra,258319
RO,1101401,Monte Negro,477166
RO,1101435,Nova União,225175
RO,1101450,Parecis,142771
RO,1101468,Pimenteiras do Oeste,89.6
RO,1101476,Primavera de Rondônia,108525
RO,1101484,São Felipe D'Oeste,62905
RO,1101492,São Francisco do Guaporé,504675
RO,1101500,Seringueiras,275061
RO,1101559,Teixeirópolis,147554
RO,1101609,Theobroma,215511
RO,1101708,Urupá,398887
RO,1101757,Vale do Anari,363207
RO,1101807,Vale do Paraíso,233747
RR,1400027,Amajari,804877
RR,1400050,Alto Alegre,949434
RR,1400100,Boa Vista,9255812
RR,1400159,Bonfim,1661327
RR,1400175,Cantá,1869563
RR,1400209,Caracaraí,1527281
RR,1400233,Caroebe,799887
RR,1400282,Iracema,590797
RR,1400308,Mucajaí,2028764
RR,1400407,Normandia,1259661
RR,1400456,Pacaraima,993174
RR,1400472,Rorainópolis,1484147
RR,1400506,São João da Baliza,458767
RR,1400605,São Luiz,655.31
RR,1400704,Uiramutã,1072874
RS,4300034,Aceguá,104986
RS,4300059,Água Santa,71912
RS,4300109,Agudo,345029
RS,4300208,Ajuricaba,119926
RS,4300307,Alecrim,176397
RS,4300406,Alegrete,1276452
RS,4300455,Alegria,125348
RS,4300471,Almirante Tamandaré do Sul,16.86
RS,4300505,Alpestre,124695
RS,4300554,Alto Alegre,31166
RS,4300570,Alto Feliz,7409
RS,4300604,Alvorada,4652008
RS,4300638,Amaral Ferrador,191565
RS,4300646,Ametista do Sul,229507
RS,4300661,André da Rocha,26655
RS,4300703,Anta Gorda,21263
RS,4300802,Antônio Prado,120561
RS,4300851,Arambaré,125513
RS,4300877,Araricá,191241
RS,4300901,Aratiba,28535
RS,4301008,Arroio do Meio,93724
RS,4301057,Arroio do Sal,248797
RS,4301073,Arroio do Padre,17.12
RS,4301107,Arroio dos Ratos,395216
RS,4301206,Arroio do Tigre,218245
RS,4301305,Arroio Grande,468654
RS,4301404,Arvorezinha,184017
RS,4301503,Augusto Pestana,68.02
RS,4301552,Áurea,12.7
RS,4301602,Bagé,5190101
RS,4301636,Balneário Pinhal,764483
RS,4301651,Barão,7.6
RS,4301701,Barão de Cotegipe,57563
RS,4301750,Barão do Triunfo,212222
RS,4301800,Barracão,115906
RS,4301859,Barra do Guarita,48039
RS,4301875,Barra do Quaraí,170921
RS,4301909,Barra do Ribeiro,267608
RS,4301925,Barra do Rio Azul,6822
RS,4301958,Barra Funda,9447
RS,4302006,Barros Cassal,202338
RS,4302055,Benjamin Constant do Sul,189462
RS,4302105,Bento Gonçalves,682203
RS,4302154,Boa Vista das Missões,52471
RS,4302204,Boa Vista do Buricá,42521
RS,4302220,Boa Vista do Cadeado,30592
RS,4302238,Boa Vista do Incra,61735
RS,4302253,Boa Vista do Sul,4768
RS,4302303,Bom Jesus,553459
RS,4302352,Bom Princípio,38435
RS,4302378,Bom Progresso,117282
RS,4302402,Bom Retiro do Sul,157132
RS,4302451,Boqueirão do Leão,174753
RS,4302501,Bossoroca,157776
RS,4302584,Bozano,20614
RS,4302600,Braga,123342
RS,4302659,Brochier,36007
RS,4302709,Butiá,876366
RS,4302808,Caçapava do Sul,966531
RS,4302907,Cacequi,577481
RS,4303004,Cachoeira do Sul,2237001
RS,4303103,Cachoeirinha,2531892
RS,4303202,Cacique Doble,136297
RS,4303301,Caibaté,74.92
RS,4303400,Caiçara,120615
RS,4303509,Camaquã,1899077
RS,4303558,Camargo,12725
RS,4303608,Cambará do Sul,108329
RS,4303673,Campestre da Serra,52025
RS,4303707,Campina das Missões,34731
RS,4303806,Campinas do Sul,51298
RS,4303905,Campo Bom,263065
RS,4304002,Campo Novo,190.39
RS,4304101,Campos Borges,118688
RS,4304200,Candelária,704132
RS,4304309,Cândido Godói,32351
RS,4304358,Candiota,346903
RS,4304408,Canela,1064511
RS,4304507,Canguçu,1878855
RS,4304606,Canoas,7708774
RS,4304614,Canudos do Vale,18654
RS,4304622,Capão Bonito do Sul,38008
RS,4304630,Capão da Canoa,1363065
RS,4304655,Capão do Cipó,111545
RS,4304663,Capão do Leão,1069436
RS,4304671,Capivari do Sul,103512
RS,4304689,Capela de Santana,338598
RS,4304697,Capitão,12981
RS,4304705,Carazinho,790437
RS,4304713,Caraá,202538
RS,4304804,Carlos Barbosa,70782
RS,4304853,Carlos Gomes,9.68
RS,4304903,Casca,58.55
RS,4304952,Caseiros,68662
RS,4305009,Catuípe,164637
RS,4305108,Caxias do Sul,4834278
RS,4305116,Centenário,14242
RS,4305124,Cerrito,196297
RS,4305132,Cerro Branco,116309
RS,4305157,Cerro Grande,68685
RS,4305173,Cerro Grande do Sul,318958
RS,4305207,Cerro Largo,123307
RS,4305306,Chapada,69351
RS,4305355,Charqueadas,629521
RS,4305371,Charrua,163657
RS,4305405,Chiapetta,95125
RS,4305439,Chuí,95275
RS,4305447,Chuvisca,117081
RS,4305454,Cidreira,477694
RS,4305504,Ciríaco,50218
RS,4305587,Colinas,11465
RS,4305603,Colorado,26889
RS,4305702,Condor,147347
RS,4305801,Constantina,131502
RS,4305835,Coqueiro Baixo,6.4
RS,4305850,Coqueiros do Sul,20.96
RS,4305871,Coronel Barros,25843
RS,4305900,Coronel Bicaco,348.96
RS,4305934,Coronel Pilar,5967
RS,4305959,Cotiporã,10239
RS,4305975,Coxilha,30511
RS,4306007,Crissiumal,119.5
RS,4306056,Cristal,231716
RS,4306072,Cristal do Sul,146943
RS,4306106,Cruz Alta,1077.79
RS,4306130,Cruzaltense,10513
RS,4306205,Cruzeiro do Sul,156296
RS,4306304,David Canabarro,25024
RS,4306320,Derrubadas,31858
RS,4306353,Dezesseis de Novembro,135252
RS,4306379,Dilermando de Aguiar,108449
RS,4306403,Dois Irmãos,132928
RS,4306429,Dois Irmãos das Missões,48569
RS,4306452,Dois Lajeados,15428
RS,4306502,Dom Feliciano,355435
RS,4306551,Dom Pedro de Alcântara,42876
RS,4306601,Dom Pedrito,1036201
RS,4306700,Dona Francisca,84192
RS,4306734,Doutor Maurício Cardoso,46788
RS,4306759,Doutor Ricardo,8621
RS,4306767,Eldorado do Sul,1327379
RS,4306809,Encantado,180.51
RS,4306908,Encruzilhada do Sul,667559
RS,4306924,Engenho Velho,57112
RS,4306932,Entre-Ijuís,103634
RS,4306957,Entre Rios do Sul,50228
RS,4306973,Erebango,103214
RS,4307005,Erechim,867122
RS,4307054,Ernestina,38598
RS,4307104,Herval,428098
RS,4307203,Erval Grande,122104
RS,4307302,Erval Seco,153674
RS,4307401,Esmeralda,72856
RS,4307450,Esperança do Sul,102807
RS,4307500,Espumoso,269435
RS,4307559,Estação,75961
RS,4307609,Estância Velha,456709
RS,4307708,Esteio,1726751
RS,4307807,Estrela,346258
RS,4307815,Estrela Velha,96514
RS,4307831,Eugênio de Castro,62225
RS,4307864,Fagundes Varela,3.2
RS,4307906,Farroupilha,886326
RS,4308003,Faxinal do Soturno,205081
RS,4308052,Faxinalzinho,84576
RS,4308078,Fazenda Vilanova,74077
RS,4308102,Feliz,74561
RS,4308201,Flores da Cunha,140849
RS,4308250,Floriano Peixoto,19.04
RS,4308300,Fontoura Xavier,528285
RS,4308409,Formigueiro,245202
RS,4308433,Forquetinha,14.35
RS,4308458,Fortaleza dos Valos,120646
RS,4308508,Frederico Westphalen,337879
RS,4308607,Garibaldi,113445
RS,4308656,Garruchos,81361
RS,4308706,Gaurama,35153
RS,4308805,General Câmara,304306
RS,4308854,Gentil,26974
RS,4308904,Getúlio Vargas,89987
RS,4309001,Giruá,675916
RS,4309050,Glorinha,137095
RS,4309100,Gramado,401874
RS,4309126,Gramado dos Loureiros,86491
RS,4309159,Gramado Xavier,71909
RS,4309209,Gravataí,6473753
RS,4309258,Guabiju,7566
RS,4309308,Guaíba,2445485
RS,4309407,Guaporé,189026
RS,4309506,Guarani das Missões,177908
RS,4309555,Harmonia,18021
RS,4309571,Herveiras,50847
RS,4309605,Horizontina,163935
RS,4309654,Hulha Negra,404791
RS,4309704,Humaitá,44067
RS,4309753,Ibarama,96748
RS,4309803,Ibiaçá,62507
RS,4309902,Ibiraiaras,109936
RS,4309951,Ibirapuitã,97489
RS,4310009,Ibirubá,49197
RS,4310108,Igrejinha,404419
RS,4310207,Ijuí,1223187
RS,4310306,Ilópolis,25529
RS,4310330,Imbé,570.5
RS,4310363,Imigrante,9145
RS,4310405,Independência,151.56
RS,4310413,Inhacorá,71927
RS,4310439,Ipê,72626
RS,4310462,Ipiranga do Sul,4.72
RS,4310504,Iraí,242988
RS,4310538,Itaara,84134
RS,4310553,Itacurubi,142115
RS,4310579,Itapuca,28773
RS,4310603,Itaqui,920833
RS,4310652,Itati,78005
RS,4310702,Itatiba do Sul,45071
RS,4310751,Ivorá,30.88
RS,4310801,Ivoti,69482
RS,4310850,Jaboticaba,99622
RS,4310876,Jacuizinho,103874
RS,4310900,Jacutinga,26267
RS,4311007,Jaguarão,970092
RS,4311106,Jaguari,254775
RS,4311122,Jaquirana,165804
RS,4311130,Jari,125293
RS,4311155,Jóia,255286
RS,4311205,Júlio de Castilhos,418799
RS,4311239,Lagoa Bonita do Sul,64226
RS,4311254,Lagoão,248359
RS,4311270,Lagoa dos Três Cantos,6.48
RS,4311304,Lagoa Vermelha,627859
RS,4311403,Lajeado,681.16
RS,4311429,Lajeado do Bugre,152016
RS,4311502,Lavras do Sul,202863
RS,4311601,Liberato Salzano,100921
RS,4311627,Lindolfo Collor,94399
RS,4311643,Linha Nova,5461
RS,4311700,Machadinho,56996
RS,4311718,Maçambara,228882
RS,4311734,Mampituba,88501
RS,4311759,Manoel Viana,160857
RS,4311775,Maquiné,204289
RS,4311791,Maratá,19751
RS,4311809,Marau,224928
RS,4311908,Marcelino Ramos,25131
RS,4311981,Mariana Pimentel,94908
RS,4312005,Mariano Moro,10.32
RS,4312054,Marques de Souza,28206
RS,4312104,Mata,124302
RS,4312138,Mato Castelhano,47903
RS,4312153,Mato Leitão,62115
RS,4312179,Mato Queimado,25083
RS,4312203,Maximiliano de Almeida,93272
RS,4312252,Minas do Leão,348242
RS,4312302,Miraguaí,134002
RS,4312351,Montauri,2072
RS,4312377,Monte Alegre dos Campos,73121
RS,4312385,Monte Belo do Sul,5965
RS,4312401,Montenegro,1170886
RS,4312427,Mormaço,67275
RS,4312443,Morrinhos do Sul,46307
RS,4312450,Morro Redondo,205846
RS,4312476,Morro Reuter,32522
RS,4312500,Mostardas,392436
RS,4312609,Muçum,35885
RS,4312617,Muitos Capões,59135
RS,4312625,Muliterno,42277
RS,4312658,Não-Me-Toque,117845
RS,4312674,Nicolau Vergueiro,42343
RS,4312708,Nonoai,320281
RS,4312757,Nova Alvorada,28469
RS,4312807,Nova Araçá,16477
RS,4312906,Nova Bassano,37116
RS,4312955,Nova Boa Vista,5.52
RS,4313003,Nova Bréscia,14046
RS,4313011,Nova Candelária,9219
RS,4313037,Nova Esperança do Sul,80305
RS,4313060,Nova Hartz,271.7
RS,4313086,Nova Pádua,6.76
RS,4313102,Nova Palma,85276
RS,4313201,Nova Petrópolis,76829
RS,4313300,Nova Prata,238665
RS,4313334,Nova Ramada,17626
RS,4313359,Nova Roma do Sul,3.6
RS,4313375,Nova Santa Rita,1061613
RS,4313391,Novo Cabrais,73575
RS,4313409,Novo Hamburgo,3265132
RS,4313425,Novo Machado,86931
RS,4313441,Novo Tiradentes,57739
RS,4313466,Novo Xingu,16484
RS,4313490,Novo Barreiro,179294
RS,4313508,Osório,1082834
RS,4313607,Paim Filho,59744
RS,4313656,Palmares do Sul,599.65
RS,4313706,Palmeira das Missões,1002877
RS,4313805,Palmitinho,228513
RS,4313904,Panambi,403079
RS,4313953,Pantano Grande,415228
RS,4314001,Paraí,19539
RS,4314027,Paraíso do Sul,212471
RS,4314035,Pareci Novo,40235
RS,4314050,Parobé,1151015
RS,4314068,Passa Sete,86945
RS,4314076,Passo do Sobrado,92427
RS,4314100,Passo Fundo,3699585
RS,4314134,Paulo Bento,8279
RS,4314159,Paverama,115.43
RS,4314175,Pedras Altas,92516
RS,4314209,Pedro Osório,400095
RS,4314308,Pejuçara,58067
RS,4314407,Pelotas,7283941
RS,4314423,Picada Café,7452
RS,4314456,Pinhal,14375
RS,4314464,Pinhal da Serra,60225
RS,4314472,Pinhal Grande,80059
RS,4314498,Pinheirinho do Vale,133461
RS,4314506,Pinheiro Machado,642047
RS,4314548,Pinto Bandeira,9074
RS,4314555,Pirapó,66733
RS,4314605,Piratini,500723
RS,4314704,Planalto,250653
RS,4314753,Poço das Antas,3.6
RS,4314779,Pontão,48864
RS,4314787,Ponte Preta,7.2
RS,4314803,Portão,556.36
RS,4314902,Porto Alegre,31158297
RS,4315008,Porto Lucena,82424
RS,4315057,Porto Mauá,50294
RS,4315073,Porto Vera Cruz,22.96
RS,4315107,Porto Xavier,229923
RS,4315131,Pouso Novo,24.88
RS,4315149,Presidente Lucena,28558
RS,4315156,Progresso,111725
RS,4315172,Protásio Alves,11551
RS,4315206,Putinga,43073
RS,4315305,Quaraí,721667
RS,4315313,Quatro Irmãos,23859
RS,4315321,Quevedos,88266
RS,4315354,Quinze de Novembro,17716
RS,4315404,Redentora,554174
RS,4315453,Relvado,15352
RS,4315503,Restinga Seca,390881
RS,4315552,Rio dos Índios,110473
RS,4315602,Rio Grande,3679038
RS,4315701,Rio Pardo,1534366
RS,4315750,Riozinho,78237
RS,4315800,Roca Sales,107557
RS,4315909,Rodeio Bonito,131136
RS,4315958,Rolador,50118
RS,4316006,Rolante,282801
RS,4316105,Ronda Alta,202316
RS,4316204,Rondinha,76459
RS,4316303,Roque Gonzales,131.04
RS,4316402,Rosário do Sul,1777516
RS,4316428,Sagrada Família,86666
RS,4316436,Saldanha Marinho,27982
RS,4316451,Salto do Jacuí,647722
RS,4316477,Salvador das Missões,12703
RS,4316501,Salvador do Sul,20554
RS,4316600,Sananduva,55986
RS,4316709,Santa Bárbara do Sul,179369
RS,4316733,Santa Cecília do Sul,16523
RS,4316758,Santa Clara do Sul,15163
RS,4316808,Santa Cruz do Sul,1974.62
RS,4316907,Santa Maria,5223045
RS,4316956,Santa Maria do Herval,29376
RS,4316972,Santa Margarida do Sul,92528
RS,4317004,Santana da Boa Vista,322819
RS,4317103,Santana do Livramento,3110099
RS,4317202,Santa Rosa,670453
RS,4317251,Santa Tereza,6777
RS,4317301,Santa Vitória do Palmar,809.67
RS,4317400,Santiago,728522
RS,4317509,Santo Ângelo,1287492
RS,4317558,Santo Antônio do Palma,11.36
RS,4317608,Santo Antônio da Patrulha,962124
RS,4317707,Santo Antônio das Missões,453.32
RS,4317756,Santo Antônio do Planalto,23216
RS,4317806,Santo Augusto,277.47
RS,4317905,Santo Cristo,128371
RS,4317954,Santo Expedito do Sul,22306
RS,4318002,São Borja,882606
RS,4318051,São Domingos do Sul,4
RS,4318101,São Francisco de Assis,620542
RS,4318200,São Francisco de Paula,418812
RS,4318309,São Gabriel,1167.05
RS,4318408,São Jerônimo,661694
RS,4318424,São João da Urtiga,33.52
RS,4318432,São João do Polêsine,42972
RS,4318440,São Jorge,12562
RS,4318457,São José das Missões,102714
RS,4318465,São José do Herval,93.83
RS,4318481,São José do Hortêncio,10847
RS,4318499,São José do Inhacorá,8207
RS,4318507,São José do Norte,624377
RS,4318606,São José do Ouro,108542
RS,4318614,São José do Sul,12175
RS,4318622,São José dos Ausentes,106956
RS,4318705,São Leopoldo,5393399
RS,4318804,São Lourenço do Sul,765.98
RS,4318903,São Luiz Gonzaga,662462
RS,4319000,São Marcos,173774
RS,4319109,São Martinho,49286
RS,4319125,São Martinho da Serra,140387
RS,4319158,São Miguel das Missões,318.44
RS,4319208,São Nicolau,397597
RS,4319307,São Paulo das Missões,110739
RS,4319356,São Pedro da Serra,4309
RS,4319364,São Pedro das Missões,44697
RS,4319372,São Pedro do Butiá,20462
RS,4319406,São Pedro do Sul,556238
RS,4319505,São Sebastião do Caí,377229
RS,4319604,São Sepé,468364
RS,4319703,São Valentim,39431
RS,4319711,São Valentim do Sul,6822
RS,4319737,São Valério do Sul,130258
RS,4319752,São Vendelino,4.88
RS,4319802,São Vicente do Sul,298437
RS,4319901,Sapiranga,1314498
RS,4320008,Sapucaia do Sul,3421047
RS,4320107,Sarandi,365946
RS,4320206,Seberi,190829
RS,4320230,Sede Nova,54.25
RS,4320263,Segredo,181073
RS,4320305,Selbach,59311
RS,4320321,Senador Salgado Filho,49521
RS,4320354,Sentinela do Sul,162381
RS,4320404,Serafina Corrêa,83.78
RS,4320453,Sério,21576
RS,4320503,Sertão,103095
RS,4320552,Sertão Santana,100397
RS,4320578,Sete de Setembro,39008
RS,4320602,Severiano de Almeida,17596
RS,4320651,Silveira Martins,42433
RS,4320677,Sinimbu,211889
RS,4320701,Sobradinho,288211
RS,4320800,Soledade,920467
RS,4320859,Tabaí,70347
RS,4320909,Tapejara,324937
RS,4321006,Tapera,74329
RS,4321105,Tapes,323377
RS,4321204,Taquara,789881
RS,4321303,Taquari,577.62
RS,4321329,Taquaruçu do Sul,37091
RS,4321352,Tavares,185022
RS,4321402,Tenente Portela,462.77
RS,4321436,Terra de Areia,332629
RS,4321451,Teutônia,182832
RS,4321469,Tio Hugo,24
RS,4321477,Tiradentes do Sul,55799
RS,4321493,Toropi,51393
RS,4321501,Torres,880813
RS,4321600,Tramandaí,1153186
RS,4321626,Travesseiro,5567
RS,4321634,Três Arroios,4.8
RS,4321667,Três Cachoeiras,104561
RS,4321709,Três Coroas,228843
RS,4321808,Três de Maio,398412
RS,4321832,Três Forquilhas,80527
RS,4321857,Três Palmeiras,129587
RS,4321907,Três Passos,441897
RS,4321956,Trindade do Sul,118326
RS,4322004,Triunfo,822475
RS,4322103,Tucunduva,74694
RS,4322152,Tunas,167792
RS,4322186,Tupanci do Sul,20474
RS,4322202,Tupanciretã,791024
RS,4322251,Tupandi,20736
RS,4322301,Tuparendi,85435
RS,4322327,Turuçu,72001
RS,4322343,Ubiretama,23622
RS,4322350,União da Serra,6.8
RS,4322376,Unistalda,98908
RS,4322400,Uruguaiana,3679466
RS,4322509,Vacaria,1373974
RS,4322525,Vale Verde,75866
RS,4322533,Vale do Sol,146649
RS,4322541,Vale Real,11344
RS,4322558,Vanini,12875
RS,4322608,Venâncio Aires,1178901
RS,4322707,Vera Cruz,433697
RS,4322806,Veranópolis,123299
RS,4322855,Vespasiano Correa,3.04
RS,4322905,Viadutos,45354
RS,4323002,Viamão,7264939
RS,4323101,Vicente Dutra,273123
RS,4323200,Victor Graeff,18588
RS,4323309,Vila Flores,9717
RS,4323358,Vila Lângaro,8129
RS,4323408,Vila Maria,28493
RS,4323457,Vila Nova do Sul,258721
RS,4323507,Vista Alegre,35217
RS,4323606,Vista Alegre do Prata,6648
RS,4323705,Vista Gaúcha,59799
RS,4323754,Vitória das Missões,80401
RS,4323770,Westfalia,5706
RS,4323804,Xangri-lá,341478
RS,4399919,Santa Cristina do Pinhal,
RS,4399929,Santa Izabel,
SC,4200051,Abdon Batista,66373
SC,4200101,Abelardo Luz,643092
SC,4200200,Agrolândia,66636
SC,4200309,Agronômica,16495
SC,4200408,Água Doce,33436
SC,4200507,Águas de Chapecó,117712
SC,4200556,Águas Frias,20.94
SC,4200606,Águas Mornas,29028
SC,4200705,Alfredo Wagner,199458
SC,4200754,Alto Bela Vista,9861
SC,4200804,Anchieta,57181
SC,4200903,Angelina,53444
SC,4201000,Anita Garibaldi,373708
SC,4201109,Anitápolis,72844
SC,4201208,Antônio Carlos,94766
SC,4201257,Apiúna,53426
SC,4201273,Arabutã,28187
SC,4201307,Araquari,850616
SC,4201406,Araranguá,716338
SC,4201505,Armazém,116301
SC,4201604,Arroio Trinta,15661
SC,4201653,Arvoredo,17571
SC,4201703,Ascurra,64604
SC,4201802,Atalanta,15368
SC,4201901,Aurora,22945
SC,4201950,Balneário Arroio do Silva,367261
SC,4202008,Balneário Camboriú,1146981
SC,4202057,Balneário Barra do Sul,354143
SC,4202073,Balneário Gaivota,313626
SC,4202081,Bandeirante,44.8
SC,4202099,Barra Bonita,25476
SC,4202107,Barra Velha,742442
SC,4202131,Bela Vista do Toldo,177111
SC,4202156,Belmonte,34969
SC,4202206,Benedito Novo,55048
SC,4202305,Biguaçu,1229511
SC,4202404,Blumenau,2355.65
SC,4202438,Bocaina do Sul,130451
SC,4202453,Bombinhas,417998
SC,4202503,Bom Jardim da Serra,163412
SC,4202537,Bom Jesus,79662
SC,4202578,Bom Jesus do Oeste,27686
SC,4202602,Bom Retiro,290503
SC,4202701,Botuverá,50121
SC,4202800,Braço do Norte,316172
SC,4202859,Braço do Trombudo,19601
SC,4202875,Brunópolis,68731
SC,4202909,Brusque,1218613
SC,4203006,Caçador,828808
SC,4203105,Caibi,120.47
SC,4203154,Calmon,138261
SC,4203204,Camboriú,1077.89
SC,4203253,Capão Alto,45953
SC,4203303,Campo Alegre,128133
SC,4203402,Campo Belo do Sul,227977
SC,4203501,Campo Erê,308354
SC,4203600,Campos Novos,162956
SC,4203709,Canelinha,361.6
SC,4203808,Canoinhas,802786
SC,4203907,Capinzal,114234
SC,4203956,Capivari de Baixo,114753
SC,4204004,Catanduvas,201606
SC,4204103,Caxambu do Sul,110045
SC,4204152,Celso Ramos,62478
SC,4204178,Cerro Negro,132827
SC,4204194,Chapadão do Lageado,21255
SC,4204202,Chapecó,2324181
SC,4204251,Cocal do Sul,99592
SC,4204301,Concórdia,450367
SC,4204350,Cordilheira Alta,48733
SC,4204400,Coronel Freitas,123565
SC,4204459,Coronel Martins,23.65
SC,4204509,Corupá,129501
SC,4204558,Correia Pinto,358869
SC,4204608,Criciúma,1944679
SC,4204707,Cunha Porã,61345
SC,4204756,Cunhataí,3727
SC,4204806,Curitibanos,881764
SC,4204905,Descanso,59638
SC,4205001,Dionísio Cerqueira,226481
SC,4205100,Dona Emma,15869
SC,4205159,Doutor Pedrinho,15452
SC,4205175,Entre Rios,165012
SC,4205191,Ermo,50272
SC,4205209,Erval Velho,16377
SC,4205308,Faxinal dos Guedes,101012
SC,4205357,Flor do Sertão,12881
SC,4205407,Florianópolis,5838475
SC,4205431,Formosa do Sul,43875
SC,4205456,Forquilhinha,231595
SC,4205506,Fraiburgo,654777
SC,4205555,Frei Rogério,58706
SC,4205605,Galvão,73351
SC,4205704,Garopaba,597588
SC,4205803,Garuva,215458
SC,4205902,Gaspar,351897
SC,4206009,Governador Celso Ramos,293.75
SC,4206108,Grão Pará,95613
SC,4206207,Gravatal,126.64
SC,4206306,Guabiruba,200632
SC,4206405,Guaraciaba,36.48
SC,4206504,Guaramirim,629752
SC,4206603,Guarujá do Sul,36575
SC,4206652,Guatambú,102651
SC,4206702,Herval d'Oeste,60692
SC,4206751,Ibiam,37744
SC,4206801,Ibicaré,26778
SC,4206900,Ibirama,115579
SC,4207007,Içara,731098
SC,4207106,Ilhota,204802
SC,4207205,Imaruí,277207
SC,4207304,Imbituba,739124
SC,4207403,Imbuia,42819
SC,4207502,Indaial,286421
SC,4207577,Iomerê,10172
SC,4207601,Ipira,36362
SC,4207650,Iporã do Oeste,74418
SC,4207684,Ipuaçu,357.79
SC,4207700,Ipumirim,19813
SC,4207759,Iraceminha,35314
SC,4207809,Irani,79.51
SC,4207858,Irati,33615
SC,4207908,Irineópolis,273.38
SC,4208005,Itá,129501
SC,4208104,Itaiópolis,343.58
SC,4208203,Itajaí,2419411
SC,4208302,Itapema,893678
SC,4208401,Itapiranga,43447
SC,4208450,Itapoá,497295
SC,4208500,Ituporanga,162129
SC,4208609,Jaborá,48834
SC,4208708,Jacinto Machado,136389
SC,4208807,Jaguaruna,234129
SC,4208906,Jaraguá do Sul,1022458
SC,4208955,Jardinópolis,25708
SC,4209003,Joaçaba,221.51
SC,4209102,Joinville,5762633
SC,4209151,José Boiteux,107019
SC,4209177,Jupiá,53.6
SC,4209201,Lacerdópolis,4527
SC,4209300,Lages,3640952
