UF,COD,MUN,OPERACOES_CREDITO
CE,2309300,Nova Russas,63702.0884837164
CE,2309409,Novo Oriente,461.0585870801
CE,2309458,Ocara,
CE,2309508,Orós,
CE,2309607,Pacajus,167107.989272927
CE,2309706,Pacatuba,127868.011719087
CE,2309805,Pacoti,
CE,2309904,Pacujá,
CE,2310001,Palhano,
CE,2310100,Palmácia,
CE,2310209,Paracuru,25453.6720341718
CE,2310258,Paraipaba,371.4989490897
CE,2310298,Cococi,
CE,2310308,Parambu,839.1297612419
CE,2310407,Paramoti,
CE,2310506,Pedra Branca,388.3156371031
CE,2310605,Penaforte,
CE,2310704,Pentecoste,38973.0903489207
CE,2310803,Pereiro,
CE,2310852,Pindoretama,
CE,2310902,Piquet Carneiro,
CE,2310951,Pires Ferreira,
CE,2311009,Poranga,
CE,2311108,Porteiras,
CE,2311207,Potengi,
CE,2311231,Potiretama,
CE,2311264,Quiterianópolis,
CE,2311306,Quixadá,164379.961510122
CE,2311355,Quixelô,
CE,2311405,Quixeramobim,110158.348602647
CE,2311504,Quixeré,19063.492477305
CE,2311603,Redenção,84324.9396955687
CE,2311702,Reriutaba,
CE,2311801,Russas,147293.266661591
CE,2311900,Saboeiro,
CE,2311959,Salitre,
CE,2312007,Santana do Acaraú,16059.0024763948
CE,2312106,Santana do Cariri,385.3058284172
CE,2312205,Santa Quitéria,59493.7752041218
CE,2312304,São Benedito,67494.3577331764
CE,2312403,São Gonçalo do Amarante,78064.1775368399
CE,2312502,São João do Jaguaribe,
CE,2312601,São Luís do Curu,
CE,2312700,Senador Pompeu,71991.8462907329
CE,2312809,Senador Sá,
CE,2312908,Sobral,668290.402888348
CE,2313005,Solonópole,35186.9754778553
CE,2313104,Tabuleiro do Norte,27745.7863916362
CE,2313203,Tamboril,22858.8297277108
CE,2313252,Tarrafas,
CE,2313302,Tauá,100839.444054535
CE,2313351,Tejuçuoca,
CE,2313401,Tianguá,178669.655891756
CE,2313500,Trairi,83452.0470477066
CE,2313559,Tururu,
CE,2313609,Ubajara,27522.7577741106
CE,2313708,Umari,
CE,2313757,Umirim,
CE,2313807,Uruburetama,19055.8264127627
CE,2313906,Uruoca,
CE,2313955,Varjota,648.184767982
CE,2314003,Várzea Alegre,53660.1704845439
CE,2314102,Viçosa do Ceará,26967.5349224068
CE,2399919,Entre Rios,
CE,2399929,Mecejana,
CE,2399939,Vertentes,
DF,5300108,Brasília,90292397.6985533
ES,3200102,Afonso Cláudio,97938.7060399723
ES,3200136,Águia Branca,6431.4689341128
ES,3200169,Água Doce do Norte,6705.1270053519
ES,3200201,Alegre,120129.580070046
ES,3200300,Alfredo Chaves,52215.9444797265
ES,3200359,Alto Rio Novo,5817.1616871275
ES,3200409,Anchieta,98968.232124596
ES,3200508,Apiacá,3960.0270336326
ES,3200607,Aracruz,323982.352491008
ES,3200706,Atilio Vivacqua,7053.1000926542
ES,3200805,Baixo Guandu,180196.442712098
ES,3200904,Barra de São Francisco,209018.383814825
ES,3201001,Boa Esperança,34427.6006151295
ES,3201100,Bom Jesus do Norte,8322.0580114973
ES,3201159,Brejetuba,38898.3727999324
ES,3201209,Cachoeiro de Itapemirim,738190.69553889
ES,3201308,Cariacica,771751.625265063
ES,3201407,Castelo,159361.7174201
ES,3201506,Colatina,577403.581029075
ES,3201605,Conceição da Barra,66217.1163867941
ES,3201704,Conceição do Castelo,39612.6105956921
ES,3201803,Divino de São Lourenço,
ES,3201902,Domingos Martins,101520.379251324
ES,3202009,Dores do Rio Preto,6719.8282078301
ES,3202108,Ecoporanga,126161.619520504
ES,3202207,Fundão,7682.1916739176
ES,3202256,Governador Lindenberg,
ES,3202306,Guaçuí,105341.136893479
ES,3202405,Guarapari,325458.701498312
ES,3202454,Ibatiba,77212.3662383173
ES,3202504,Ibiraçu,24743.9412945647
ES,3202553,Ibitirama,6526.8644244441
ES,3202603,Iconha,73092.5913881838
ES,3202652,Irupi,9000.0945336901
ES,3202702,Itaguaçu,80312.337924109
ES,3202801,Itapemirim,63324.0151218755
ES,3202900,Itarana,33492.1329114688
ES,3203007,Iúna,152617.024053436
ES,3203056,Jaguaré,114635.758205354
ES,3203106,Jerônimo Monteiro,12111.7812402067
ES,3203130,João Neiva,71354.8926288942
ES,3203163,Laranja da Terra,4443.0770444913
ES,3203205,Linhares,841882.679103114
ES,3203304,Mantenópolis,7613.5659357062
ES,3203320,Marataízes,81917.8741857264
ES,3203346,Marechal Floriano,66207.3672143649
ES,3203353,Marilândia,91283.077020786
ES,3203403,Mimoso do Sul,68504.9993356523
ES,3203502,Montanha,186516.195633449
ES,3203601,Mucurici,4286.3709767889
ES,3203700,Muniz Freire,22080.6841421421
ES,3203809,Muqui,53940.8930086166
ES,3203908,Nova Venécia,255364.428231212
ES,3204005,Pancas,33355.025821856
ES,3204054,Pedro Canário,45428.6412528074
ES,3204104,Pinheiros,141325.107436188
ES,3204203,Piúma,28354.1116493274
ES,3204252,Ponto Belo,4907.5615367917
ES,3204302,Presidente Kennedy,186700.291441483
ES,3204351,Rio Bananal,8438.5449144912
ES,3204401,Rio Novo do Sul,7314.8532526364
ES,3204500,Santa Leopoldina,33638.3477460456
ES,3204559,Santa Maria de Jetibá,191083.146060108
ES,3204609,Santa Teresa,146537.883000324
ES,3204658,São Domingos do Norte,
ES,3204708,São Gabriel da Palha,243836.523623933
ES,3204807,São José do Calçado,29969.1131226475
ES,3204906,São Mateus,367011.352778761
ES,3204955,São Roque do Canaã,41392.6851335894
ES,3205002,Serra,1497023.9633402
ES,3205010,Sooretama,44422.3373801342
ES,3205036,Vargem Alta,53754.1369829914
ES,3205069,Venda Nova do Imigrante,127332.212831158
ES,3205101,Viana,79877.4343513666
ES,3205150,Vila Pavão,
ES,3205176,Vila Valério,48965.2999072136
ES,3205200,Vila Velha,1570587.53575207
ES,3205309,Vitória,5618361.62436563
ES,3299919,Riacho,
ES,3299929,Ponte do Itabapoana,
GO,5200050,Abadia de Goiás,
GO,5200100,Abadiânia,23106.3332221479
GO,5200134,Acreúna,174394.700661212
GO,5200159,Adelândia,
GO,5200175,Água Fria de Goiás,
GO,5200209,Água Limpa,
GO,5200258,Águas Lindas de Goiás,369704.108156477
GO,5200308,Alexânia,102556.017710906
GO,5200506,Aloândia,
GO,5200555,Alto Horizonte,
GO,5200605,Alto Paraíso de Goiás,9156.634337793
GO,5200803,Alvorada do Norte,110146.185545275
GO,5200829,Amaralina,
GO,5200852,Americano do Brasil,
GO,5200902,Amorinópolis,
GO,5201108,Anápolis,2923428.55315047
GO,5201207,Anhanguera,
GO,5201306,Anicuns,170203.292014325
GO,5201405,Aparecida de Goiânia,1245711.4897243
GO,5201454,Aparecida do Rio Doce,
GO,5201504,Aporé,
GO,5201603,Araçu,
GO,5201702,Aragarças,86988.7988972356
GO,5201801,Aragoiânia,
GO,5202155,Araguapaz,6316.4954674098
GO,5202353,Arenópolis,
GO,5202502,Aruanã,5460.5463929397
GO,5202601,Aurilândia,1408.7160377956
GO,5202809,Avelinópolis,
GO,5203104,Baliza,
GO,5203203,Barro Alto,11229.5668923803
GO,5203302,Bela Vista de Goiás,115599.543662753
GO,5203401,Bom Jardim de Goiás,57285.9844938722
GO,5203500,Bom Jesus de Goiás,371103.524808634
GO,5203559,Bonfinópolis,
GO,5203575,Bonópolis,
GO,5203609,Brazabrantes,
GO,5203807,Britânia,2476.6726408263
GO,5203906,Buriti Alegre,86838.5005411491
GO,5203939,Buriti de Goiás,
GO,5203962,Buritinópolis,
GO,5204003,Cabeceiras,2541.2389219963
GO,5204102,Cachoeira Alta,52206.8660496603
GO,5204201,Cachoeira de Goiás,
GO,5204250,Cachoeira Dourada,465.9060460758
GO,5204300,Caçu,87782.4091852327
GO,5204409,Caiapônia,256516.690980026
GO,5204508,Caldas Novas,680382.464828123
GO,5204557,Caldazinha,
GO,5204607,Campestre de Goiás,
GO,5204656,Campinaçu,
GO,5204706,Campinorte,87401.4572754423
GO,5204805,Campo Alegre de Goiás,80978.1873244617
GO,5204854,Campo Limpo de Goiás,
GO,5204904,Campos Belos,157181.947376789
GO,5204953,Campos Verdes,1804.0160586833
GO,5205000,Carmo do Rio Verde,1731.4813757415
GO,5205059,Castelândia,1869.3432145886
GO,5205109,Catalão,1142928.46575802
GO,5205208,Caturaí,
GO,5205307,Cavalcante,35884.009803965
GO,5205406,Ceres,379477.723959992
GO,5205455,Cezarina,3322.9421110575
GO,5205471,Chapadão do Céu,517870.592117485
GO,5205497,Cidade Ocidental,176381.541486465
GO,5205513,Cocalzinho de Goiás,25942.5172065431
GO,5205521,Colinas do Sul,
GO,5205703,Córrego do Ouro,
GO,5205802,Corumbá de Goiás,102065.226816885
GO,5205901,Corumbaíba,160297.742981891
GO,5206206,Cristalina,370209.901715134
GO,5206305,Cristianópolis,
GO,5206404,Crixás,104373.856400205
GO,5206503,Cromínia,
GO,5206602,Cumari,
GO,5206701,Damianópolis,
GO,5206800,Damolândia,
GO,5206909,Davinópolis,
GO,5207105,Diorama,
GO,5207253,Doverlândia,87337.2834638742
GO,5207352,Edealina,
GO,5207402,Edéia,255240.455090885
GO,5207501,Estrela do Norte,
GO,5207535,Faina,
GO,5207600,Fazenda Nova,96865.7400897043
GO,5207808,Firminópolis,102688.236213159
GO,5207907,Flores de Goiás,
GO,5208004,Formosa,941911.333902006
GO,5208103,Formoso,2762.0947367984
GO,5208152,Gameleira de Goiás,
GO,5208301,Divinópolis de Goiás,
GO,5208400,Goianápolis,23616.616335526
GO,5208509,Goiandira,126149.286261711
GO,5208608,Goianésia,558982.296143351
GO,5208707,Goiânia,21065277.3920905
GO,5208806,Goianira,84686.9082401232
GO,5208905,Goiás,225522.605207701
GO,5209101,Goiatuba,350408.465315538
GO,5209150,Gouvelândia,
GO,5209200,Guapó,69846.3278615166
GO,5209291,Guaraíta,
GO,5209408,Guarani de Goiás,
GO,5209457,Guarinos,
GO,5209606,Heitoraí,
GO,5209705,Hidrolândia,23941.9928870549
GO,5209804,Hidrolina,
GO,5209903,Iaciara,
GO,5209937,Inaciolândia,44992.0308529559
GO,5209952,Indiara,87929.5502830727
GO,5210000,Inhumas,383833.675815618
GO,5210109,Ipameri,264460.523367229
GO,5210158,Ipiranga de Goiás,
GO,5210208,Iporá,515377.448441918
GO,5210307,Israelândia,
GO,5210406,Itaberaí,460789.930480404
GO,5210562,Itaguari,
GO,5210604,Itaguaru,37327.3178586991
GO,5210802,Itajá,
GO,5210901,Itapaci,141937.590596473
GO,5211008,Itapirapuã,84833.1121363052
GO,5211206,Itapuranga,272682.014652916
GO,5211305,Itarumã,110068.462125423
GO,5211404,Itauçu,5582.6849457077
GO,5211503,Itumbiara,985967.870361618
GO,5211602,Ivolândia,
GO,5211701,Jandaia,69917.4024875338
GO,5211800,Jaraguá,236445.942552173
GO,5211909,Jataí,1749989.92626502
GO,5212006,Jaupaci,
GO,5212055,Jesúpolis,
GO,5212105,Joviânia,210108.351530745
GO,5212204,Jussara,301253.259562561
GO,5212253,Lagoa Santa,
GO,5212303,Leopoldo de Bulhões,2410.7675001449
GO,5212501,Luziânia,662366.500407905
GO,5212600,Mairipotaba,
GO,5212709,Mambaí,
GO,5212808,Mara Rosa,145798.611594451
GO,5212907,Marzagão,
GO,5212956,Matrinchã,110035.472802076
GO,5213004,Maurilândia,48723.5631344629
GO,5213053,Mimoso de Goiás,
GO,5213087,Minaçu,176127.656095024
GO,5213103,Mineiros,827125.174519654
GO,5213400,Moiporá,
GO,5213509,Monte Alegre de Goiás,
GO,5213707,Montes Claros de Goiás,
GO,5213756,Montividiu,153282.380788491
GO,5213772,Montividiu do Norte,
GO,5213806,Morrinhos,458652.59747071
GO,5213855,Morro Agudo de Goiás,
GO,5213905,Mossâmedes,2115.3201466613
GO,5214002,Mozarlândia,221317.167850842
GO,5214051,Mundo Novo,5926.4629398744
GO,5214101,Mutunópolis,
GO,5214408,Nazário,3672.5117664505
GO,5214507,Nerópolis,214633.412718592
GO,5214606,Niquelândia,185582.415505323
GO,5214705,Nova América,
GO,5214804,Nova Aurora,
GO,5214838,Nova Crixás,228338.694485959
GO,5214861,Nova Glória,3648.6896929347
GO,5214879,Nova Iguaçu de Goiás,
GO,5214903,Nova Roma,
GO,5215009,Nova Veneza,6786.1196926123
GO,5215207,Novo Brasil,
GO,5215231,Novo Gama,213963.622433397
GO,5215256,Novo Planalto,
GO,5215306,Orizona,214979.753797405
GO,5215405,Ouro Verde de Goiás,
GO,5215504,Ouvidor,3026.5943089221
GO,5215603,Padre Bernardo,138027.202435529
GO,5215652,Palestina de Goiás,
GO,5215702,Palmeiras de Goiás,416812.667192405
GO,5215801,Palmelo,
GO,5215900,Palminópolis,
GO,5216007,Panamá,
GO,5216304,Paranaiguara,5209.7994457057
GO,5216403,Paraúna,226594.656708172
GO,5216452,Perolândia,
GO,5216809,Petrolina de Goiás,20093.1139447305
GO,5216908,Pilar de Goiás,
GO,5217104,Piracanjuba,256450.917537617
GO,5217203,Piranhas,307072.477667892
GO,5217302,Pirenópolis,80429.4780680345
GO,5217401,Pires do Rio,285812.847808516
GO,5217609,Planaltina,170273.848160433
GO,5217708,Pontalina,273760.984906803
GO,5218003,Porangatu,486452.432658244
GO,5218052,Porteirão,
GO,5218102,Portelândia,
GO,5218300,Posse,454356.618645552
GO,5218391,Professor Jamil,
GO,5218508,Quirinópolis,291428.981052612
GO,5218607,Rialma,46517.2565456064
GO,5218706,Rianápolis,
GO,5218789,Rio Quente,
GO,5218805,Rio Verde,4118495.34891478
GO,5218904,Rubiataba,226326.804299305
GO,5219001,Sanclerlândia,181215.943976746
GO,5219100,Santa Bárbara de Goiás,2358.8503786073
GO,5219209,Santa Cruz de Goiás,
GO,5219258,Santa Fé de Goiás,
GO,5219308,Santa Helena de Goiás,355037.019906081
GO,5219357,Santa Isabel,
GO,5219407,Santa Rita do Araguaia,974.3904498292
GO,5219456,Santa Rita do Novo Destino,
GO,5219506,Santa Rosa de Goiás,
GO,5219605,Santa Tereza de Goiás,
GO,5219704,Santa Terezinha de Goiás,143028.141110062
GO,5219712,Santo Antônio da Barra,
GO,5219738,Santo Antônio de Goiás,
GO,5219753,Santo Antônio do Descoberto,90891.551183606
GO,5219803,São Domingos,53861.8276665025
GO,5219902,São Francisco de Goiás,
GO,5220009,São João d'Aliança,5318.7751718263
GO,5220058,São João da Paraúna,
GO,5220108,São Luís de Montes Belos,302724.979878763
GO,5220157,São Luíz do Norte,
GO,5220207,São Miguel do Araguaia,340101.03922425
GO,5220264,São Miguel do Passa Quatro,
GO,5220280,São Patrício,
GO,5220405,São Simão,95449.4533701682
GO,5220454,Senador Canedo,296008.119913719
GO,5220504,Serranópolis,173503.446386469
GO,5220603,Silvânia,354742.973104655
GO,5220686,Simolândia,
GO,5220702,Sítio d'Abadia,
GO,5221007,Taquaral de Goiás,
GO,5221080,Teresina de Goiás,
GO,5221197,Terezópolis de Goiás,
GO,5221304,Três Ranchos,
GO,5221403,Trindade,479132.318037756
GO,5221452,Trombas,
GO,5221502,Turvânia,
GO,5221551,Turvelândia,
GO,5221577,Uirapuru,
GO,5221601,Uruaçu,453981.305696998
GO,5221700,Uruana,62786.7185489437
GO,5221809,Urutaí,
GO,5221858,Valparaíso de Goiás,494329.318132053
GO,5221908,Varjão,
GO,5222005,Vianópolis,228504.924832696
GO,5222054,Vicentinópolis,114450.223779649
GO,5222203,Vila Boa,
GO,5222302,Vila Propício,
MA,2100055,Açailândia,417222.15431122
MA,2100105,Afonso Cunha,
MA,2100154,Água Doce do Maranhão,
MA,2100204,Alcântara,123.0464395283
MA,2100303,Aldeias Altas,
MA,2100402,Altamira do Maranhão,
MA,2100436,Alto Alegre do Maranhão,
MA,2100477,Alto Alegre do Pindaré,1212.4282950278
MA,2100501,Alto Parnaíba,31150.6933944752
MA,2100550,Amapá do Maranhão,
MA,2100600,Amarante do Maranhão,64152.0196606349
MA,2100709,Anajatuba,129.4270239253
MA,2100808,Anapurus,
MA,2100832,Apicum-Açu,197.7368612978
MA,2100873,Araguanã,
MA,2100907,Araioses,27480.75521353
MA,2100956,Arame,1197.0664135096
MA,2101004,Arari,578.3041771304
MA,2101103,Axixá,
MA,2101202,Bacabal,339834.894080027
MA,2101251,Bacabeira,
MA,2101301,Bacuri,
MA,2101350,Bacurituba,
MA,2101400,Balsas,1494915.0172149
MA,2101509,Barão de Grajaú,
MA,2101608,Barra do Corda,173831.912378198
MA,2101707,Barreirinhas,71961.266039435
MA,2101731,Belágua,
MA,2101772,Bela Vista do Maranhão,
MA,2101806,Benedito Leite,
MA,2101905,Bequimão,324.0250034796
MA,2101939,Bernardo do Mearim,
MA,2101970,Boa Vista do Gurupi,
MA,2102002,Bom Jardim,46700.7739313285
MA,2102036,Bom Jesus das Selvas,
MA,2102077,Bom Lugar,
MA,2102101,Brejo,29449.8495872199
MA,2102150,Brejo de Areia,
MA,2102200,Buriti,20706.1374617137
MA,2102309,Buriti Bravo,1227.777925544
MA,2102325,Buriticupu,145227.667644347
MA,2102358,Buritirana,
MA,2102374,Cachoeira Grande,
MA,2102408,Cajapió,
MA,2102507,Cajari,
MA,2102556,Campestre do Maranhão,643.1224789143
MA,2102606,Cândido Mendes,566.625471876
MA,2102705,Cantanhede,22817.6479842686
MA,2102754,Capinzal do Norte,
MA,2102804,Carolina,56591.131283666
MA,2102903,Carutapera,36190.3382349614
MA,2103000,Caxias,488965.717856278
MA,2103109,Cedral,
MA,2103125,Central do Maranhão,
MA,2103158,Centro do Guilherme,
MA,2103174,Centro Novo do Maranhão,
MA,2103208,Chapadinha,315726.312941961
MA,2103257,Cidelândia,
MA,2103307,Codó,173213.91145409
MA,2103406,Coelho Neto,35057.5812691141
MA,2103505,Colinas,143988.692302915
MA,2103554,Conceição do Lago-Açu,
MA,2103604,Coroatá,73240.1774599202
MA,2103703,Cururupu,72707.0729173736
MA,2103752,Davinópolis,
MA,2103802,Dom Pedro,36601.0307648724
MA,2103901,Duque Bacelar,162.8158174467
MA,2104008,Esperantinópolis,31536.1751122791
MA,2104057,Estreito,98284.6717130792
MA,2104073,Feira Nova do Maranhão,
MA,2104081,Fernando Falcão,
MA,2104099,Formosa da Serra Negra,5399.2887573989
MA,2104107,Fortaleza dos Nogueiras,90997.5962950183
MA,2104206,Fortuna,723.2514705292
MA,2104305,Godofredo Viana,
MA,2104404,Gonçalves Dias,
MA,2104503,Governador Archer,
MA,2104552,Governador Edison Lobão,
MA,2104602,Governador Eugênio Barros,
MA,2104628,Governador Luiz Rocha,
MA,2104651,Governador Newton Bello,
MA,2104677,Governador Nunes Freire,49496.1213880182
MA,2104701,Graça Aranha,
MA,2104800,Grajaú,216624.740473352
MA,2104909,Guimarães,
MA,2105005,Humberto de Campos,
MA,2105104,Icatu,95.3359854641
MA,2105153,Igarapé do Meio,
MA,2105203,Igarapé Grande,
MA,2105302,Imperatriz,1746949.21748911
MA,2105351,Itaipava do Grajaú,
MA,2105401,Itapecuru Mirim,60291.0787317057
MA,2105427,Itinga do Maranhão,3101.3630495977
MA,2105450,Jatobá,
MA,2105476,Jenipapo dos Vieiras,
MA,2105500,João Lisboa,66447.8403837598
MA,2105609,Joselândia,
MA,2105658,Junco do Maranhão,
MA,2105708,Lago da Pedra,201032.709005141
MA,2105807,Lago do Junco,
MA,2105906,Lago Verde,414.1875657859
MA,2105922,Lagoa do Mato,
MA,2105948,Lago dos Rodrigues,
MA,2105963,Lagoa Grande do Maranhão,
MA,2105989,Lajeado Novo,
MA,2106003,Lima Campos,
MA,2106102,Loreto,23874.5393072196
MA,2106201,Luís Domingues,
MA,2106300,Magalhães de Almeida,
MA,2106326,Maracaçumé,1796.3193666358
MA,2106359,Marajá do Sena,
MA,2106375,Maranhãozinho,
MA,2106409,Mata Roma,351.6348243125
MA,2106508,Matinha,269.2188331335
MA,2106607,Matões,
MA,2106631,Matões do Norte,
MA,2106672,Milagres do Maranhão,
MA,2106706,Mirador,
MA,2106755,Miranda do Norte,
MA,2106805,Mirinzal,
MA,2106904,Monção,
MA,2107001,Montes Altos,
MA,2107100,Morros,
MA,2107209,Nina Rodrigues,
MA,2107258,Nova Colinas,
MA,2107308,Nova Iorque,
MA,2107357,Nova Olinda do Maranhão,
MA,2107407,Olho d'Água das Cunhãs,
MA,2107456,Olinda Nova do Maranhão,
MA,2107506,Paço do Lumiar,118769.76434453
MA,2107605,Palmeirândia,
MA,2107704,Paraibano,
MA,2107803,Parnarama,350.6372427158
MA,2107902,Passagem Franca,
MA,2108009,Pastos Bons,
MA,2108058,Paulino Neves,
MA,2108108,Paulo Ramos,52818.8460437891
MA,2108207,Pedreiras,200396.901249531
MA,2108256,Pedro do Rosário,
MA,2108306,Penalva,194.3463964762
MA,2108405,Peri Mirim,
MA,2108454,Peritoró,
MA,2108504,Pindaré-Mirim,46965.515460743
MA,2108603,Pinheiro,240296.028218201
MA,2108702,Pio XII,
MA,2108801,Pirapemas,
MA,2108900,Poção de Pedras,42595.0479178133
MA,2109007,Porto Franco,137276.149503492
MA,2109056,Porto Rico do Maranhão,
MA,2109106,Presidente Dutra,215646.207872217
MA,2109205,Presidente Juscelino,
MA,2109239,Presidente Médici,
MA,2109270,Presidente Sarney,134.9697272882
MA,2109304,Presidente Vargas,
MA,2109403,Primeira Cruz,
MA,2109452,Raposa,
MA,2109502,Riachão,33095.6935473891
MA,2109551,Ribamar Fiquene,
MA,2109601,Rosário,84092.7840815045
MA,2109700,Sambaíba,
MA,2109759,Santa Filomena do Maranhão,
MA,2109809,Santa Helena,51386.1543574161
MA,2109908,Santa Inês,383396.077897493
MA,2110005,Santa Luzia,197312.449395677
MA,2110039,Santa Luzia do Paruá,34049.2984220715
MA,2110104,Santa Quitéria do Maranhão,86.8722931802
MA,2110203,Santa Rita,16892.8441801025
MA,2110237,Santana do Maranhão,
MA,2110278,Santo Amaro do Maranhão,
MA,2110302,Santo Antônio dos Lopes,
MA,2110401,São Benedito do Rio Preto,544.5299145798
MA,2110500,São Bento,60531.1200532778
MA,2110609,São Bernardo,30585.0073119361
MA,2110658,São Domingos do Azeitão,
MA,2110708,São Domingos do Maranhão,130580.517899812
MA,2110807,São Félix de Balsas,
MA,2110856,São Francisco do Brejão,
MA,2110906,São Francisco do Maranhão,
MA,2111003,São João Batista,
MA,2111029,São João do Carú,
MA,2111052,São João do Paraíso,9965.0145213871
MA,2111078,São João do Soter,
MA,2111102,São João dos Patos,165995.438584843
MA,2111201,São José de Ribamar,160416.119164417
MA,2111250,São José dos Basílios,
MA,2111300,São Luís,6788453.54044587
MA,2111409,São Luís Gonzaga do Maranhão,
MA,2111508,São Mateus do Maranhão,79626.9254236014
MA,2111532,São Pedro da Água Branca,
MA,2111573,São Pedro dos Crentes,
MA,2111607,São Raimundo das Mangabeiras,59768.027448961
MA,2111631,São Raimundo do Doca Bezerra,
MA,2111672,São Roberto,
MA,2111706,São Vicente Ferrer,587.2075928813
MA,2111722,Satubinha,
MA,2111748,Senador Alexandre Costa,
MA,2111763,Senador La Rocque,748.4141536996
MA,2111789,Serrano do Maranhão,
MA,2111805,Sítio Novo,4964.8174700151
MA,2111904,Sucupira do Norte,
MA,2111953,Sucupira do Riachão,
MA,2112001,Tasso Fragoso,30293.3595192359
MA,2112100,Timbiras,
MA,2112209,Timon,314739.700367429
MA,2112233,Trizidela do Vale,
MA,2112274,Tufilândia,
MA,2112308,Tuntum,27519.0850987057
MA,2112407,Turiaçu,541.5411076117
MA,2112456,Turilândia,
MA,2112506,Tutóia,52803.1840127203
MA,2112605,Urbano Santos,278.8883740493
MA,2112704,Vargem Grande,36171.054720175
MA,2112803,Viana,80681.9502188806
MA,2112852,Vila Nova dos Martírios,647.0515502909
MA,2112902,Vitória do Mearim,35294.4018897504
MA,2113009,Vitorino Freire,67706.573528772
MA,2114007,Zé Doca,155422.837803711
MG,3100104,Abadia dos Dourados,
MG,3100203,Abaeté,128048.906515296
MG,3100302,Abre Campo,38568.8400959528
