UF,COD,MUN,COTA_PARTE_FPM
CE,2305332,Ibicuitinga,21140682.64
CE,2305357,Icapuí,31711023.95
CE,2305407,Icó,63422048.01
CE,2305506,Iguatu,84562730.67
CE,2305605,Independência,36996194.72
CE,2305654,Ipaporanga,21140682.64
CE,2305704,Ipaumirim,21140682.64
CE,2305803,Ipu,47566535.94
CE,2305902,Ipueiras,47566535.94
CE,2306009,Iracema,26425853.33
CE,2306108,Irauçuba,36996194.72
CE,2306207,Itaiçaba,15855511.97
CE,2306256,Itaitinga,47566535.94
CE,2306306,Itapagé,58136877.3
CE,2306405,Itapipoca,95133071.98
CE,2306504,Itapiúna,31711023.95
CE,2306553,Itarema,47566535.94
CE,2306603,Itatira,31711023.95
CE,2306702,Jaguaretama,31711023.95
CE,2306801,Jaguaribara,21186106.73
CE,2306900,Jaguaribe,42281365.33
CE,2307007,Jaguaruana,42281365.33
CE,2307106,Jardim,36996194.72
CE,2307205,Jati,15855511.97
CE,2307254,Jijoca de Jericoacoara,31711026.1
CE,2307304,Juazeiro do Norte,173031400.66
CE,2307403,Jucás,36996194.72
CE,2307502,Lavras da Mangabeira,42281365.33
CE,2307601,Limoeiro do Norte,58136877.3
CE,2307635,Madalena,31711023.95
CE,2307650,Maracanaú,171819983.19
CE,2307700,Maranguape,95133071.98
CE,2307809,Marco,36996194.72
CE,2307908,Martinópole,21092368.8
CE,2308005,Massapê,47555738.76
CE,2308104,Mauriti,52851706.67
CE,2308203,Meruoca,26425853.33
CE,2308302,Milagres,36996194.72
CE,2308351,Milhã,21129436.54
CE,2308377,Miraíma,26461915.39
CE,2308401,Missão Velha,42281365.33
CE,2308500,Mombaça,47566535.94
CE,2308609,Monsenhor Tabosa,31711023.95
CE,2308708,Morada Nova,63422048.01
CE,2308807,Moraújo,15855511.97
CE,2308906,Morrinhos,31711023.95
CE,2309003,Mucambo,26425853.33
CE,2309102,Mulungu,21140682.64
CE,2309201,Nova Olinda,26425853.33
CE,2309300,Nova Russas,42281365.33
CE,2309409,Novo Oriente,36995194.72
CE,2309458,Ocara,36996194.72
CE,2309508,Orós,31711023.95
CE,2309607,Pacajus,68707218.68
CE,2309706,Pacatuba,73992389.35
CE,2309805,Pacoti,21127454.69
CE,2309904,Pacujá,15855511.97
CE,2310001,Palhano,15855462.37
CE,2310100,Palmácia,21140682.64
CE,2310209,Paracuru,42281365.33
CE,2310258,Paraipaba,42265442.46
CE,2310298,Cococi,
CE,2310308,Parambu,42281365.33
CE,2310407,Paramoti,21140682.64
CE,2310506,Pedra Branca,47566535.94
CE,2310605,Penaforte,15855511.97
CE,2310704,Pentecoste,47566535.94
CE,2310803,Pereiro,26425853.33
CE,2310852,Pindoretama,31711023.95
CE,2310902,Piquet Carneiro,31764968.15
CE,2310951,Pires Ferreira,21140682.61
CE,2311009,Poranga,20442195.54
CE,2311108,Porteiras,26425853.33
CE,2311207,Potengi,21140682.64
CE,2311231,Potiretama,15855511.97
CE,2311264,Quiterianópolis,31711023.95
CE,2311306,Quixadá,73992389.35
CE,2311355,Quixelô,26425853.33
CE,2311405,Quixeramobim,73992389.35
CE,2311504,Quixeré,31711023.95
CE,2311603,Redenção,36996194.72
CE,2311702,Reriutaba,31711023.95
CE,2311801,Russas,68707218.68
CE,2311900,Saboeiro,26425853.33
CE,2311959,Salitre,26425853.33
CE,2312007,Santana do Acaraú,42281365.33
CE,2312106,Santana do Cariri,31711023.95
CE,2312205,Santa Quitéria,47566535.94
CE,2312304,São Benedito,52941613.43
CE,2312403,São Gonçalo do Amarante,52851706.67
CE,2312502,São João do Jaguaribe,15855511.97
CE,2312601,São Luís do Curu,21140682.64
CE,2312700,Senador Pompeu,36996194.72
CE,2312809,Senador Sá,15855511.97
CE,2312908,Sobral,171819983.19
CE,2313005,Solonópole,31711023.95
CE,2313104,Tabuleiro do Norte,42281365.33
CE,2313203,Tamboril,36996194.72
CE,2313252,Tarrafas,15855511.97
CE,2313302,Tauá,58136877.3
CE,2313351,Tejuçuoca,31711023.95
CE,2313401,Tianguá,69397116.78
CE,2313500,Trairi,58136877.3
CE,2313559,Tururu,26425853.33
CE,2313609,Ubajara,42281365.33
CE,2313708,Umari,15855511.97
CE,2313757,Umirim,31711003.95
CE,2313807,Uruburetama,31711023.95
CE,2313906,Uruoca,26425853.33
CE,2313955,Varjota,31699081.81
CE,2314003,Várzea Alegre,47628770.53
CE,2314102,Viçosa do Ceará,63422048.01
CE,2399919,Entre Rios,
CE,2399929,Mecejana,
CE,2399939,Vertentes,
DF,5300108,Brasília,
ES,3200102,Afonso Cláudio,39885522.45
ES,3200136,Águia Branca,14561655.93
ES,3200169,Água Doce do Norte,19415541.23
ES,3200201,Alegre,37804382.04
ES,3200300,Alfredo Chaves,24269426.48
ES,3200359,Alto Rio Novo,14561962.6
ES,3200409,Anchieta,33977197.14
ES,3200508,Apiacá,14561655.93
ES,3200607,Aracruz,77724718.17
ES,3200706,Atilio Vivacqua,19415541.22
ES,3200805,Baixo Guandu,38831082.45
ES,3200904,Barra de São Francisco,48538853.01
ES,3201001,Boa Esperança,24269426.48
ES,3201100,Bom Jesus do Norte,19415541.22
ES,3201159,Brejetuba,19412011.18
ES,3201209,Cachoeiro de Itapemirim,130135990.97
ES,3201308,Cariacica,130135990.97
ES,3201407,Castelo,43684967.74
ES,3201506,Colatina,82516050.13
ES,3201605,Conceição da Barra,38831082.45
ES,3201704,Conceição do Castelo,19415541.22
ES,3201803,Divino de São Lourenço,14561655.93
ES,3201902,Domingos Martins,38566859.08
ES,3202009,Dores do Rio Preto,14561655.93
ES,3202108,Ecoporanga,33977197.14
ES,3202207,Fundão,29123311.82
ES,3202256,Governador Lindenberg,19415540.33
ES,3202306,Guaçuí,38831082.45
ES,3202405,Guarapari,82516050.13
ES,3202454,Ibatiba,33977197.14
ES,3202504,Ibiraçu,19415541.22
ES,3202553,Ibitirama,14561655.93
ES,3202603,Iconha,24269426.48
ES,3202652,Irupi,23476329.9
ES,3202702,Itaguaçu,24269426.48
ES,3202801,Itapemirim,38831082.45
ES,3202900,Itarana,19415541.22
ES,3203007,Iúna,33977197.14
ES,3203056,Jaguaré,38831082.45
ES,3203106,Jerônimo Monteiro,19415541.22
ES,3203130,João Neiva,29123311.82
ES,3203163,Laranja da Terra,19415541.22
ES,3203205,Linhares,130135990.97
ES,3203304,Mantenópolis,24269426.48
ES,3203320,Marataízes,43684967.74
ES,3203346,Marechal Floriano,29123311.82
ES,3203353,Marilândia,19415541.22
ES,3203403,Mimoso do Sul,33977197.14
ES,3203502,Montanha,29123311.84
ES,3203601,Mucurici,14561655.93
ES,3203700,Muniz Freire,29123311.82
ES,3203809,Muqui,24269426.48
ES,3203908,Nova Venécia,53392738.35
ES,3204005,Pancas,29123311.89
ES,3204054,Pedro Canário,33977197.14
ES,3204104,Pinheiros,33977197.14
ES,3204203,Piúma,29123311.82
ES,3204252,Ponto Belo,14594522.19
ES,3204302,Presidente Kennedy,19415541.22
ES,3204351,Rio Bananal,29123311.82
ES,3204401,Rio Novo do Sul,19415541.22
ES,3204500,Santa Leopoldina,19415541.22
ES,3204559,Santa Maria de Jetibá,43684966.94
ES,3204609,Santa Teresa,33977197.14
ES,3204658,São Domingos do Norte,14561655.93
ES,3204708,São Gabriel da Palha,43684967.74
ES,3204807,São José do Calçado,19415541.22
ES,3204906,São Mateus,87374347.95
ES,3204955,São Roque do Canaã,19415541.22
ES,3205002,Serra,130135990.97
ES,3205010,Sooretama,38831082.45
ES,3205036,Vargem Alta,29123311.82
ES,3205069,Venda Nova do Imigrante,33746001.7
ES,3205101,Viana,63100508.93
ES,3205150,Vila Pavão,14561655.93
ES,3205176,Vila Valério,24269426.48
ES,3205200,Vila Velha,130135990.97
ES,3205309,Vitória,309231206.49
ES,3299919,Riacho,
ES,3299929,Ponte do Itabapoana,
GO,5200050,Abadia de Goiás,13831732.75
GO,5200100,Abadiânia,27663465.51
GO,5200134,Acreúna,27663465.51
GO,5200159,Adelândia,13843048.07
GO,5200175,Água Fria de Goiás,13831732.72
GO,5200209,Água Limpa,13831732.76
GO,5200258,Águas Lindas de Goiás,131881493.46
GO,5200308,Alexânia,32274655.36
GO,5200506,Aloândia,13831732.75
GO,5200555,Alto Horizonte,13831732.73
GO,5200605,Alto Paraíso de Goiás,13831732.73
GO,5200803,Alvorada do Norte,13833826.77
GO,5200829,Amaralina,13831732.73
GO,5200852,Americano do Brasil,13831732.73
GO,5200902,Amorinópolis,13831731.73
GO,5201108,Anápolis,131881493.46
GO,5201207,Anhanguera,13831732.73
GO,5201306,Anicuns,27475485.31
GO,5201405,Aparecida de Goiânia,131881493.46
GO,5201454,Aparecida do Rio Doce,13831732.73
GO,5201504,Aporé,13831732.73
GO,5201603,Araçu,13831732.73
GO,5201702,Aragarças,27663465.51
GO,5201801,Aragoiânia,18442390.34
GO,5202155,Araguapaz,13831732.73
GO,5202353,Arenópolis,13831735.84
GO,5202502,Aruanã,18442310.34
GO,5202601,Aurilândia,13831732.73
GO,5202809,Avelinópolis,13831732.73
GO,5203104,Baliza,13515658.96
GO,5203203,Barro Alto,18442310.34
GO,5203302,Bela Vista de Goiás,36978121.94
GO,5203401,Bom Jardim de Goiás,13831732.73
GO,5203500,Bom Jesus de Goiás,25905948.95
GO,5203559,Bonfinópolis,13831733.02
GO,5203575,Bonópolis,13831732.73
GO,5203609,Brazabrantes,13831732.73
GO,5203807,Britânia,13831733
GO,5203906,Buriti Alegre,13831732.73
GO,5203939,Buriti de Goiás,13831732.73
GO,5203962,Buritinópolis,13831732.73
GO,5204003,Cabeceiras,13831732.73
GO,5204102,Cachoeira Alta,18442310.34
GO,5204201,Cachoeira de Goiás,13831732.73
GO,5204250,Cachoeira Dourada,13831732.73
GO,5204300,Caçu,23052887.87
GO,5204409,Caiapônia,27666283.22
GO,5204508,Caldas Novas,69158663.7
GO,5204557,Caldazinha,13831732.73
GO,5204607,Campestre de Goiás,13826529.36
GO,5204656,Campinaçu,13831732.73
GO,5204706,Campinorte,18442310.59
GO,5204805,Campo Alegre de Goiás,13674150.6
GO,5204854,Campo Limpo de Goiás,13831732.73
GO,5204904,Campos Belos,27663465.51
GO,5204953,Campos Verdes,13831780.99
GO,5205000,Carmo do Rio Verde,18442291.08
GO,5205059,Castelândia,13831732.73
GO,5205109,Catalão,73769241.29
GO,5205208,Caturaí,13831732.73
GO,5205307,Cavalcante,13831735.73
GO,5205406,Ceres,27014868.81
GO,5205455,Cezarina,13831732.73
GO,5205471,Chapadão do Céu,18470367.62
GO,5205497,Cidade Ocidental,48963388.02
GO,5205513,Cocalzinho de Goiás,27664360.74
GO,5205521,Colinas do Sul,13831732.73
GO,5205703,Córrego do Ouro,13831732.73
GO,5205802,Corumbá de Goiás,18442310.34
GO,5205901,Corumbaíba,13831732.73
GO,5206206,Cristalina,55326930.96
GO,5206305,Cristianópolis,13831732.73
GO,5206404,Crixás,27663465.41
GO,5206503,Cromínia,13831732.73
GO,5206602,Cumari,13831732.87
GO,5206701,Damianópolis,13831791.08
GO,5206800,Damolândia,13831732.7
GO,5206909,Davinópolis,13831732.73
GO,5207105,Diorama,14023409.69
GO,5207253,Doverlândia,13831732.73
GO,5207352,Edealina,13831732.73
GO,5207402,Edéia,18451205.02
GO,5207501,Estrela do Norte,13851901.59
GO,5207535,Faina,13831731.69
GO,5207600,Fazenda Nova,13831732.73
GO,5207808,Firminópolis,23091147.36
GO,5207907,Flores de Goiás,27663465.6
GO,5208004,Formosa,78379818.85
GO,5208103,Formoso,13831732.73
GO,5208152,Gameleira de Goiás,13827982.73
GO,5208301,Divinópolis de Goiás,13821708.33
GO,5208400,Goianápolis,18442310.34
GO,5208509,Goiandira,13831732.88
GO,5208608,Goianésia,59937508.5
GO,5208707,Goiânia,649385533.61
GO,5208806,Goianira,46105775.81
GO,5208905,Goiás,32274043.07
GO,5209101,Goiatuba,35404775.05
GO,5209150,Gouvelândia,13831732.75
GO,5209200,Guapó,23052887.87
GO,5209291,Guaraíta,13831732.73
GO,5209408,Guarani de Goiás,13819887.7
GO,5209457,Guarinos,13831732.74
GO,5209606,Heitoraí,
GO,5209705,Hidrolândia,27664018.5
GO,5209804,Hidrolina,13311405.19
GO,5209903,Iaciara,22127984.21
GO,5209937,Inaciolândia,13563995.86
GO,5209952,Indiara,23052888.38
GO,5210000,Inhumas,50716353.39
GO,5210109,Ipameri,32274043.05
GO,5210158,Ipiranga de Goiás,13831732.73
GO,5210208,Iporá,36884620.6
GO,5210307,Israelândia,13826281.21
GO,5210406,Itaberaí,46105775.81
GO,5210562,Itaguari,13831732.73
GO,5210604,Itaguaru,13831732.73
GO,5210802,Itajá,13831732.73
GO,5210901,Itapaci,32274043.05
GO,5211008,Itapirapuã,13963064.04
GO,5211206,Itapuranga,32274043.05
GO,5211305,Itarumã,13831772.73
GO,5211404,Itauçu,13831732.73
GO,5211503,Itumbiara,73769241.29
GO,5211602,Ivolândia,13831732.73
GO,5211701,Jandaia,13831732.73
GO,5211800,Jaraguá,50716353.39
GO,5211909,Jataí,73769241.29
GO,5212006,Jaupaci,13831732.73
GO,5212055,Jesúpolis,13831732.73
GO,5212105,Joviânia,13831732.75
GO,5212204,Jussara,27663465.51
GO,5212253,Lagoa Santa,13831734.05
GO,5212303,Leopoldo de Bulhões,13831732.73
GO,5212501,Luziânia,
GO,5212600,Mairipotaba,13831732.73
GO,5212709,Mambaí,13832817.63
GO,5212808,Mara Rosa,18442310.39
GO,5212907,Marzagão,13831732.73
GO,5212956,Matrinchã,13831732.72
GO,5213004,Maurilândia,23052887.87
GO,5213053,Mimoso de Goiás,13831732.73
GO,5213087,Minaçu,36884620.62
GO,5213103,Mineiros,55326930.96
GO,5213400,Moiporá,13834973.49
GO,5213509,Monte Alegre de Goiás,13831732.73
GO,5213707,Montes Claros de Goiás,13831743.27
GO,5213756,Montividiu,23052887.87
GO,5213772,Montividiu do Norte,13831732.73
GO,5213806,Morrinhos,46105775.81
GO,5213855,Morro Agudo de Goiás,13831732.73
GO,5213905,Mossâmedes,13831732.73
GO,5214002,Mozarlândia,23091617.53
GO,5214051,Mundo Novo,13831732.78
GO,5214101,Mutunópolis,13831732.77
GO,5214408,Nazário,13831732.75
GO,5214507,Nerópolis,36884620.6
GO,5214606,Niquelândia,35814337.38
GO,5214705,Nova América,13831732.73
GO,5214804,Nova Aurora,13831732.73
GO,5214838,Nova Crixás,18442383.12
GO,5214861,Nova Glória,13311404.19
GO,5214879,Nova Iguaçu de Goiás,13831682.73
GO,5214903,Nova Roma,13831732.73
GO,5215009,Nova Veneza,18480575.06
GO,5215207,Novo Brasil,13831732.73
GO,5215231,Novo Gama,78499485.92
GO,5215256,Novo Planalto,13831732.73
GO,5215306,Orizona,23069249.28
GO,5215405,Ouro Verde de Goiás,13831732.73
GO,5215504,Ouvidor,13831732.73
GO,5215603,Padre Bernardo,36884620.66
GO,5215652,Palestina de Goiás,13831732.76
GO,5215702,Palmeiras de Goiás,32261902.06
GO,5215801,Palmelo,13831732.73
GO,5215900,Palminópolis,13840876.27
GO,5216007,Panamá,13831732.73
GO,5216304,Paranaiguara,18442310.34
GO,5216403,Paraúna,18442310.34
GO,5216452,Perolândia,13831732.73
GO,5216809,Petrolina de Goiás,18442310.34
GO,5216908,Pilar de Goiás,13831733.73
GO,5217104,Piracanjuba,32274043.05
GO,5217203,Piranhas,18442310.34
GO,5217302,Pirenópolis,32274043.05
GO,5217401,Pires do Rio,36884620.6
GO,5217609,Planaltina,62002888.12
GO,5217708,Pontalina,28189614.12
GO,5218003,Porangatu,46105775.81
GO,5218052,Porteirão,13831732.73
GO,5218102,Portelândia,13831732.73
GO,5218300,Posse,41492301.51
GO,5218391,Professor Jamil,13831732.73
GO,5218508,Quirinópolis,50716353.39
GO,5218607,Rialma,18441309.87
GO,5218706,Rianápolis,13246026.69
GO,5218789,Rio Quente,13831732.99
GO,5218805,Rio Verde,131881493.46
GO,5218904,Rubiataba,27663465.52
GO,5219001,Sanclerlândia,13831732.73
GO,5219100,Santa Bárbara de Goiás,13831732.73
GO,5219209,Santa Cruz de Goiás,13832307.18
GO,5219258,Santa Fé de Goiás,13831732.62
GO,5219308,Santa Helena de Goiás,41495198.18
GO,5219357,Santa Isabel,13831732.75
GO,5219407,Santa Rita do Araguaia,13831732.73
GO,5219456,Santa Rita do Novo Destino,13831733.01
GO,5219506,Santa Rosa de Goiás,13832145.61
GO,5219605,Santa Tereza de Goiás,13831732.73
GO,5219704,Santa Terezinha de Goiás,13831732.73
GO,5219712,Santo Antônio da Barra,13845518.75
GO,5219738,Santo Antônio de Goiás,13832452.45
GO,5219753,Santo Antônio do Descoberto,59937508.5
GO,5219803,São Domingos,18442310.34
GO,5219902,São Francisco de Goiás,13831732.73
GO,5220009,São João d'Aliança,23052887.87
GO,5220058,São João da Paraúna,13831732.73
GO,5220108,São Luís de Montes Belos,36884528.62
GO,5220157,São Luíz do Norte,13831732.73
GO,5220207,São Miguel do Araguaia,24366275.33
GO,5220264,São Miguel do Passa Quatro,13831732.73
GO,5220280,São Patrício,13831732.73
GO,5220405,São Simão,27663465.51
GO,5220454,Senador Canedo,78379818.85
GO,5220504,Serranópolis,13831732.73
GO,5220603,Silvânia,27674064.71
GO,5220686,Simolândia,
GO,5220702,Sítio d'Abadia,13831732.73
GO,5221007,Taquaral de Goiás,13831729.73
GO,5221080,Teresina de Goiás,13831732.73
GO,5221197,Terezópolis de Goiás,13831732.73
GO,5221304,Três Ranchos,13831732.73
GO,5221403,Trindade,82992515.06
GO,5221452,Trombas,13831732.73
GO,5221502,Turvânia,13831732.73
GO,5221551,Turvelândia,13831732.73
GO,5221577,Uirapuru,13831732.73
GO,5221601,Uruaçu,41495198.21
GO,5221700,Uruana,22208717.9
GO,5221809,Urutaí,13784176.99
GO,5221858,Valparaíso de Goiás,131881577.75
GO,5221908,Varjão,13830120.71
GO,5222005,Vianópolis,23052887.87
GO,5222054,Vicentinópolis,13831732.73
GO,5222203,Vila Boa,13831732.73
GO,5222302,Vila Propício,13733394.44
MA,2100055,Açailândia,70344553.58
MA,2100105,Afonso Cunha,13189603.81
MA,2100154,Água Doce do Maranhão,17586138.42
MA,2100204,Alcântara,26298749.69
MA,2100303,Aldeias Altas,30775742.18
MA,2100402,Altamira do Maranhão,13189603.81
MA,2100436,Alto Alegre do Maranhão,30775742.18
MA,2100477,Alto Alegre do Pindaré,35172276.77
MA,2100501,Alto Parnaíba,17590246.23
MA,2100550,Amapá do Maranhão,13189603.81
MA,2100600,Amarante do Maranhão,39568811.36
MA,2100709,Anajatuba,30775742.07
MA,2100808,Anapurus,21982672.98
MA,2100832,Apicum-Açu,26379207.62
MA,2100873,Araguanã,21982672.98
MA,2100907,Araioses,43965346.01
MA,2100956,Arame,35172277.87
MA,2101004,Arari,30775742.18
MA,2101103,Axixá,17721957.62
MA,2101202,Bacabal,70344553.58
MA,2101251,Bacabeira,26382500.14
MA,2101301,Bacuri,26379207.62
MA,2101350,Bacurituba,13189603.81
MA,2101400,Balsas,65948019.01
MA,2101509,Barão de Grajaú,25730877.13
MA,2101608,Barra do Corda,61551484.39
MA,2101707,Barreirinhas,52764905.04
MA,2101731,Belágua,13189603.81
MA,2101772,Bela Vista do Maranhão,17586138.42
MA,2101806,Benedito Leite,13190347.34
MA,2101905,Bequimão,26379207.62
MA,2101939,Bernardo do Mearim,13189603.81
MA,2101970,Boa Vista do Gurupi,13189603.81
MA,2102002,Bom Jardim,39568811.36
MA,2102036,Bom Jesus das Selvas,35172276.77
MA,2102077,Bom Lugar,21982672.98
MA,2102101,Brejo,35172276.77
MA,2102150,Brejo de Areia,13189603.81
MA,2102200,Buriti,30775742.18
MA,2102309,Buriti Bravo,30775742.18
MA,2102325,Buriticupu,57161393.64
MA,2102358,Buritirana,21982672.98
MA,2102374,Cachoeira Grande,13189603.81
MA,2102408,Cajapió,17586138.42
MA,2102507,Cajari,26379207.62
MA,2102556,Campestre do Maranhão,21982672.98
MA,2102606,Cândido Mendes,26379207.62
MA,2102705,Cantanhede,26379207.62
MA,2102754,Capinzal do Norte,17586282.63
MA,2102804,Carolina,30742244.9
MA,2102903,Carutapera,30787640.92
MA,2103000,Caxias,170576404.34
MA,2103109,Cedral,17586138.42
MA,2103125,Central do Maranhão,13189603.81
MA,2103158,Centro do Guilherme,21982672.98
MA,2103174,Centro Novo do Maranhão,26379207.62
MA,2103208,Chapadinha,57154949.74
MA,2103257,Cidelândia,18043571.54
MA,2103307,Codó,74741088.16
MA,2103406,Coelho Neto,43965346.01
MA,2103505,Colinas,39577246.84
MA,2103554,Conceição do Lago-Açu,21982672.98
MA,2103604,Coroatá,52758415.17
MA,2103703,Cururupu,35175687.76
MA,2103752,Davinópolis,17586138.42
MA,2103802,Dom Pedro,25479368.57
MA,2103901,Duque Bacelar,17593865.66
MA,2104008,Esperantinópolis,21982672.98
MA,2104057,Estreito,39568901.31
MA,2104073,Feira Nova do Maranhão,13155395.4
MA,2104081,Fernando Falcão,17586138.42
MA,2104099,Formosa da Serra Negra,26379207.64
MA,2104107,Fortaleza dos Nogueiras,17586138.42
MA,2104206,Fortuna,26379207.62
MA,2104305,Godofredo Viana,17586108.42
MA,2104404,Gonçalves Dias,26426223.65
MA,2104503,Governador Archer,17635980.87
MA,2104552,Governador Edison Lobão,25402221.99
MA,2104602,Governador Eugênio Barros,21982672.98
MA,2104628,Governador Luiz Rocha,13189603.81
MA,2104651,Governador Newton Bello,13189603.81
MA,2104677,Governador Nunes Freire,30777691.97
MA,2104701,Graça Aranha,13189603.81
MA,2104800,Grajaú,52758446.48
MA,2104909,Guimarães,17586138.42
MA,2105005,Humberto de Campos,30775742.18
MA,2105104,Icatu,30775741.18
MA,2105153,Igarapé do Meio,21982672.98
MA,2105203,Igarapé Grande,17586138.42
MA,2105302,Imperatriz,170576404.34
MA,2105351,Itaipava do Grajaú,21982632.98
MA,2105401,Itapecuru Mirim,52758415.17
MA,2105427,Itinga do Maranhão,30781853.27
MA,2105450,Jatobá,16937529.07
MA,2105476,Jenipapo dos Vieiras,26379207.62
MA,2105500,João Lisboa,26379207.62
MA,2105609,Joselândia,21982672.98
MA,2105658,Junco do Maranhão,13184602.49
MA,2105708,Lago da Pedra,48041158.4
MA,2105807,Lago do Junco,17586138.42
MA,2105906,Lago Verde,21983406.42
MA,2105922,Lagoa do Mato,17586138.42
MA,2105948,Lago dos Rodrigues,13189603.81
MA,2105963,Lagoa Grande do Maranhão,17586138.42
MA,2105989,Lajeado Novo,13189603.81
MA,2106003,Lima Campos,17586138.42
MA,2106102,Loreto,17586138.42
MA,2106201,Luís Domingues,13217603.84
MA,2106300,Magalhães de Almeida,25348276.11
MA,2106326,Maracaçumé,26379207.62
MA,2106359,Marajá do Sena,13189603.81
MA,2106375,Maranhãozinho,21982672.98
MA,2106409,Mata Roma,26379207.62
MA,2106508,Matinha,26379207.63
MA,2106607,Matões,35172276.77
MA,2106631,Matões do Norte,26379207.62
MA,2106672,Milagres do Maranhão,13189603.81
MA,2106706,Mirador,26383376.2
MA,2106755,Miranda do Norte,30775742.18
MA,2106805,Mirinzal,22084214.95
MA,2106904,Monção,39577246.84
MA,2107001,Montes Altos,13189603.81
MA,2107100,Morros,26379207.62
MA,2107209,Nina Rodrigues,21982672.98
MA,2107258,Nova Colinas,13189603.81
MA,2107308,Nova Iorque,13189603.81
MA,2107357,Nova Olinda do Maranhão,26379207.62
MA,2107407,Olho d'Água das Cunhãs,26450276.32
MA,2107456,Olinda Nova do Maranhão,21982672.98
MA,2107506,Paço do Lumiar,170576404.34
MA,2107605,Palmeirândia,26379207.62
MA,2107704,Paraibano,26379207.62
MA,2107803,Parnarama,34532206.1
MA,2107902,Passagem Franca,26379207.62
MA,2108009,Pastos Bons,26379207.62
MA,2108058,Paulino Neves,21982672.98
MA,2108108,Paulo Ramos,26389931.29
MA,2108207,Pedreiras,39568811.36
MA,2108256,Pedro do Rosário,30775742.18
MA,2108306,Penalva,39568811.36
MA,2108405,Peri Mirim,21528707.27
MA,2108454,Peritoró,
MA,2108504,Pindaré-Mirim,35172276.77
MA,2108603,Pinheiro,61551484.39
