UF,COD,MUNICIPIO,RECEITA_IPTU
CE,2308104,Mauriti,134801.97
CE,2308203,Meruoca,6617.73
CE,2308302,Milagres,16851.45
CE,2308351,Milhã,39145.86
CE,2308377,Miraíma,14037.91
CE,2308401,Missão Velha,267275.01
CE,2308500,Mombaça,966022.09
CE,2308609,Monsenhor Tabosa,24069.07
CE,2308708,Morada Nova,949410.64
CE,2308807,Moraújo,14892.61
CE,2308906,Morrinhos,360397.7
CE,2309003,Mucambo,117296
CE,2309102,Mulungu,51858.52
CE,2309201,Nova Olinda,320290.5
CE,2309300,Nova Russas,597610.47
CE,2309409,Novo Oriente,58059.53
CE,2309458,Ocara,141513.96
CE,2309508,Orós,154912.44
CE,2309607,Pacajus,2868487.91
CE,2309706,Pacatuba,1871298.04
CE,2309805,Pacoti,121524.83
CE,2309904,Pacujá,13473.44
CE,2310001,Palhano,30025.36
CE,2310100,Palmácia,32422.79
CE,2310209,Paracuru,1057510.38
CE,2310258,Paraipaba,902053.66
CE,2310298,Cococi,
CE,2310308,Parambu,14691.01
CE,2310407,Paramoti,24132.54
CE,2310506,Pedra Branca,200165.82
CE,2310605,Penaforte,364
CE,2310704,Pentecoste,245830.3
CE,2310803,Pereiro,38267.28
CE,2310852,Pindoretama,541014.41
CE,2310902,Piquet Carneiro,119686.84
CE,2310951,Pires Ferreira,10454.62
CE,2311009,Poranga,14311.64
CE,2311108,Porteiras,75177.65
CE,2311207,Potengi,880.6
CE,2311231,Potiretama,4340.45
CE,2311264,Quiterianópolis,27777.7
CE,2311306,Quixadá,3164801.35
CE,2311355,Quixelô,425894.94
CE,2311405,Quixeramobim,2922132.24
CE,2311504,Quixeré,154202.34
CE,2311603,Redenção,247678.68
CE,2311702,Reriutaba,37317.67
CE,2311801,Russas,3016144.55
CE,2311900,Saboeiro,9734.1
CE,2311959,Salitre,45466.63
CE,2312007,Santana do Acaraú,110218.23
CE,2312106,Santana do Cariri,25204.27
CE,2312205,Santa Quitéria,589161.09
CE,2312304,São Benedito,230679.65
CE,2312403,São Gonçalo do Amarante,9268237.48
CE,2312502,São João do Jaguaribe,25942.95
CE,2312601,São Luís do Curu,16366.51
CE,2312700,Senador Pompeu,218102.47
CE,2312809,Senador Sá,3039.95
CE,2312908,Sobral,33837116.2
CE,2313005,Solonópole,307505.04
CE,2313104,Tabuleiro do Norte,324193.73
CE,2313203,Tamboril,171633.14
CE,2313252,Tarrafas,664.53
CE,2313302,Tauá,2437667.2
CE,2313351,Tejuçuoca,33227.94
CE,2313401,Tianguá,724614.03
CE,2313500,Trairi,1668809.05
CE,2313559,Tururu,13807.74
CE,2313609,Ubajara,317321.38
CE,2313708,Umari,33781.59
CE,2313757,Umirim,36925.81
CE,2313807,Uruburetama,202347.85
CE,2313906,Uruoca,58022.06
CE,2313955,Varjota,290338.45
CE,2314003,Várzea Alegre,754490.77
CE,2314102,Viçosa do Ceará,929527.2
CE,2399919,Entre Rios,
CE,2399929,Mecejana,
CE,2399939,Vertentes,
DF,5300108,Brasília,
ES,3200102,Afonso Cláudio,596480.54
ES,3200136,Águia Branca,468701.13
ES,3200169,Água Doce do Norte,376085.21
ES,3200201,Alegre,1482849.73
ES,3200300,Alfredo Chaves,1060193.41
ES,3200359,Alto Rio Novo,86718.54
ES,3200409,Anchieta,10633538.21
ES,3200508,Apiacá,266697.62
ES,3200607,Aracruz,16806525.44
ES,3200706,Atilio Vivacqua,116414.01
ES,3200805,Baixo Guandu,2168271.95
ES,3200904,Barra de São Francisco,3450954.81
ES,3201001,Boa Esperança,224574.97
ES,3201100,Bom Jesus do Norte,287310.57
ES,3201159,Brejetuba,367414.48
ES,3201209,Cachoeiro de Itapemirim,31309637.49
ES,3201308,Cariacica,28968772.97
ES,3201407,Castelo,2012588.63
ES,3201506,Colatina,8010315.94
ES,3201605,Conceição da Barra,1443757.96
ES,3201704,Conceição do Castelo,638857.66
ES,3201803,Divino de São Lourenço,235663.95
ES,3201902,Domingos Martins,2993040.11
ES,3202009,Dores do Rio Preto,409474.32
ES,3202108,Ecoporanga,301178.44
ES,3202207,Fundão,3090776.77
ES,3202256,Governador Lindenberg,154632.13
ES,3202306,Guaçuí,2413078.87
ES,3202405,Guarapari,38784715.6
ES,3202454,Ibatiba,368941.76
ES,3202504,Ibiraçu,341143.58
ES,3202553,Ibitirama,166714.66
ES,3202603,Iconha,1107761.72
ES,3202652,Irupi,115281.25
ES,3202702,Itaguaçu,446170.41
ES,3202801,Itapemirim,2708153.05
ES,3202900,Itarana,356430.67
ES,3203007,Iúna,236572.88
ES,3203056,Jaguaré,631201.56
ES,3203106,Jerônimo Monteiro,884559.44
ES,3203130,João Neiva,742473.79
ES,3203163,Laranja da Terra,128326.79
ES,3203205,Linhares,15310489.27
ES,3203304,Mantenópolis,819022.47
ES,3203320,Marataízes,5232270.85
ES,3203346,Marechal Floriano,694503.53
ES,3203353,Marilândia,525470.13
ES,3203403,Mimoso do Sul,1119412.48
ES,3203502,Montanha,137750.43
ES,3203601,Mucurici,110705.19
ES,3203700,Muniz Freire,1103210.73
ES,3203809,Muqui,461406.79
ES,3203908,Nova Venécia,2108719.83
ES,3204005,Pancas,844541.52
ES,3204054,Pedro Canário,847544.31
ES,3204104,Pinheiros,215024.26
ES,3204203,Piúma,4069290.72
ES,3204252,Ponto Belo,43196.78
ES,3204302,Presidente Kennedy,778901.74
ES,3204351,Rio Bananal,575900.67
ES,3204401,Rio Novo do Sul,476167.36
ES,3204500,Santa Leopoldina,141392
ES,3204559,Santa Maria de Jetibá,1392318.54
ES,3204609,Santa Teresa,1430276.9
ES,3204658,São Domingos do Norte,199873.86
ES,3204708,São Gabriel da Palha,894036.5
ES,3204807,São José do Calçado,589299.05
ES,3204906,São Mateus,3749886.6
ES,3204955,São Roque do Canaã,123718.97
ES,3205002,Serra,106083110.09
ES,3205010,Sooretama,353444.13
ES,3205036,Vargem Alta,634723.91
ES,3205069,Venda Nova do Imigrante,1163600.08
ES,3205101,Viana,9660659.71
ES,3205150,Vila Pavão,257776.92
ES,3205176,Vila Valério,34012.27
ES,3205200,Vila Velha,119997387.25
ES,3205309,Vitória,105344740.38
ES,3299919,Riacho,
ES,3299929,Ponte do Itabapoana,
GO,5200050,Abadia de Goiás,6297200.72
GO,5200100,Abadiânia,1684307.45
GO,5200134,Acreúna,3286704.06
GO,5200159,Adelândia,86100.23
GO,5200175,Água Fria de Goiás,160427.49
GO,5200209,Água Limpa,20197.91
GO,5200258,Águas Lindas de Goiás,25648352.9
GO,5200308,Alexânia,8501277.66
GO,5200506,Aloândia,56070.62
GO,5200555,Alto Horizonte,181779.48
GO,5200605,Alto Paraíso de Goiás,1106279.92
GO,5200803,Alvorada do Norte,30087.31
GO,5200829,Amaralina,16737.84
GO,5200852,Americano do Brasil,90071.47
GO,5200902,Amorinópolis,86449.68
GO,5201108,Anápolis,126608727.31
GO,5201207,Anhanguera,15871.26
GO,5201306,Anicuns,1076837.68
GO,5201405,Aparecida de Goiânia,174253429.26
GO,5201454,Aparecida do Rio Doce,92875.94
GO,5201504,Aporé,172559.84
GO,5201603,Araçu,119419.63
GO,5201702,Aragarças,866407.27
GO,5201801,Aragoiânia,2638930.75
GO,5202155,Araguapaz,263761.74
GO,5202353,Arenópolis,102890.25
GO,5202502,Aruanã,1903502.59
GO,5202601,Aurilândia,18132.61
GO,5202809,Avelinópolis,133739.92
GO,5203104,Baliza,58896.57
GO,5203203,Barro Alto,248420.74
GO,5203302,Bela Vista de Goiás,4769300.43
GO,5203401,Bom Jardim de Goiás,325880.84
GO,5203500,Bom Jesus de Goiás,1549674.39
GO,5203559,Bonfinópolis,564521.88
GO,5203575,Bonópolis,28218.78
GO,5203609,Brazabrantes,130770.51
GO,5203807,Britânia,332270.96
GO,5203906,Buriti Alegre,1048299.6
GO,5203939,Buriti de Goiás,199148.91
GO,5203962,Buritinópolis,20534.62
GO,5204003,Cabeceiras,170866.36
GO,5204102,Cachoeira Alta,531432.82
GO,5204201,Cachoeira de Goiás,79924.95
GO,5204250,Cachoeira Dourada,1040062.02
GO,5204300,Caçu,772771.98
GO,5204409,Caiapônia,856278.52
GO,5204508,Caldas Novas,32677743.06
GO,5204557,Caldazinha,233228.87
GO,5204607,Campestre de Goiás,191141.32
GO,5204656,Campinaçu,3424.02
GO,5204706,Campinorte,802988.1
GO,5204805,Campo Alegre de Goiás,518412.24
GO,5204854,Campo Limpo de Goiás,681388.38
GO,5204904,Campos Belos,687898.97
GO,5204953,Campos Verdes,116690.77
GO,5205000,Carmo do Rio Verde,589695.33
GO,5205059,Castelândia,125171.52
GO,5205109,Catalão,9797443.02
GO,5205208,Caturaí,91240.05
GO,5205307,Cavalcante,348734.3
GO,5205406,Ceres,2008957.82
GO,5205455,Cezarina,495177.19
GO,5205471,Chapadão do Céu,4118522.23
GO,5205497,Cidade Ocidental,7627097.15
GO,5205513,Cocalzinho de Goiás,1348115.76
GO,5205521,Colinas do Sul,96863.18
GO,5205703,Córrego do Ouro,51520.59
GO,5205802,Corumbá de Goiás,413088.11
GO,5205901,Corumbaíba,373380.14
GO,5206206,Cristalina,3636800.17
GO,5206305,Cristianópolis,198150.78
GO,5206404,Crixás,905322.85
GO,5206503,Cromínia,172584.4
GO,5206602,Cumari,130816.06
GO,5206701,Damianópolis,31899.73
GO,5206800,Damolândia,153973.05
GO,5206909,Davinópolis,38651.27
GO,5207105,Diorama,67796.02
GO,5207253,Doverlândia,284863.16
GO,5207352,Edealina,241599.23
GO,5207402,Edéia,278428.59
GO,5207501,Estrela do Norte,101478.31
GO,5207535,Faina,236512.55
GO,5207600,Fazenda Nova,250925.94
GO,5207808,Firminópolis,379617.76
GO,5207907,Flores de Goiás,185921.52
GO,5208004,Formosa,14988536.62
GO,5208103,Formoso,111587.34
GO,5208152,Gameleira de Goiás,39107.38
GO,5208301,Divinópolis de Goiás,7668.78
GO,5208400,Goianápolis,935403.04
GO,5208509,Goiandira,89597.06
GO,5208608,Goianésia,10681904.9
GO,5208707,Goiânia,1031080729.35
GO,5208806,Goianira,9546039.35
GO,5208905,Goiás,3848329.53
GO,5209101,Goiatuba,4576819.49
GO,5209150,Gouvelândia,80576.35
GO,5209200,Guapó,1873764.33
GO,5209291,Guaraíta,36125.34
GO,5209408,Guarani de Goiás,11687.99
GO,5209457,Guarinos,
GO,5209606,Heitoraí,
GO,5209705,Hidrolândia,4808299.51
GO,5209804,Hidrolina,69533.56
GO,5209903,Iaciara,156248.72
GO,5209937,Inaciolândia,436004.01
GO,5209952,Indiara,730458.48
GO,5210000,Inhumas,6725036.9
GO,5210109,Ipameri,2566016.24
GO,5210158,Ipiranga de Goiás,132029.93
GO,5210208,Iporá,4235714.47
GO,5210307,Israelândia,
GO,5210406,Itaberaí,6151785.31
GO,5210562,Itaguari,149214.79
GO,5210604,Itaguaru,598225.46
GO,5210802,Itajá,319954.06
GO,5210901,Itapaci,1923821.46
GO,5211008,Itapirapuã,149858.82
GO,5211206,Itapuranga,3622099.79
GO,5211305,Itarumã,169156.89
GO,5211404,Itauçu,459348.36
GO,5211503,Itumbiara,28818284.83
GO,5211602,Ivolândia,65149.27
GO,5211701,Jandaia,373569.47
GO,5211800,Jaraguá,3547304.68
GO,5211909,Jataí,28302771.06
GO,5212006,Jaupaci,25138.83
GO,5212055,Jesúpolis,31716.96
GO,5212105,Joviânia,435735.99
GO,5212204,Jussara,3053563.3
GO,5212253,Lagoa Santa,217164.15
GO,5212303,Leopoldo de Bulhões,191676.2
GO,5212501,Luziânia,27226031.67
GO,5212600,Mairipotaba,50306.35
GO,5212709,Mambaí,371964.83
GO,5212808,Mara Rosa,796555.14
GO,5212907,Marzagão,286907.91
GO,5212956,Matrinchã,161701.18
GO,5213004,Maurilândia,228205.73
GO,5213053,Mimoso de Goiás,82263.35
GO,5213087,Minaçu,3320165.78
GO,5213103,Mineiros,11921861.21
GO,5213400,Moiporá,5047.62
GO,5213509,Monte Alegre de Goiás,51795.68
GO,5213707,Montes Claros de Goiás,477823.62
GO,5213756,Montividiu,1347769.13
GO,5213772,Montividiu do Norte,
GO,5213806,Morrinhos,4651527.6
GO,5213855,Morro Agudo de Goiás,25343.89
GO,5213905,Mossâmedes,340469.76
GO,5214002,Mozarlândia,163958.45
GO,5214051,Mundo Novo,290519.54
GO,5214101,Mutunópolis,72231.12
GO,5214408,Nazário,397003.06
GO,5214507,Nerópolis,5332036.29
GO,5214606,Niquelândia,3302483.75
GO,5214705,Nova América,62498
GO,5214804,Nova Aurora,34465.72
GO,5214838,Nova Crixás,579520.91
GO,5214861,Nova Glória,185438.7
GO,5214879,Nova Iguaçu de Goiás,24543.55
GO,5214903,Nova Roma,
GO,5215009,Nova Veneza,933255.53
GO,5215207,Novo Brasil,188052.92
GO,5215231,Novo Gama,9234540.96
GO,5215256,Novo Planalto,148119.61
GO,5215306,Orizona,581680.38
GO,5215405,Ouro Verde de Goiás,49795.92
GO,5215504,Ouvidor,512999.66
GO,5215603,Padre Bernardo,2197283.4
GO,5215652,Palestina de Goiás,99303.75
GO,5215702,Palmeiras de Goiás,2618570.68
GO,5215801,Palmelo,96034.71
GO,5215900,Palminópolis,131662.1
GO,5216007,Panamá,222125.68
GO,5216304,Paranaiguara,161094.77
GO,5216403,Paraúna,2028652.46
GO,5216452,Perolândia,217501.87
GO,5216809,Petrolina de Goiás,740336.4
GO,5216908,Pilar de Goiás,139.25
GO,5217104,Piracanjuba,2968793
GO,5217203,Piranhas,299106.74
GO,5217302,Pirenópolis,2916410.31
GO,5217401,Pires do Rio,2461744.9
GO,5217609,Planaltina,9064961.35
GO,5217708,Pontalina,1679284.97
GO,5218003,Porangatu,4354580.68
GO,5218052,Porteirão,248226.7
GO,5218102,Portelândia,99417.36
GO,5218300,Posse,3541962.35
GO,5218391,Professor Jamil,30885.6
GO,5218508,Quirinópolis,7206650.3
GO,5218607,Rialma,312682.62
GO,5218706,Rianápolis,138116.37
GO,5218789,Rio Quente,1854061.65
GO,5218805,Rio Verde,56110388.75
GO,5218904,Rubiataba,1000092.27
GO,5219001,Sanclerlândia,1154567.61
GO,5219100,Santa Bárbara de Goiás,554527.84
GO,5219209,Santa Cruz de Goiás,137740.68
GO,5219258,Santa Fé de Goiás,477951.51
GO,5219308,Santa Helena de Goiás,1240174.21
GO,5219357,Santa Isabel,21092.28
GO,5219407,Santa Rita do Araguaia,442938.82
GO,5219456,Santa Rita do Novo Destino,
GO,5219506,Santa Rosa de Goiás,139306.39
GO,5219605,Santa Tereza de Goiás,31743.61
GO,5219704,Santa Terezinha de Goiás,281217.95
GO,5219712,Santo Antônio da Barra,165122.91
GO,5219738,Santo Antônio de Goiás,1094385.45
GO,5219753,Santo Antônio do Descoberto,3249193.2
GO,5219803,São Domingos,606.26
GO,5219902,São Francisco de Goiás,184079.53
GO,5220009,São João d'Aliança,298996.89
GO,5220058,São João da Paraúna,63934.1
GO,5220108,São Luís de Montes Belos,5632143.93
GO,5220157,São Luíz do Norte,246402.71
GO,5220207,São Miguel do Araguaia,1968700.78
GO,5220264,São Miguel do Passa Quatro,433980.28
GO,5220280,São Patrício,7764.61
GO,5220405,São Simão,1262588.87
GO,5220454,Senador Canedo,46876461.41
GO,5220504,Serranópolis,955201.63
GO,5220603,Silvânia,2190337.79
GO,5220686,Simolândia,
GO,5220702,Sítio d'Abadia,
GO,5221007,Taquaral de Goiás,155441.34
GO,5221080,Teresina de Goiás,98003.49
GO,5221197,Terezópolis de Goiás,316375.48
GO,5221304,Três Ranchos,312857.02
GO,5221403,Trindade,21842458.62
GO,5221452,Trombas,27747.43
GO,5221502,Turvânia,378720.9
GO,5221551,Turvelândia,126951.5
GO,5221577,Uirapuru,87199.35
GO,5221601,Uruaçu,4975677.95
GO,5221700,Uruana,1022211.91
GO,5221809,Urutaí,41985.23
GO,5221858,Valparaíso de Goiás,27357790.02
GO,5221908,Varjão,197771.29
GO,5222005,Vianópolis,1689309.5
GO,5222054,Vicentinópolis,1022735.7
GO,5222203,Vila Boa,62559.79
GO,5222302,Vila Propício,
MA,2100055,Açailândia,1748601.95
MA,2100105,Afonso Cunha,7242.92
MA,2100154,Água Doce do Maranhão,9400.43
MA,2100204,Alcântara,2414.69
MA,2100303,Aldeias Altas,940.2
MA,2100402,Altamira do Maranhão,1460
MA,2100436,Alto Alegre do Maranhão,1452.27
MA,2100477,Alto Alegre do Pindaré,19862.47
MA,2100501,Alto Parnaíba,143803.42
MA,2100550,Amapá do Maranhão,3470
MA,2100600,Amarante do Maranhão,228434.29
MA,2100709,Anajatuba,1501637.77
MA,2100808,Anapurus,2657.25
MA,2100832,Apicum-Açu,172980.62
MA,2100873,Araguanã,4714.21
MA,2100907,Araioses,101796.91
MA,2100956,Arame,2472.73
MA,2101004,Arari,99825.06
MA,2101103,Axixá,25942.9
MA,2101202,Bacabal,345944.61
MA,2101251,Bacabeira,189307.66
MA,2101301,Bacuri,
MA,2101350,Bacurituba,462.89
MA,2101400,Balsas,8329603.58
MA,2101509,Barão de Grajaú,26335.68
MA,2101608,Barra do Corda,109216.11
MA,2101707,Barreirinhas,1737869.85
MA,2101731,Belágua,790
MA,2101772,Bela Vista do Maranhão,689.31
MA,2101806,Benedito Leite,3049
MA,2101905,Bequimão,2928.37
MA,2101939,Bernardo do Mearim,137.87
MA,2101970,Boa Vista do Gurupi,3242.34
MA,2102002,Bom Jardim,51987.24
MA,2102036,Bom Jesus das Selvas,3349.06
MA,2102077,Bom Lugar,3664.32
MA,2102101,Brejo,3254.57
MA,2102150,Brejo de Areia,5425.78
MA,2102200,Buriti,19580.18
MA,2102309,Buriti Bravo,33591.68
MA,2102325,Buriticupu,45261.45
MA,2102358,Buritirana,1391.87
MA,2102374,Cachoeira Grande,1826.17
MA,2102408,Cajapió,7136.39
MA,2102507,Cajari,13159.61
MA,2102556,Campestre do Maranhão,26481.31
MA,2102606,Cândido Mendes,
MA,2102705,Cantanhede,3285.6
MA,2102754,Capinzal do Norte,27923.08
MA,2102804,Carolina,424416.17
MA,2102903,Carutapera,29194.01
MA,2103000,Caxias,1241634.69
MA,2103109,Cedral,1012
MA,2103125,Central do Maranhão,
MA,2103158,Centro do Guilherme,3298
MA,2103174,Centro Novo do Maranhão,1751.06
MA,2103208,Chapadinha,546807.43
MA,2103257,Cidelândia,212580.7
MA,2103307,Codó,923854.32
MA,2103406,Coelho Neto,51949.91
MA,2103505,Colinas,274229.84
MA,2103554,Conceição do Lago-Açu,4343.34
MA,2103604,Coroatá,113117.99
MA,2103703,Cururupu,104529.82
MA,2103752,Davinópolis,4436.77
MA,2103802,Dom Pedro,46026.93
MA,2103901,Duque Bacelar,8473.03
MA,2104008,Esperantinópolis,17030.01
MA,2104057,Estreito,951588.36
MA,2104073,Feira Nova do Maranhão,35178.19
MA,2104081,Fernando Falcão,1359.97
MA,2104099,Formosa da Serra Negra,3500
MA,2104107,Fortaleza dos Nogueiras,2396
MA,2104206,Fortuna,58727.27
MA,2104305,Godofredo Viana,13252.73
MA,2104404,Gonçalves Dias,11279.06
MA,2104503,Governador Archer,90335
MA,2104552,Governador Edison Lobão,596.72
MA,2104602,Governador Eugênio Barros,8101.08
MA,2104628,Governador Luiz Rocha,637.23
MA,2104651,Governador Newton Bello,4558.79
MA,2104677,Governador Nunes Freire,3491.25
MA,2104701,Graça Aranha,54081.77
MA,2104800,Grajaú,905471.17
MA,2104909,Guimarães,75283.43
MA,2105005,Humberto de Campos,39551.48
MA,2105104,Icatu,
MA,2105153,Igarapé do Meio,6465.36
MA,2105203,Igarapé Grande,60
MA,2105302,Imperatriz,14437976.16
MA,2105351,Itaipava do Grajaú,140671.48
MA,2105401,Itapecuru Mirim,140605.54
MA,2105427,Itinga do Maranhão,38581.23
MA,2105450,Jatobá,4775.17
MA,2105476,Jenipapo dos Vieiras,3097.66
MA,2105500,João Lisboa,57148.4
MA,2105609,Joselândia,27328.4
MA,2105658,Junco do Maranhão,
MA,2105708,Lago da Pedra,122634.37
MA,2105807,Lago do Junco,3091.9
MA,2105906,Lago Verde,3732
MA,2105922,Lagoa do Mato,4211.38
MA,2105948,Lago dos Rodrigues,10657.21
MA,2105963,Lagoa Grande do Maranhão,2872.4
MA,2105989,Lajeado Novo,51334.51
MA,2106003,Lima Campos,
MA,2106102,Loreto,1500
MA,2106201,Luís Domingues,895.85
MA,2106300,Magalhães de Almeida,5515.17
MA,2106326,Maracaçumé,11149.81
MA,2106359,Marajá do Sena,2888.72
MA,2106375,Maranhãozinho,49205.88
MA,2106409,Mata Roma,
MA,2106508,Matinha,2849
MA,2106607,Matões,14902.93
MA,2106631,Matões do Norte,5405
MA,2106672,Milagres do Maranhão,4432.03
MA,2106706,Mirador,35010.2
MA,2106755,Miranda do Norte,238756.02
MA,2106805,Mirinzal,14456.74
MA,2106904,Monção,274229.84
MA,2107001,Montes Altos,3857.37
MA,2107100,Morros,36853.05
MA,2107209,Nina Rodrigues,464.92
MA,2107258,Nova Colinas,11864.13
MA,2107308,Nova Iorque,10148.66
MA,2107357,Nova Olinda do Maranhão,81118.24
MA,2107407,Olho d'Água das Cunhãs,2461.51
MA,2107456,Olinda Nova do Maranhão,4249.65
MA,2107506,Paço do Lumiar,4855420.7
MA,2107605,Palmeirândia,1957.91
MA,2107704,Paraibano,28365.64
MA,2107803,Parnarama,670761.36
MA,2107902,Passagem Franca,1380.23
MA,2108009,Pastos Bons,4503.49
MA,2108058,Paulino Neves,5059.47
MA,2108108,Paulo Ramos,102236.98
MA,2108207,Pedreiras,406506.08
MA,2108256,Pedro do Rosário,26267.98
MA,2108306,Penalva,8592.58
MA,2108405,Peri Mirim,36.19
MA,2108454,Peritoró,
MA,2108504,Pindaré-Mirim,18524.26
MA,2108603,Pinheiro,547625.13
MA,2108702,Pio XII,2087.84
MA,2108801,Pirapemas,10281.36
MA,2108900,Poção de Pedras,5270.92
MA,2109007,Porto Franco,555634.57
MA,2109056,Porto Rico do Maranhão,1895.34
MA,2109106,Presidente Dutra,
MA,2109205,Presidente Juscelino,732.39
MA,2109239,Presidente Médici,14798.69
MA,2109270,Presidente Sarney,4570.33
MA,2109304,Presidente Vargas,1138.75
MA,2109403,Primeira Cruz,710.33
MA,2109452,Raposa,437502.01
MA,2109502,Riachão,103440.7
MA,2109551,Ribamar Fiquene,
MA,2109601,Rosário,92755.84
MA,2109700,Sambaíba,835.21
MA,2109759,Santa Filomena do Maranhão,13158.16
MA,2109809,Santa Helena,80454.54
MA,2109908,Santa Inês,2448415.85
MA,2110005,Santa Luzia,143517.04
MA,2110039,Santa Luzia do Paruá,46089.92
MA,2110104,Santa Quitéria do Maranhão,
MA,2110203,Santa Rita,33179.41
MA,2110237,Santana do Maranhão,1300
MA,2110278,Santo Amaro do Maranhão,99450.12
MA,2110302,Santo Antônio dos Lopes,105372.15
MA,2110401,São Benedito do Rio Preto,25293.29
MA,2110500,São Bento,21768.09
MA,2110609,São Bernardo,9214.85
MA,2110658,São Domingos do Azeitão,5569.45
MA,2110708,São Domingos do Maranhão,330809.61
MA,2110807,São Félix de Balsas,1610
MA,2110856,São Francisco do Brejão,29280.66
MA,2110906,São Francisco do Maranhão,27568.55
MA,2111003,São João Batista,54366.85
MA,2111029,São João do Carú,2471.59
MA,2111052,São João do Paraíso,19920.79
MA,2111078,São João do Soter,19838.65
MA,2111102,São João dos Patos,40710.88
MA,2111201,São José de Ribamar,8140699.52
MA,2111250,São José dos Basílios,868.34
MA,2111300,São Luís,129403812.83
MA,2111409,São Luís Gonzaga do Maranhão,1900
MA,2111508,São Mateus do Maranhão,119263.6
MA,2111532,São Pedro da Água Branca,288882.59
MA,2111573,São Pedro dos Crentes,3169.35
MA,2111607,São Raimundo das Mangabeiras,57909.09
MA,2111631,São Raimundo do Doca Bezerra,8259.69
MA,2111672,São Roberto,854.2
MA,2111706,São Vicente Ferrer,1472.02
MA,2111722,Satubinha,105.17
MA,2111748,Senador Alexandre Costa,107.67
MA,2111763,Senador La Rocque,5056.18
MA,2111789,Serrano do Maranhão,3097.6
MA,2111805,Sítio Novo,28534.15
MA,2111904,Sucupira do Norte,16743.66
MA,2111953,Sucupira do Riachão,1100
MA,2112001,Tasso Fragoso,3771.77
MA,2112100,Timbiras,12330.16
MA,2112209,Timon,4972272.55
MA,2112233,Trizidela do Vale,530
MA,2112274,Tufilândia,5610.38
MA,2112308,Tuntum,125031.34
MA,2112407,Turiaçu,2055.38
MA,2112456,Turilândia,5272.05
MA,2112506,Tutóia,
MA,2112605,Urbano Santos,902.16
MA,2112704,Vargem Grande,4146.29
MA,2112803,Viana,76173.36
MA,2112852,Vila Nova dos Martírios,437779.16
MA,2112902,Vitória do Mearim,14548.78
MA,2113009,Vitorino Freire,2666.84
MA,2114007,Zé Doca,1421.85
MG,3100104,Abadia dos Dourados,321253.62
MG,3100203,Abaeté,1056221.14
MG,3100302,Abre Campo,578804.4
MG,3100401,Acaiaca,52792.43
MG,3100500,Açucena,43435.84
MG,3100609,Água Boa,24595.54
MG,3100708,Água Comprida,624804.49
MG,3100807,Aguanil,8429.15
MG,3100906,Águas Formosas,490084.93
MG,3101003,Águas Vermelhas,42089.44
MG,3101102,Aimorés,2347154.59
MG,3101201,Aiuruoca,215596.69
MG,3101300,Alagoa,71316.91
MG,3101409,Albertina,403584.34
MG,3101508,Além Paraíba,2808533.42
MG,3101607,Alfenas,23132484.07
MG,3101631,Alfredo Vasconcelos,101980.94
MG,3101706,Almenara,1566540.08
MG,3101805,Alpercata,565579.92
MG,3101904,Alpinópolis,2260805.06
MG,3102001,Alterosa,
